日期,測站,測項,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,avg
2017/07/17,沙鹿,PM2.5,9,8,7,9,14,19,17,18,22,18,15,16,15,18,20,17,15,18,16,16,14,17,15,9,15
2017/07/18,沙鹿,PM2.5,11,12,12,13,16,16,18,16,8,10,17,18,17,14,13,15,19,18,14,15,12,11,10,8,14
2017/07/19,沙鹿,PM2.5,7,9,13,18,22,24,26,20,13,15,15,17,16,15,11,11,18,19,16,16,9,8,12,10,15
2017/07/20,沙鹿,PM2.5,11,15,20,21,20,16,13,17,16,14,,,24,19,5,1,8,13,10,10,10,9,4,1,13
2017/07/21,沙鹿,PM2.5,7,9,9,9,9,12,13,10,1,1,4,9,13,12,7,5,5,6,7,10,14,12,5,3,8
2017/07/22,沙鹿,PM2.5,4,4,11,14,16,21,16,13,6,5,10,11,12,9,15,16,19,25,24,28,28,28,30,29,16
2017/07/23,沙鹿,PM2.5,26,24,23,21,24,29,30,23,15,14,16,7,4,14,16,10,8,10,13,22,27,19,12,12,17
2017/07/24,沙鹿,PM2.5,18,17,14,17,25,24,19,18,19,22,12,8,9,9,10,6,6,4,7,12,8,11,11,12,13
2017/07/25,沙鹿,PM2.5,8,1,4,6,10,13,8,7,7,9,13,23,30,28,11,1,5,12,15,18,20,22,19,19,13
2017/07/26,沙鹿,PM2.5,22,17,13,13,16,18,19,13,5,13,25,16,11,14,6,5,13,13,20,25,15,13,12,8,14
2017/07/27,沙鹿,PM2.5,14,17,10,9,21,27*,21,17,18,18,18,13,12,16,15,14,15,13,16,25,23,20,16,11,16
2017/07/28,沙鹿,PM2.5,17,19,20,24,28,28,28,28,24,25,27,26,33,,15,18,19,19,25,25,29,31,28,28,25
2017/07/29,沙鹿,PM2.5,33,40,43,45,42,38,31,28,32,36,37,43,43,36*,34*,34*,38*,22,4,6,6,4,1,1,27
2017/07/30,沙鹿,PM2.5,1,1,1,3,7,6,4,3,4,3,1,1,5,7,10,10,12,9,7,11,13,13,6,1,6
2017/07/31,沙鹿,PM2.5,1,3,2,1,2,2,1,4,5,1,1,1,7,8,7,4,8,15,15,13,15,13,7,6,6
2017/08/01,沙鹿,PM2.5,10,7,6,7,8,9,7,4,7,10,4,5,8,8,7,7,9,9,6,4,4,5,5,4,7
2017/08/02,沙鹿,PM2.5,1,5,10,6,8,9,6,9,9,5,,,28,24,13,10,20,16,11,17,19,15,12,12,12
2017/08/03,沙鹿,PM2.5,13,15,15,16,16,13,8,9,15,16,15,14,18,18,18,19,20,28,27,21,21,22,15,10,17
2017/08/04,沙鹿,PM2.5,11,10,4,5,11,12,9,6,10,15,21,19,14,12,8,8,16,25,21,19,16,15,16,11,13
2017/08/05,沙鹿,PM2.5,12,14,15,18,16,14,10,5,10,15,11,13,14,9,11,12,11,13,13,11,13,15,17,20,13
2017/08/06,沙鹿,PM2.5,20,19,19,16,14,15,12,12,16,11,10,14,12,6,8,15,8,14,20,14,12,11,9,11,13
2017/08/07,沙鹿,PM2.5,13,16,17,10,8,12,9,5,8,9,11,13,13,9,8,9,3,11,22,15,8,10,10,9,11
2017/08/08,沙鹿,PM2.5,13,13,10,12,12,9,7,5,5,6,7,9,10,7,8,13,14,11,8,11,15,12,7,7,10
2017/08/09,沙鹿,PM2.5,11,13,11,10,10,6,1,4,13,,,57*,,13,12,11,9,13,17,9,8,14,13,7,10
2017/08/10,沙鹿,PM2.5,6,12,10,8,8,6,4,4,9,9,7,7,7,7,7,5,11,15,10,12,14,9,10,15,9
2017/08/11,沙鹿,PM2.5,13,14,16,12,7,9,6,4,6,8,11,13,11,8,4,6,18,24,21,17,13,14,15,15,12
2017/08/12,沙鹿,PM2.5,18,20,17,12,13,13,9,7,6,11,14,12,14,14,8,7,9,8,9,11,11,11,14,12,12
2017/08/13,沙鹿,PM2.5,11,13,11,9,11,10,5,4,9,11,11,6,5,7,5,7,8,5,7,7,4,4,4,2,7
2017/08/14,沙鹿,PM2.5,4,16,15,4,1,6,9,4,2,6,12,13,6,2,4,4,6,14,17,16,11,13,11,7,8
2017/08/15,沙鹿,PM2.5,8,8,8,7,10,9,4,4,7,9,17,19,12,12,4,3,10,9,11,12,7,10,15,13,10
2017/08/16,沙鹿,PM2.5,12,16,14,11,10,8,5,2,6,16,13,7,5,4,1,1,1,14,15,10,11,10,9,9,9
2017/08/17,沙鹿,PM2.5,10,13,9,5,7,7,4,6,11,11,19,28,28,23,11,5,14,21*,16,11,13,14,15,14,13
2017/08/18,沙鹿,PM2.5,12,11,9,9,15,18,12,13,23,26,27,25,18,6,4,1,1,1,41*,16,12,7,8,17,13
2017/08/19,沙鹿,PM2.5,19,16,14,16,21,24,21,19,26,33,28,13,5,2,1,4,12,5,1,7,5,5,4,5,13
2017/08/20,沙鹿,PM2.5,10,18,19,15,18,17,14,14,10,9,8,12,11,3,1,1,1,19,23,17,14,8,10,13,12
2017/08/21,沙鹿,PM2.5,14,18,13,11,10,15,27,27,26,22,14,15,19,19,16,9,11,22,21,11,4,4,5,5,15
2017/08/22,沙鹿,PM2.5,7,8,8,10,28,41,34,32,32,30,33,32,33,35,31,27,19,12,9,11,8,7,8,9,21
2017/08/23,沙鹿,PM2.5,14,16,16,13,10,7,12,12,7,4,,18,19,20,18,,14,12,13,15,18,17,14,17,14
2017/08/24,沙鹿,PM2.5,17,18,18,15,14,12,13,10,11,18,19,18,13,11,27*,28*,22,17,11,9,9,8,3,2,13
2017/08/25,沙鹿,PM2.5,5,10,13,11,6,7,10,12,10,12,12,8,6,14,14,7,8,13,15,18,22,21,27,28,13
2017/08/26,沙鹿,PM2.5,26,32,34,31,31,31,34,30,28,37,33,30,41,45,40,34,30,28,28,27,30,35,35,44,33
2017/08/27,沙鹿,PM2.5,49,48,40,36,42,37,30,26,17,13,14,18,15,11,9,8,11,10,9,4,4,6,6,9,20
2017/08/28,沙鹿,PM2.5,7,4,3,4,7,7,8,11,11,6,8,13,12,11,,12,16,20,22,18,10,13,18,13,11
2017/08/29,沙鹿,PM2.5,11,9,5,8,6,11,21,21,18,19,25,18,8,11,13,13,11,9,11,13,13,16,18,26,14
2017/08/30,沙鹿,PM2.5,31,27,23,22,21,19,17,17,13,13,22,24,18,8,4,11,8,10,14,16,31,40,39,31,20
2017/08/31,沙鹿,PM2.5,26,26,25,28,28,24,25,26,19,22,27,20,18,34,52,51,36,26,16,10,12,11,9,10,24
2017/09/01,沙鹿,PM2.5,10,8,12,15,11,10,13,14,20,30,30,478*,44,42,50,54,51,42,30,25,23,28,28,12,26
2017/09/02,沙鹿,PM2.5,6,14,21,21,19,19,24,30,29,21,18,22,20,17,31,39,28,22,19,16,16,14,11,9,20
2017/09/03,沙鹿,PM2.5,8,13,15,12,10,8,4,4,4,14,8,4,10,12,15,15,18,18,21,25,20,21,19,18,13
2017/09/04,沙鹿,PM2.5,18,20,18,13,13,13,11,10,13,14,11,14,16,5,2,14,20,21,26,24,18,15,14,14,15
2017/09/05,沙鹿,PM2.5,15,14,10,9,15,20,25,22,19,17,11,11,11,3,2,13,21,25,30,29,20,15,11,12,16
2017/09/06,沙鹿,PM2.5,12,14,15,14,11,14,14,11,11,13,16,12,12,5,,32,27,19,20,20,16,14,15,17,15
2017/09/07,沙鹿,PM2.5,16,17,18,17,23,26,23,24,21,17,16,16,8,9,20,23,17,12,13,13,13,10,6,7,16
2017/09/08,沙鹿,PM2.5,6,6,6,9,8,9,13,8,5,11,9,13,13,2,1,4,7,5,7,11,9,8,10,10,8
2017/09/09,沙鹿,PM2.5,4,4,7,7,9,7,9,10,4,5,8,14,9,1,4,18,22,16,17,15,12,8,7,9,9
2017/09/10,沙鹿,PM2.5,13,18,19,11,8,14,19,16,15,17,23,27,20,6,3,6,8,7,12,19,18,13,13,15,14
2017/09/11,沙鹿,PM2.5,13,13,10,6,10,13,13,12,9,10,16,16,4,1,1,5,11,19,20,18,14,8,8,16,11
2017/09/12,沙鹿,PM2.5,17,15,13,15,16,13,13,12,7,8,12,,9,8,16,14,17,24,22,17,11,11,12,14,14
2017/09/13,沙鹿,PM2.5,4,1,10,13,12,7,14,17,6,9,13,16,16,10,10,15,18,20,19,18,15,16,12,7,12
2017/09/14,沙鹿,PM2.5,12,15,10,4,3,4,9,12,8,6,12,18,15,8,13,14,17,20,14,9,7,6,6,5,10
2017/09/15,沙鹿,PM2.5,6,5,4,4,5,8,12,15,10,14,17,15,7,1,1,1,16,13,39*,43*,20,19,17,17,10
2017/09/16,沙鹿,PM2.5,9,8,10,21,28,22,22,23,20,21,23,23,23,17,26,31,22,26,29,23,18,22,31,34,22
2017/09/17,沙鹿,PM2.5,39,40,35,33,34,38,42,42,40,42,33,17,11,1x,1x,1x,41,52,30,28,33,34,30,29,34
2017/09/18,沙鹿,PM2.5,30,29,32,30,28,28,21,17,18,19,17,15,17,11,,30,25,22,22,18,20,23,25,29,23
2017/09/19,沙鹿,PM2.5,34,34,31,35,37,36,40,41,37,35,33,30,28,24,24,26,26,28,31,38,40,36,34,37,33
2017/09/20,沙鹿,PM2.5,41,37,35,36,35,42,51,45,38,45,49,46,41,29,16,18,27,24,26,25,23,34,32,28,34
2017/09/21,沙鹿,PM2.5,35,37,37,33,27,28,24,17,18,19,31,41,36,33,30,28,29,30,36,41,38,39,39,37,32
2017/09/22,沙鹿,PM2.5,34,29,30,32,36,39,42,44,44,42,36,31,29,21,12,17,20,15,19,23,22,23,24,25,29
2017/09/23,沙鹿,PM2.5,28,27,21,23,28,31,35,38,47,51,39,30,27,15,8,11,23,35,32,19,13,22,22,18,27
2017/09/24,沙鹿,PM2.5,28,38,41,44,47,51,55,49,34,26,26,29,24,13,13,17,15,15,17,17,19,21,20,19,28
2017/09/25,沙鹿,PM2.5,22,15,15,21,24,28,25,25,25,24,25,19,17,16,15,12,10,13,11,6,5,6,6,4,16
2017/09/26,沙鹿,PM2.5,5,8,10,11,14,12,11,10,10,15,18,13,6,6,11,13,10,11,14,10,6,3,4,5,10
2017/09/27,沙鹿,PM2.5,4,8,12,11,8,9,13,13,9,10,10,12,25,24,14,11,14,19,21,20,19,21,21,17,14
2017/09/28,沙鹿,PM2.5,20,25,21,23,27,25,28,29,28,24,23,35,39,28,14,,7,6,12,14,10,13,13,11,21
2017/09/29,沙鹿,PM2.5,16,21,26,28,29,27,14,19,29,25,23,26,25,19,14,15,15,14,18,21,12,9,19,25,20
2017/09/30,沙鹿,PM2.5,21,16,21,20,13,14,14,16,21,21,25,30,26,18,17,20,18,16,21,29,28,24,28,28,21
2017/10/01,沙鹿,PM2.5,26,23,20,24,22,20,25,27,25,14,21,29,29,35,36,34,29,26,28,37,42,39,48,51,30
2017/10/02,沙鹿,PM2.5,44,47,49,46,31,25,27,28,30,33,47,52,44,29,24,25,24,28,29,28,29,30,33,30,34
2017/10/03,沙鹿,PM2.5,22,21,23,22,25,31,35,29,28,35,41,38,26,20,20,23,21,17,23,28,30,29,24,19,26
2017/10/04,沙鹿,PM2.5,19,21,17,11,7,5,6,5,8,9,6,10,12,10,14,18,15,15,16,18,17,12,10,10,12
2017/10/05,沙鹿,PM2.5,9,8,10,13,10,4,7,10,5,2,13,21,19,20,,,21,19,15,18,18,18,22,21,14
2017/10/06,沙鹿,PM2.5,18,20,23,26,26,22,20,26,25,20,22,22,20,17,16,16,13,13,15,17,19,19,17,11,19
2017/10/07,沙鹿,PM2.5,10,15,15,17,23,26,26,12,13,13,17,15,12,9,12,16,14,16,18,17,17,18,17,14,16
2017/10/08,沙鹿,PM2.5,13,16,16,11,4,6,14,18,15,13,17,15,8,10,17,19,15,18,20,19,20,18,33,44,17
2017/10/09,沙鹿,PM2.5,35,33,34,30,33,34,28,26,28,31,28,32,34,28,27,30,32,39,51,52,50,49,43,39,35
2017/10/10,沙鹿,PM2.5,34,29,27,25,26,26,27,30,28,31,43,40,35,36,34,40,37,37,37,40,49,49,49,48,36
2017/10/11,沙鹿,PM2.5,54,59,55,50,46,46,44,40,45,48,,52,52,48,39,28,11,7,15,13,8,10,6,4,34
2017/10/12,沙鹿,PM2.5,5,4,1,1,4,4,2,5,4,1,4,4,2,4,8,6,3,1,3,8,6,1,3,5,4
2017/10/13,沙鹿,PM2.5,5,7,11,8,5,6,4,3,4,4,4,8,9,12,7,4,4,4,9,8,4,4,2,1,6
2017/10/14,沙鹿,PM2.5,1,3,2,2,2,2,6,8,7,8,7,8,18,28,26,21,19,15,13,13,16,19,16,12,11
2017/10/15,沙鹿,PM2.5,16,14,14,14,8,10,9,9,9,6,4,2,2,4,8,10,13,13,7,3,4,7,4,3,8
2017/10/16,沙鹿,PM2.5,5,8,8,7,7,10,10,8,11,10,6,8,6,3,7,7,4,4,10,11,8,8,14,17,8
2017/10/17,沙鹿,PM2.5,13,11,9,10,8,4,5,6,3,2,8,9,3,1,4,10,9,5,7,7,6,4,5,5,6
2017/10/18,沙鹿,PM2.5,4,1,1,1,6,4,5,6,5,8,10,10,9,9,9,8,7,10,13,13,11,6,8,12,7
2017/10/19,沙鹿,PM2.5,10,9,12,6,3,4,5,12,10,8,12,12,13,13,,18,1,1,1,8,9,4,2,4,8
2017/10/20,沙鹿,PM2.5,5,6,4,2,4,4,6,4,3,9,9,4,4,9,10,4,4,10,8,7,7,7,8,8,6
2017/10/21,沙鹿,PM2.5,7,9,10,9,10,9,7,10,12,4,6,35,33,12,11,9,15,20,21,20,13,12,13,10,13
2017/10/22,沙鹿,PM2.5,9,9,9,13,13,13,13,13,10,8,1,1,41,18,22,27,25,26,32,32,28,26,25,22,18
2017/10/23,沙鹿,PM2.5,24,25,25,26,25,28,27,28,30,31,41,45,46,43,37,35,31,26,29,30,28,25,23,25,31
2017/10/24,沙鹿,PM2.5,3,25,49,25,27,48*,42,19,23,18,17,25,25,21,20,20,18,16,16,15,18,16,13,12,21
2017/10/25,沙鹿,PM2.5,15,14,12,11,5,12,13,11,10,6,11,14,16,,19,20,16,11,15,17,12,12,11,10,13
2017/10/26,沙鹿,PM2.5,10,5,6,9,10,12,11,13,16,13,10,12,16,14,9,9,13,17,20,20,20,21,16,12,13
2017/10/27,沙鹿,PM2.5,13,14,10,10,9,10,13,9,7,12,13,11,16,16,14,11,15,21,19,20,20,17,17,20,14
2017/10/28,沙鹿,PM2.5,18,13,12,10,12,15,19,21,20,19,20,22,23,24,23,25,26,24,30,34,28,26,21,18,21
2017/10/29,沙鹿,PM2.5,19,16,17,21,24,27,28,26,24,27,24,23,23,21,23,22,21,21,19,22,20,17,20,28,22
2017/10/30,沙鹿,PM2.5,46,51,46,42,38,31,20,16,15,15,12,6,6,4,7,12,8,8,8,4,4,9,11,8,18
2017/10/31,沙鹿,PM2.5,8,4,3,4,4,4,8,7,10,10,,14,13,16,16,11,10,11,11,16,14,8,7,10,10
2017/11/01,沙鹿,PM2.5,13,12,9,11,20,20,16,19,24,19,17,16,9,9,12,15,16,18,19,14,13,14,16,17,15
2017/11/02,沙鹿,PM2.5,15,17,21,16,13,16,18,16,12,478*,478*,478*,,,,,,,,,,,,,16
2017/11/03,沙鹿,PM2.5,,,,,,,,,,,,,28,14,6,9,5,6,8,6,5,4,7,8,9
2017/11/04,沙鹿,PM2.5,7,10,13,13,13,14,13,13,12,9,8,14,16,8,8,16,19,12,15,11,1,1,1,1,10
2017/11/05,沙鹿,PM2.5,1,2,4,3,3,2,1,1,1,1,5,7,6,1,4,9,9,14,16,14,12,13,13,11,6
2017/11/06,沙鹿,PM2.5,10,12,17,19,20,26,27,14,7,16,18,15,17,10,6,14,16,16,18,14,12,14,9,7,15
2017/11/07,沙鹿,PM2.5,15,21,24,28,28,31,42,45,42,42,46,42,31,16,16,27,25,18,14,12,9,6,3,2,24
2017/11/08,沙鹿,PM2.5,1,4,9,6,3,,478*,19*,8,1,2,4,8,9,,1,5,12,11,9,10,13,21,17,8
2017/11/09,沙鹿,PM2.5,6,6,7,6,7,9,8,6,6,4,5,11,16,20,22,19,22,23,20,17,15,15,13,12,12
2017/11/10,沙鹿,PM2.5,11,11,14,13,18,21,20,23,25,29,32,28,22,19,23,23,18,16,19,21,18,14,17,15,20
2017/11/11,沙鹿,PM2.5,12,16,17,18,16,10,8,13,20,26,22,18,20,17,18,18,13,15,19,14,6,4,4,4,15
2017/11/12,沙鹿,PM2.5,7,10,3,1,5,6,4,2,1,1,3,9,8,4,7,7,8,12,17,13,4,6,9,6,6
2017/11/13,沙鹿,PM2.5,6,9,10,7,5,9,10,8,4,5,5,6,8,9,11,13,11,15,16,18,16,12,18,20,10
2017/11/14,沙鹿,PM2.5,15,17,21,19,15,11,11,9,7,9,9,11,14,13,11,11,11,12,15,11,3,3,7,13,12
2017/11/15,沙鹿,PM2.5,12,8,8,7,4,8,15,13,7,7,9,8,10,10,9,13,15,15,14,16,10,8,10,9,10
2017/11/16,沙鹿,PM2.5,11,13,14,10,6,12,16,12,10,10,16,23,23,28,25,22,26,23,18,13,15,18,20,28,17
2017/11/17,沙鹿,PM2.5,26,18,20,24,23,21,22,28,36,43,50,54,54,46,,58,60,69,83,82,75,58,32,23,44
2017/11/18,沙鹿,PM2.5,19,25,27,29,32,29,31,34,37,34,21,5,4,4,1,1,4,4,2,2,1,1,1,1,15
2017/11/19,沙鹿,PM2.5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,10,10,6,9,9,6,6,5,8,4
2017/11/20,沙鹿,PM2.5,8,5,4,6,8,7,8,10,8,4,5,7,6,4,4,3,4,8,7,1,1,1,3,2,5
2017/11/21,沙鹿,PM2.5,1,1,1,1,1,5,4,3,1,2,7,,12,11,7,7,11,8,5,4,5,10,18,19,6
2017/11/22,沙鹿,PM2.5,11,3,2,4,2,1,3,2,1,3,3,2,5,,1,3,4,4,7,7,4,3,1,1,3
2017/11/23,沙鹿,PM2.5,1,2,2,3,13,20,17,17,14,11,19,28,30,32,28,16,9,7,9,11,7,9,13,10,14
2017/11/24,沙鹿,PM2.5,5,4,6,7,4,3,4,5,2,4,8,2,2,5,4,4,9,12,9,6,8,10,7,9,6
2017/11/25,沙鹿,PM2.5,10,7,9,10,10,14,15,9,3,1,2,1,1,8,9,4,4,2,8,11,5,4,9,14,7
2017/11/26,沙鹿,PM2.5,12,9,7,9,15,17,15,12,11,11,9,8,8,10,9,15,14,8,5,1,3,4,4,8,9
2017/11/27,沙鹿,PM2.5,3,2,8,10,6,4,2,2,1,1,3,4,6,10,7,7,12,12,14,14,13,11,10,13,7
2017/11/28,沙鹿,PM2.5,15,17,18,21,26,23,23,24,27,35,41,32,22,21,19,28,38,34,29,25,25,31,32,28,26
2017/11/29,沙鹿,PM2.5,27,35,42,40,47,50,47,50,51,52,61,62,55,53,41,35,51,55,59,53,32,23,26,21,45
2017/11/30,沙鹿,PM2.5,9,7,10,13,17,12,5,4,4,4,3,5,9,,5,9,14,12,11,8,4,2,4,6,8
2017/12/01,沙鹿,PM2.5,4,2,4,8,8,7,10,13,9,8,7,8,9,8,10,12,10,8,10,9,8,8,10,10,8
2017/12/02,沙鹿,PM2.5,5,9,11,8,8,9,8,10,14,12,12,14,14,11,9,12,16,13,12,12,9,7,9,12,11
2017/12/03,沙鹿,PM2.5,11,7,10,12,10,11,9,6,7,11,14,11,13,16,10,7,16,25,22,16,13,15,11,8,12
2017/12/04,沙鹿,PM2.5,8,6,6,13,12,12,14,16,15,13,15,17,14,15,20,22,28,36,42,48,42,32,33,30,21
2017/12/05,沙鹿,PM2.5,25,25,26,27,27,24,23,21,18,21,26,23,19,21,21,23,23,20,21,19,18,19,17,16,22
2017/12/06,沙鹿,PM2.5,13,15,21,18,14,16,13,15,18,15,18,25,22,19,22,19,18,24,26,23,21,23,21,17,19
2017/12/07,沙鹿,PM2.5,15,17,20,22,22,15,16,20,22,22,,16,20,18,9,5,6,10,11,13,11,6,3,6,14
2017/12/08,沙鹿,PM2.5,9,7,7,5,7,11,17,23,29,35,35,43,58,63,51,37,28,24,21,20,17,16,12,13,25
2017/12/09,沙鹿,PM2.5,18,16,18,16,12,14,14,13,14,15,18,15,8,4,6,9,9,8,7,5,13,18,15,12,12
2017/12/10,沙鹿,PM2.5,12,12,10,9,7,8,7,4,6,15,14,10,11,10,18,22,24,27,32,31,27,31,28,20,16
2017/12/11,沙鹿,PM2.5,18,16,16,17,14,19,26,23,19,21,23,22,28,31,30,29,26,24,23,21,16,12,14,14,21
2017/12/12,沙鹿,PM2.5,14,14,12,12,11,14,11,5,10,21,27,23,14,11,,9,10,12,12,13,14,11,9,9,13
2017/12/13,沙鹿,PM2.5,7,3,6,11,9,13,23,22,12,5,5,5,8,12,6,4,13,16,12,9,6,1,1,1,9
2017/12/14,沙鹿,PM2.5,1,3,3,1,2,2,8,23,24,24,27,17,11,14,12,17,25,22,20,19,13,13,12,11,14
2017/12/15,沙鹿,PM2.5,13,11,15,13,8,6,10,14,11,11,24,29,24,19,13,17,26,24,26,18,8,5,6,8,15
2017/12/16,沙鹿,PM2.5,9,10,9,5,4,6,4,4,4,3,5,2,1,2,4,6,3,4,7,4,4,10,14,14,6
2017/12/17,沙鹿,PM2.5,15,16,15,12,10,9,11,10,9,10,7,5,9,9,10,13,14,16,17,11,2,1,6,6,10
2017/12/18,沙鹿,PM2.5,4,3,3,4,4,3,7,7,5,7,4,4,4,4,4,3,5,4,4,10,9,10,10,7,5
2017/12/19,沙鹿,PM2.5,7,4,3,3,1,1,3,7,9,6,5,8,12,16,16,15,19,21,16,16,16,13,13,11,10
2017/12/20,沙鹿,PM2.5,12,13,18,17,9,6,7,5,9,,13,11,11,10,7,7,7,6,7,9,6,4,4,4,9
2017/12/21,沙鹿,PM2.5,3,3,2,2,1,3,6,4,6,6,5,7,9,14,22,27,28,28,28,28,25,20,15,16,13
2017/12/22,沙鹿,PM2.5,18,26,28,32,36,33,45,48,33,47,54,35,,,26,22,20,34,51,50,49,52,55,57,39
2017/12/23,沙鹿,PM2.5,59,63,60,52,51,49,48,49,51,39,26,31,39,40,35,36,48,62,90,106,100,99,96,90,59
2017/12/24,沙鹿,PM2.5,83,98,112,103,87,72,76,80,72,68,58,33,21,20,19,26,42,52,47,33,25,20,14,18,53
2017/12/25,沙鹿,PM2.5,30,42,47,46,44,38,34,34,36,39,38,35,37,36,38,39,35,33,35,36,38,39,36,34,37
2017/12/26,沙鹿,PM2.5,35,35,35,35,35,34,32,35,38,36,36,32,27,22,15,15,21,27,24,18,18,18,13,11,27
2017/12/27,沙鹿,PM2.5,15,14,12,12,12,13,13,15,17,12,19,,24,23,23,21,23,37,42,39,37,34,38,38,23
2017/12/28,沙鹿,PM2.5,37,44,56,60,64,62,58,62,60,52,55,65,58,36,17,15,28,42,45,39,39,38,37,29,46
2017/12/29,沙鹿,PM2.5,24,25,23,23,24,28,30,27,22,20,16,17,10,5,4,3,10,9,9,13,10,6,8,12,16
2017/12/30,沙鹿,PM2.5,15,20,23,27,32,38,33,24,24,20,19,24,26,18,10,16,20,19,28,28,21,19,18,18,23
2017/12/31,沙鹿,PM2.5,12,9,10,12,9,7,10,11,11,14,19,43,74,84,85,76,56,41,34,31,30,26,24,23,31
