發生年,發生月,發生日,發生時,發生分,處理別,區序,肇事地點,死亡人數,受傷人數,當事人序,車種,性別,年齡,受傷程度,4天候,7速限,8道路型態,9事故位置
107,01,20,14,17,2,03中山區,中山區中山北路2段與南京東路1段口,0,1,2,B03,1,29,3,8,50,14,09
107,01,23,18,40,2,03中山區,中山區民權東路2段與松江路口,0,1,1,C03,1,38,2,8,50,14,09
107,01,23,18,40,2,03中山區,中山區民權東路2段與松江路口,0,1,2,B12,1,51,3,8,50,14,09
107,01,23,21,35,2,03中山區,中山區遼寧街185巷與南京東路3段223巷口,0,2,1,B03,1,37,3,8,50,4,01
107,01,23,21,35,2,03中山區,中山區遼寧街185巷與南京東路3段223巷口,0,2,2,C03,1,29,2,8,50,4,01
107,01,23,21,35,2,03中山區,中山區遼寧街185巷與南京東路3段223巷口,0,2,3,H03,2,29,2,8,50,4,01
107,01,25,12,22,2,03中山區,中山區民權東路2段145號,0,1,1,B01,1,50,3,8,50,14,09
107,01,25,12,22,2,03中山區,中山區民權東路2段145號,0,1,2,C03,1,38,3,8,50,14,09
107,01,25,12,22,2,03中山區,中山區民權東路2段145號,0,1,3,H02,2,35,2,8,50,14,09
107,01,03,18,20,2,03中山區,中山區大直橋往南,0,5,1,C03,1,54,2,7,50,8,09
107,01,03,18,20,2,03中山區,中山區大直橋往南,0,5,2,C03,1,27,2,7,50,8,09
107,01,03,18,20,2,03中山區,中山區大直橋往南,0,5,3,C03,2,21,2,7,50,8,09
107,01,03,18,20,2,03中山區,中山區大直橋往南,0,5,4,C03,2,28,2,7,50,8,09
107,01,03,18,20,2,03中山區,中山區大直橋往南,0,5,5,C03,1,57,2,7,50,8,09
107,01,03,18,20,2,03中山區,中山區大直橋往南,0,5,6,B12,4,0,,7,50,8,09
107,01,03,21,45,2,03中山區,中山區長春路與合江街口,0,2,1,C03,1,24,2,7,50,4,01
107,01,03,21,45,2,03中山區,中山區長春路與合江街口,0,2,2,C03,1,46,2,7,50,4,01
107,01,04,16,28,2,03中山區,中山區民權東路1段與林森北路口,0,1,1,B03,1,47,3,8,50,4,01
107,01,04,16,28,2,03中山區,中山區民權東路1段與林森北路口,0,1,2,C03,1,20,2,8,50,4,01
107,01,04,17,48,2,03中山區,中山區濱江街95號,0,1,1,B03,2,31,3,7,50,14,09
107,01,04,17,48,2,03中山區,中山區濱江街95號,0,1,2,C03,2,26,2,7,50,14,09
107,01,04,23,55,2,03中山區,中山區北安路554巷與北安路口,0,1,1,B03,2,30,3,7,50,3,01
107,01,04,23,55,2,03中山區,中山區北安路554巷與北安路口,0,1,2,H01,2,23,2,7,50,3,01
107,01,06,13,24,2,03中山區,中山區長安東路1段53巷與長安東路1段口,0,1,1,B03,1,61,3,8,40,4,01
107,01,28,10,20,2,03中山區,中山區中山北路2段與民生東路1段口,0,1,1,B03,1,38,3,7,50,4,01
107,01,28,10,20,2,03中山區,中山區中山北路2段與民生東路1段口,0,1,2,C03,1,29,2,7,50,4,01
107,01,31,15,30,2,03中山區,中山區興安街65號,0,1,1,F01,2,68,2,7,50,14,07
107,01,31,15,30,2,03中山區,中山區興安街65號,0,1,2,B02,1,25,3,7,50,14,07
107,01,01,12,47,2,03中山區,中山區民族東路與新生北路3段口,0,2,1,B03,1,34,3,8,50,4,01
107,01,01,12,47,2,03中山區,中山區民族東路與新生北路3段口,0,2,2,C03,1,36,2,8,50,4,01
107,01,01,12,47,2,03中山區,中山區民族東路與新生北路3段口,0,2,3,H02,2,27,2,8,50,4,01
107,01,09,14,18,2,03中山區,中山區林森北路310巷與林森北路口,0,1,1,B12,1,27,3,8,50,4,01
107,01,09,14,18,2,03中山區,中山區林森北路310巷與林森北路口,0,1,2,C03,1,37,2,8,50,4,01
107,02,28,14,34,2,03中山區,中山區中山北路2段與民生西路1段口,0,1,1,C03,2,20,2,6,50,4,02
107,02,28,14,34,2,03中山區,中山區中山北路2段與民生西路1段口,0,1,2,B02,1,47,3,6,50,4,02
107,02,28,14,34,2,03中山區,中山區中山北路2段與民生西路1段口,0,1,3,A02,1,35,3,6,50,4,02
107,04,13,08,47,2,03中山區,中山區民生東路1段與林森北路口,0,1,2,C03,2,56,2,8,50,4,02
107,04,13,08,47,2,03中山區,中山區民生東路1段與林森北路口,0,1,1,,4,0,4,8,50,4,02
107,01,12,15,55,2,03中山區,中山區龍江路223巷與龍江路口,0,1,1,C03,1,53,2,8,30,4,01
107,01,12,15,55,2,03中山區,中山區龍江路223巷與龍江路口,0,1,2,B03,1,61,3,8,30,4,01
107,01,17,18,45,2,03中山區,中山區北安路554巷旁,0,2,1,B03,1,31,3,7,50,14,09
107,01,17,18,45,2,03中山區,中山區北安路554巷旁,0,2,2,B01,1,45,2,7,50,14,09
107,01,17,18,45,2,03中山區,中山區北安路554巷旁,0,2,3,H02,2,30,2,7,50,14,09
107,01,18,05,00,2,03中山區,中山區民生東路2段與新生北路2段口,0,1,1,B03,1,52,3,8,50,4,01
107,01,18,05,00,2,03中山區,中山區民生東路2段與新生北路2段口,0,1,2,C03,1,23,2,8,50,4,01
107,01,04,14,30,2,03中山區,中山區北安路與崇實路口,0,1,1,B02,1,62,3,8,50,4,01
107,01,04,14,30,2,03中山區,中山區北安路與崇實路口,0,1,2,C03,1,20,2,8,50,4,01
107,01,04,18,15,2,03中山區,中山區新生北路2段68巷13弄與新生北路2段62巷口,0,1,1,C04,2,65,2,8,40,4,01
107,01,04,18,15,2,03中山區,中山區新生北路2段68巷13弄與新生北路2段62巷口,0,1,2,B01,1,50,3,8,40,4,01
107,01,10,08,40,2,03中山區,中山區南京東路2段與新生北路2段口,0,1,1,C03,1,18,3,8,50,14,07
107,01,10,08,40,2,03中山區,中山區南京東路2段與新生北路2段口,0,1,2,B01,1,49,3,8,50,14,07
107,01,10,08,40,2,03中山區,中山區南京東路2段與新生北路2段口,0,1,3,H02,1,18,2,8,50,14,07
107,01,10,09,30,2,03中山區,中山區北安路608巷與北安路608巷4弄口,0,2,1,C03,1,35,2,8,40,4,01
107,01,10,09,30,2,03中山區,中山區北安路608巷與北安路608巷4弄口,0,2,2,C03,2,26,2,8,40,4,01
107,01,04,06,05,2,03中山區,中山區林森北路與民權東路1段口,0,1,1,B01,1,56,3,8,50,4,01
107,01,04,06,05,2,03中山區,中山區林森北路與民權東路1段口,0,1,2,H01,2,62,2,8,50,4,01
107,01,07,09,34,2,03中山區,中山區民權西路與中山北路2段口,0,1,1,C03,1,19,2,6,50,4,02
107,01,07,09,34,2,03中山區,中山區民權西路與中山北路2段口,0,1,2,C03,4,0,4,6,50,4,02
107,01,09,08,45,2,03中山區,中山區中山北路3段與民族西路口,0,1,1,C03,2,57,4,6,50,4,01
107,01,09,08,45,2,03中山區,中山區中山北路3段與民族西路口,0,1,2,C03,1,31,2,6,50,4,01
107,01,19,11,44,2,03中山區,中山區德惠街與雙城街口,0,1,1,B03,1,28,3,7,50,4,01
107,01,19,11,44,2,03中山區,中山區德惠街與雙城街口,0,1,2,C03,2,24,2,7,50,4,01
107,01,20,12,25,2,03中山區,中山區建國高架道3段與農安街口往南下坡道,0,1,1,B01,1,65,3,8,40,10,16
107,01,20,12,25,2,03中山區,中山區建國高架道3段與農安街口往南下坡道,0,1,2,B03,1,35,3,8,40,10,16
107,01,20,12,25,2,03中山區,中山區建國高架道3段與農安街口往南下坡道,0,1,3,B03,1,28,3,8,40,10,16
107,01,20,12,25,2,03中山區,中山區建國高架道3段與農安街口往南下坡道,0,1,4,H03,2,35,2,8,40,10,16
107,01,24,16,05,2,03中山區,中山區錦州街13巷與錦州街口,0,1,1,C03,1,52,2,8,50,3,01
107,01,24,16,05,2,03中山區,中山區錦州街13巷與錦州街口,0,1,2,C03,1,24,3,8,50,3,01
107,01,27,21,10,2,03中山區,中山區中山北路1段121巷與中山北路1段口,0,1,1,C03,2,26,2,8,50,3,01
107,01,27,21,10,2,03中山區,中山區中山北路1段121巷與中山北路1段口,0,1,2,B01,1,41,3,8,50,3,01
107,01,29,10,45,2,03中山區,中山區民權東路2段152巷,0,2,1,C03,1,33,2,6,50,10,09
107,01,29,10,45,2,03中山區,中山區民權東路2段152巷,0,2,2,C03,2,23,2,6,50,10,09
107,01,30,19,16,2,03中山區,中山區大直街20巷與大直街口,0,1,1,B12,1,43,3,6,40,3,01
107,01,30,19,16,2,03中山區,中山區大直街20巷與大直街口,0,1,2,C03,1,47,2,6,40,3,01
107,01,30,20,42,2,03中山區,中山區長安東路2段238號,0,2,1,C03,2,29,2,6,50,14,09
107,01,30,20,42,2,03中山區,中山區長安東路2段238號,0,2,2,C03,1,25,2,6,50,14,09
107,01,30,21,40,2,03中山區,中山區民權東路2段91號,0,2,1,B03,2,50,3,6,50,14,09
107,01,30,21,40,2,03中山區,中山區民權東路2段91號,0,2,2,C03,1,39,2,6,50,14,09
107,01,30,21,40,2,03中山區,中山區民權東路2段91號,0,2,3,C03,2,47,2,6,50,14,09
107,01,30,21,40,2,03中山區,中山區民權東路2段91號,0,2,4,B03,1,58,3,6,50,14,09
107,01,31,14,40,2,03中山區,中山區合江街180巷與錦州街305巷口,0,1,1,C03,1,43,3,6,40,4,01
107,01,31,14,40,2,03中山區,中山區合江街180巷與錦州街305巷口,0,1,2,C03,2,78,2,6,40,4,01
107,01,31,18,07,2,03中山區,中山區民生東路1段與林森北路口,0,1,1,C03,1,30,2,6,50,4,02
107,01,31,18,07,2,03中山區,中山區民生東路1段與林森北路口,0,1,2,B12,1,61,3,6,50,4,02
107,09,27,08,50,2,03中山區,中山區新生北路2段37號,0,1,1,B03,1,39,3,7,50,14,09
107,09,27,08,50,2,03中山區,中山區新生北路2段37號,0,1,2,C03,2,36,2,7,50,14,09
107,10,19,10,00,2,03中山區,中山區八德路2段300巷與八德路2段口,0,1,1,B12,1,46,3,6,50,4,02
107,10,19,10,00,2,03中山區,中山區八德路2段300巷與八德路2段口,0,1,2,C03,1,23,2,6,50,4,02
107,10,19,13,00,2,03中山區,中山區新生北路2段45巷與新生北路2段口,0,1,2,C03,1,20,2,6,50,3,02
107,10,19,13,00,2,03中山區,中山區新生北路2段45巷與新生北路2段口,0,1,1,B03,1,51,4,6,50,3,02
107,10,19,15,35,2,03中山區,中山區長春路與中原街口,0,2,1,C03,2,21,2,8,40,3,02
107,10,19,15,35,2,03中山區,中山區長春路與中原街口,0,2,2,F01,2,35,2,8,40,3,02
107,10,23,14,31,2,03中山區,中山區民權西路28號,0,1,2,C03,2,31,2,6,50,14,09
107,10,23,14,31,2,03中山區,中山區民權西路28號,0,1,1,B12,1,76,4,6,50,14,09
107,10,23,17,25,2,03中山區,中山區南京東路2段21巷與南京東路2段口,0,2,1,B03,1,35,3,8,40,3,02
107,10,23,17,25,2,03中山區,中山區南京東路2段21巷與南京東路2段口,0,2,2,C03,1,18,2,8,40,3,02
107,10,23,17,25,2,03中山區,中山區南京東路2段21巷與南京東路2段口,0,2,3,H02,1,15,2,8,40,3,02
107,01,12,16,38,2,03中山區,中山區民權東路2段92巷與松江路326巷口,0,2,1,C03,1,18,2,8,30,4,01
107,01,12,16,38,2,03中山區,中山區民權東路2段92巷與松江路326巷口,0,2,2,B03,1,52,3,8,30,4,01
107,01,12,16,38,2,03中山區,中山區民權東路2段92巷與松江路326巷口,0,2,3,H02,2,47,2,8,30,4,01
107,01,16,10,50,2,03中山區,中山區中山北路1段116號,0,2,1,C03,1,55,2,8,50,14,09
107,01,16,10,50,2,03中山區,中山區中山北路1段116號,0,2,2,C03,1,57,2,8,50,14,09
107,01,16,14,24,2,03中山區,中山區八德路2段312巷與八德路2段口,0,1,1,B03,1,70,3,8,50,3,02
107,01,16,14,24,2,03中山區,中山區八德路2段312巷與八德路2段口,0,1,2,C03,1,33,2,8,50,3,02
107,01,17,08,29,2,03中山區,中山區新生北路1段58號與新生北路1段口,0,3,1,H01,2,61,2,8,0,4,02
107,01,17,08,29,2,03中山區,中山區新生北路1段58號與新生北路1段口,0,3,2,C03,2,20,2,8,0,4,02
107,01,17,08,29,2,03中山區,中山區新生北路1段58號與新生北路1段口,0,3,3,H02,2,20,2,8,0,4,02
107,01,20,22,15,2,03中山區,中山區龍江路223巷與龍江路口,0,1,1,B12,1,18,3,8,40,4,01
107,01,20,22,15,2,03中山區,中山區龍江路223巷與龍江路口,0,1,2,C03,1,19,2,8,40,4,01
107,01,23,06,32,2,03中山區,中山區中山北路2段與民生東路1段口,0,2,1,B01,1,58,2,8,50,4,02
107,01,23,06,32,2,03中山區,中山區中山北路2段與民生東路1段口,0,2,2,C03,1,25,2,8,50,4,02
107,01,23,11,45,2,03中山區,中山區南京東路1段48號,0,1,1,B12,1,29,3,8,50,14,09
107,01,23,11,45,2,03中山區,中山區南京東路1段48號,0,1,2,C03,2,36,3,8,50,14,09
107,01,23,11,45,2,03中山區,中山區南京東路1段48號,0,1,3,C03,1,30,2,8,50,14,09
107,01,23,11,45,2,03中山區,中山區南京東路1段48號,0,1,4,B03,1,60,3,8,50,14,09
107,01,27,09,43,2,03中山區,中山區民權東路2段176號,0,1,1,C03,2,29,2,8,50,14,12
107,01,27,09,43,2,03中山區,中山區民權東路2段176號,0,1,2,B03,2,64,3,8,50,14,12
107,01,05,14,53,2,03中山區,中山區中山北路2段與長春路口,0,1,1,B03,1,37,3,7,50,3,02
107,01,05,14,53,2,03中山區,中山區中山北路2段與長春路口,0,1,2,C03,2,33,2,7,50,3,02
107,01,05,23,50,2,03中山區,中山區北安路630巷與北安路630巷9弄口,0,1,1,C03,1,20,3,8,50,4,01
107,01,05,23,50,2,03中山區,中山區北安路630巷與北安路630巷9弄口,0,1,2,C03,1,21,2,8,50,4,01
107,01,06,18,25,2,03中山區,中山區民權東路1段與林森北路口,0,1,1,B01,1,46,3,6,50,4,02
107,01,06,18,25,2,03中山區,中山區民權東路1段與林森北路口,0,1,2,C03,1,22,2,6,50,4,02
107,01,11,18,10,2,03中山區,中山區新生北路3段與新生北路3段口往南第197號燈桿,0,1,1,C03,2,46,3,8,40,3,01
107,01,11,18,10,2,03中山區,中山區新生北路3段與新生北路3段口往南第197號燈桿,0,1,2,H01,1,47,2,8,40,3,01
107,01,12,00,00,2,03中山區,中山區民生東路1段與新生北路2段口,0,1,2,C03,1,20,2,8,50,4,02
107,01,12,00,00,2,03中山區,中山區民生東路1段與新生北路2段口,0,1,1,,4,0,4,8,50,4,02
107,01,01,01,00,2,03中山區,中山區北安路與大直橋口,0,3,1,C03,1,19,2,7,50,4,01
107,01,01,01,00,2,03中山區,中山區北安路與大直橋口,0,3,2,C03,1,18,2,7,50,4,01
107,01,01,01,00,2,03中山區,中山區北安路與大直橋口,0,3,3,H02,2,19,2,7,50,4,01
107,01,12,12,49,2,03中山區,中山區中山北路1段132號,0,1,1,C04,2,45,3,8,50,14,08
107,01,12,12,49,2,03中山區,中山區中山北路1段132號,0,1,2,C04,2,45,2,8,50,14,08
107,01,12,12,49,2,03中山區,中山區中山北路1段132號,0,1,3,C03,1,20,3,8,50,14,08
107,01,16,16,10,2,03中山區,中山區北安路與明水路口,0,1,1,B12,1,28,2,8,50,14,09
107,01,16,16,10,2,03中山區,中山區北安路與明水路口,0,1,2,,3,0,,8,50,14,09
107,01,18,08,30,2,03中山區,中山區遼寧街33號,0,1,1,H01,2,54,2,8,0,14,09
107,01,18,08,30,2,03中山區,中山區遼寧街33號,0,1,2,C03,1,30,3,8,0,14,09
107,01,03,00,07,2,03中山區,中山區中山北路3段美術館前方,0,1,1,C04,1,64,2,8,50,15,09
107,01,03,00,07,2,03中山區,中山區中山北路3段美術館前方,0,1,2,A12,1,42,3,8,50,15,09
107,01,05,11,24,2,03中山區,中山區復興北路與遼寧街185巷口,0,1,1,B03,1,53,3,7,0,4,01
107,01,05,11,24,2,03中山區,中山區復興北路與遼寧街185巷口,0,1,2,C03,1,48,2,7,0,4,01
107,01,08,18,30,2,03中山區,中山區民生東路2段與吉林路口,0,1,1,B12,1,29,3,6,50,4,01
107,01,08,18,30,2,03中山區,中山區民生東路2段與吉林路口,0,1,2,H01,1,66,2,6,50,4,01
107,01,08,21,25,2,03中山區,中山區龍江路71巷與龍江路口,0,1,1,B03,1,22,3,6,50,3,01
107,01,08,21,25,2,03中山區,中山區龍江路71巷與龍江路口,0,1,2,C03,1,21,2,6,50,3,01
107,01,08,23,40,2,03中山區,中山區大直橋往北(南往北第5支燈桿處),0,1,1,B03,1,29,3,6,50,8,11
107,01,08,23,40,2,03中山區,中山區大直橋往北(南往北第5支燈桿處),0,1,2,C03,2,43,2,6,50,8,11
107,01,09,22,48,2,03中山區,中山區民生東路1段80號,0,1,1,C03,2,34,3,6,0,14,09
107,01,09,22,48,2,03中山區,中山區民生東路1段80號,0,1,2,C03,1,25,2,6,0,14,09
107,01,10,10,38,2,03中山區,中山區北安路與大直橋口,0,1,1,C04,2,31,2,8,50,15,09
107,01,10,10,38,2,03中山區,中山區北安路與大直橋口,0,1,2,B03,2,47,3,8,50,15,09
107,01,03,14,47,1,03中山區,中山區民權東路2段與松江路口,1,0,1,A02,1,29,3,8,50,4,01
107,01,03,14,47,1,03中山區,中山區民權東路2段與松江路口,1,0,2,H01,2,75,1,8,50,4,01
107,01,11,14,00,2,03中山區,中山區北安路516-1號,0,1,1,B03,2,30,3,8,50,14,09
107,01,11,14,00,2,03中山區,中山區北安路516-1號,0,1,2,C03,2,18,2,8,50,14,09
107,01,01,00,30,2,03中山區,中山區中山北路2段37-1號,0,1,1,C03,1,18,2,8,50,14,09
107,01,01,00,30,2,03中山區,中山區中山北路2段37-1號,0,1,2,B01,1,47,3,8,50,14,09
107,01,16,17,18,2,03中山區,中山區民權東路2段與民權東路2段92巷口,0,1,1,B03,1,42,3,8,50,4,01
107,01,16,17,18,2,03中山區,中山區民權東路2段與民權東路2段92巷口,0,1,2,C03,2,56,2,8,50,4,01
107,01,17,11,56,2,03中山區,中山區德惠街170巷與吉林路393巷口,0,1,1,B03,1,39,3,8,50,4,01
107,01,17,11,56,2,03中山區,中山區德惠街170巷與吉林路393巷口,0,1,2,C03,1,34,2,8,50,4,01
107,01,24,07,12,2,03中山區,中山區中山北路3段與北安路口,0,1,1,B03,1,51,3,8,50,3,01
107,01,24,07,12,2,03中山區,中山區中山北路3段與北安路口,0,1,2,C03,1,62,2,8,50,3,01
107,01,24,10,34,2,03中山區,中山區市民大道3段與八德路2段300巷口,0,1,1,B03,1,81,3,8,40,3,01
107,01,24,10,34,2,03中山區,中山區市民大道3段與八德路2段300巷口,0,1,2,C03,1,20,2,8,40,3,01
107,02,01,17,40,2,03中山區,中山區中山北路1段75號,0,1,1,C03,1,40,3,7,50,14,09
107,02,01,17,40,2,03中山區,中山區中山北路1段75號,0,1,2,C03,2,57,2,7,50,14,09
107,02,02,13,27,2,03中山區,中山區遼寧街與龍江路155巷口,0,2,1,C03,1,54,2,6,30,4,01
107,02,02,13,27,2,03中山區,中山區遼寧街與龍江路155巷口,0,2,2,C03,1,25,2,6,30,4,01
107,02,02,18,00,2,03中山區,中山區大直橋北向南(高速公路樑柱編號P29前),0,2,1,B03,4,0,4,6,50,10,09
107,02,02,18,00,2,03中山區,中山區大直橋北向南(高速公路樑柱編號P29前),0,2,2,B03,1,29,3,6,50,10,09
107,02,02,18,00,2,03中山區,中山區大直橋北向南(高速公路樑柱編號P29前),0,2,3,C03,1,20,2,6,50,10,09
107,02,02,18,00,2,03中山區,中山區大直橋北向南(高速公路樑柱編號P29前),0,2,4,C03,2,19,2,6,50,10,09
107,02,03,09,54,2,03中山區,中山區林森北路與南京東路1段口,0,1,1,B02,1,39,3,6,50,4,01
107,02,03,09,54,2,03中山區,中山區林森北路與南京東路1段口,0,1,2,C03,1,37,2,6,50,4,01
107,01,04,09,27,2,03中山區,中山區基湖路與基湖路145巷口,0,2,1,C03,1,48,2,8,50,4,01
107,01,04,09,27,2,03中山區,中山區基湖路與基湖路145巷口,0,2,2,C03,1,29,2,8,50,4,01
107,01,23,18,20,2,03中山區,中山區北安路與崇實路口,0,1,1,C03,1,18,2,8,50,3,01
107,01,23,18,20,2,03中山區,中山區北安路與崇實路口,0,1,2,B02,1,38,3,8,50,3,01
107,01,30,22,00,2,03中山區,中山區民權東路2段與松江路口,0,1,1,C03,1,26,2,6,50,3,01
107,01,30,22,00,2,03中山區,中山區民權東路2段與松江路口,0,1,2,B03,1,44,3,6,50,3,01
107,01,07,00,43,2,03中山區,中山區長安東路1段與長安東路1段77巷口,0,1,1,B01,1,60,3,6,50,4,01
107,01,07,00,43,2,03中山區,中山區長安東路1段與長安東路1段77巷口,0,1,2,C03,2,23,2,6,50,4,01
107,01,07,03,21,2,03中山區,中山區市民大道2段與林森北路西側附近口迴轉道,0,3,1,H01,2,31,2,6,0,14,09
107,01,07,03,21,2,03中山區,中山區市民大道2段與林森北路西側附近口迴轉道,0,3,2,C03,1,39,2,6,0,14,09
107,01,07,03,21,2,03中山區,中山區市民大道2段與林森北路西側附近口迴轉道,0,3,3,H02,2,33,2,6,0,14,09
107,01,08,00,10,2,03中山區,中山區市民大道3段與新生北路1段62巷口,0,1,1,B03,1,26,3,6,40,4,01
107,01,08,00,10,2,03中山區,中山區市民大道3段與新生北路1段62巷口,0,1,2,C03,1,45,2,6,40,4,01
107,01,08,12,30,2,03中山區,中山區吉林路15號,0,1,1,B03,1,23,3,6,50,14,09
107,01,08,12,30,2,03中山區,中山區吉林路15號,0,1,2,C03,1,28,2,6,50,14,09
107,01,09,17,05,2,03中山區,中山區林森北路354號,0,1,1,C03,2,59,3,6,50,14,07
107,01,09,17,05,2,03中山區,中山區林森北路354號,0,1,2,H01,2,56,2,6,50,14,07
107,01,10,09,18,2,03中山區,中山區北安路646號,0,1,1,A02,1,32,3,8,50,14,07
107,01,10,09,18,2,03中山區,中山區北安路646號,0,1,2,C03,1,22,2,8,50,14,07
107,01,11,08,58,2,03中山區,中山區長安東路2段238號,0,1,1,B12,1,37,3,8,50,14,07
107,01,11,08,58,2,03中山區,中山區長安東路2段238號,0,1,2,C03,1,27,2,8,50,14,07
107,01,01,15,04,2,03中山區,中山區建國高架道往北下濱江街匝道前,0,2,1,B12,1,27,3,8,70,10,09
107,01,01,15,04,2,03中山區,中山區建國高架道往北下濱江街匝道前,0,2,2,B12,1,46,2,8,70,10,09
107,01,01,15,04,2,03中山區,中山區建國高架道往北下濱江街匝道前,0,2,3,B03,1,53,3,8,70,10,09
107,01,01,15,04,2,03中山區,中山區建國高架道往北下濱江街匝道前,0,2,4,H02,2,36,2,8,70,10,09
107,01,02,21,40,2,03中山區,中山區民生東路2段176號,0,1,1,B03,1,29,3,8,50,14,09
107,01,02,21,40,2,03中山區,中山區民生東路2段176號,0,1,2,C02,1,44,2,8,50,14,09
107,01,02,21,40,2,03中山區,中山區民生東路2段176號,0,1,3,B03,1,39,3,8,50,14,09
107,01,03,08,56,2,03中山區,中山區中山北路2段與中山北路2段44巷口,0,1,1,C03,1,44,3,8,50,4,01
107,01,03,08,56,2,03中山區,中山區中山北路2段與中山北路2段44巷口,0,1,2,C03,1,68,2,8,50,4,01
107,01,12,14,53,2,03中山區,中山區民權東路1段64號,0,1,1,A04,1,51,3,8,50,14,10
107,01,12,14,53,2,03中山區,中山區民權東路1段64號,0,1,2,H02,2,68,2,8,50,14,10
107,02,07,22,20,2,03中山區,中山區南京東路1段88號,0,1,1,C03,1,57,3,6,0,15,20
107,01,15,17,00,2,03中山區,中山區南京東路3段與建國北路1段口,0,1,2,C03,1,22,2,8,50,4,02
107,01,16,12,00,2,03中山區,中山區林森北路259巷與林森北路口,0,1,1,B01,1,63,2,8,50,4,01
107,01,16,12,00,2,03中山區,中山區林森北路259巷與林森北路口,0,1,2,B01,1,55,3,8,50,4,01
107,05,01,12,22,2,03中山區,中山區雙城街3巷與雙城街口,0,1,1,B03,1,53,3,8,50,4,02
107,05,01,12,22,2,03中山區,中山區雙城街3巷與雙城街口,0,1,2,H01,1,63,2,8,50,4,02
107,07,09,18,32,2,03中山區,中山區吉林路與民生東路2段口,0,1,2,F01,2,33,2,8,50,4,02
107,07,09,18,32,2,03中山區,中山區吉林路與民生東路2段口,0,1,1,C04,2,65,4,8,50,4,02
107,02,19,22,30,2,03中山區,中山區林森北路410號,0,2,1,H01,2,28,2,8,0,14,09
107,02,19,22,30,2,03中山區,中山區林森北路410號,0,2,2,C03,2,23,2,8,0,14,09
107,02,20,13,40,2,03中山區,中山區中山北路3段與民族東路口,0,1,1,B01,1,63,3,8,50,4,01
107,02,20,13,40,2,03中山區,中山區中山北路3段與民族東路口,0,1,2,C03,2,65,2,8,50,4,01
107,02,21,09,02,2,03中山區,中山區民權東路3段與合江街口,0,1,1,C03,1,25,2,8,50,14,09
107,02,07,22,20,2,03中山區,中山區南京東路1段88號,0,1,2,H01,2,23,2,6,0,15,20
107,01,12,17,40,2,03中山區,中山區北安路往北近自強隧道,0,1,1,C03,1,41,2,8,50,15,11
107,01,12,17,40,2,03中山區,中山區北安路往北近自強隧道,0,1,2,C03,1,43,3,8,50,15,11
107,01,18,11,18,2,03中山區,中山區雙城街與雙城街10巷口,0,1,1,B03,2,59,3,8,40,4,01
107,01,18,11,18,2,03中山區,中山區雙城街與雙城街10巷口,0,1,2,H01,2,69,2,8,40,4,01
107,01,19,07,42,2,03中山區,中山區市民大道3段與安東街16巷18弄口,0,1,2,C03,1,31,2,6,40,14,09
107,01,19,07,42,2,03中山區,中山區市民大道3段與安東街16巷18弄口,0,1,1,C03,1,77,4,6,40,14,09
107,01,19,07,42,2,03中山區,中山區市民大道3段與安東街16巷18弄口,0,1,3,,3,0,,6,40,14,09
107,01,19,09,52,2,03中山區,中山區建國北路1段與南京東路3段口,0,1,1,B01,1,63,3,6,50,4,01
107,01,19,09,52,2,03中山區,中山區建國北路1段與南京東路3段口,0,1,2,C03,1,22,2,6,50,4,01
107,01,22,21,37,2,03中山區,中山區長安東路1段與新生北路1段口,0,1,1,B02,1,37,3,8,50,4,01
107,01,22,21,37,2,03中山區,中山區長安東路1段與新生北路1段口,0,1,2,C03,1,23,2,8,50,4,01
107,01,24,12,52,2,03中山區,中山區北安路與大直街口,0,1,1,B03,2,73,3,8,50,4,01
107,01,24,12,52,2,03中山區,中山區北安路與大直街口,0,1,2,C04,2,64,2,8,50,4,01
107,01,25,13,00,2,03中山區,中山區南京東路3段與建國北路2段口,0,1,1,B03,1,23,3,8,50,4,01
107,01,25,13,00,2,03中山區,中山區南京東路3段與建國北路2段口,0,1,2,C03,1,30,2,8,50,4,01
107,01,28,07,59,2,03中山區,中山區濱江街246號,0,1,1,C03,1,34,2,8,50,14,09
107,01,28,07,59,2,03中山區,中山區濱江街246號,0,1,2,B03,1,30,3,8,50,14,09
107,01,28,07,59,2,03中山區,中山區濱江街246號,0,1,3,B03,2,50,3,8,50,14,09
107,01,28,17,50,2,03中山區,中山區敬業三路162巷與樂群二路口,0,1,1,B03,1,66,3,6,30,3,01
107,01,28,17,50,2,03中山區,中山區敬業三路162巷與樂群二路口,0,1,2,H01,1,30,2,6,30,3,01
107,02,01,19,22,2,03中山區,中山區林森北路395號,0,1,1,C03,2,32,2,6,50,14,09
107,02,01,19,22,2,03中山區,中山區林森北路395號,0,1,2,B03,2,58,3,6,50,14,09
107,02,02,22,14,2,03中山區,中山區林森北路83號,0,1,1,B01,1,51,3,6,50,14,09
107,02,02,22,14,2,03中山區,中山區林森北路83號,0,1,2,C03,2,44,2,6,50,14,09
107,02,02,22,14,2,03中山區,中山區林森北路83號,0,1,3,H02,2,45,3,6,50,14,09
107,02,03,00,27,2,03中山區,中山區中山北路3段與民族西路口往北第2支燈桿,0,1,1,B01,1,44,3,6,50,14,09
107,02,03,00,27,2,03中山區,中山區中山北路3段與民族西路口往北第2支燈桿,0,1,2,C03,1,23,2,6,50,14,09
