發生年,發生月,發生日,發生時,發生分,處理別,區序,肇事地點,死亡人數,受傷人數,當事人序,車種,性別,年齡,受傷程度,4天候,7速限,8道路型態,9事故位置
107,01,04,11,50,2,09北投區,北投區大興街23巷與大興街9巷口,0,2,3,H02,1,2,2,8,40,14,09
107,04,26,13,43,2,09北投區,北投區承德路7段與石牌路1段口,0,1,1,B03,1,45,3,8,50,3,02
107,04,26,13,43,2,09北投區,北投區承德路7段與石牌路1段口,0,1,2,C03,1,73,2,8,50,3,02
107,05,01,17,53,2,09北投區,北投區裕民一路30號,0,1,1,B03,2,24,3,8,50,14,09
107,05,23,17,30,2,09北投區,北投區自強街與致遠一路2段口,0,2,1,C03,1,28,2,8,50,4,01
107,05,23,17,30,2,09北投區,北投區自強街與致遠一路2段口,0,2,2,C03,1,42,2,8,50,4,01
107,05,31,21,43,2,09北投區,北投區學園路2號後門,0,1,1,C03,1,19,2,8,0,14,09
107,05,31,21,43,2,09北投區,北投區學園路2號後門,0,1,2,B03,2,51,3,8,0,14,09
107,06,01,02,57,2,09北投區,北投區承德路7段76號(0.86mg/L),0,1,1,C03,2,27,2,7,60,14,09
107,06,01,02,57,2,09北投區,北投區承德路7段76號(0.86mg/L),0,1,2,B03,1,36,3,7,60,14,09
107,06,01,19,05,2,09北投區,北投區知行路75-10號,0,1,1,A11,1,53,3,7,50,14,09
107,06,01,19,05,2,09北投區,北投區知行路75-10號,0,1,2,C03,1,75,2,7,50,14,09
107,06,05,09,10,2,09北投區,北投區大度路3段168號,0,1,1,B03,1,58,3,8,50,14,09
107,06,05,09,10,2,09北投區,北投區大度路3段168號,0,1,2,C02,1,43,2,8,50,14,09
107,05,01,20,14,2,09北投區,北投區大度路1段21號,0,1,1,C03,1,21,3,8,50,14,12
107,05,01,20,14,2,09北投區,北投區大度路1段21號,0,1,2,C03,1,23,2,8,50,14,12
107,05,03,06,26,2,09北投區,北投區承德路6段438號,0,2,1,C03,2,55,2,8,50,14,08
107,05,03,06,26,2,09北投區,北投區承德路6段438號,0,2,2,F01,1,52,2,8,50,14,08
107,05,03,23,10,2,09北投區,北投區中央北路2段與中央北路2段42巷口,0,1,1,B02,1,35,3,8,50,4,01
107,05,03,23,10,2,09北投區,北投區中央北路2段與中央北路2段42巷口,0,1,2,H01,2,21,2,8,50,4,01
107,05,07,10,15,2,09北投區,北投區大度路3段168號,0,1,1,B03,1,68,3,8,50,14,09
107,05,07,10,15,2,09北投區,北投區大度路3段168號,0,1,2,C03,1,27,2,8,50,14,09
107,05,09,18,19,2,09北投區,北投區西安街1段與石牌路1段口,0,1,1,C04,1,91,2,8,50,4,02
107,05,09,18,19,2,09北投區,北投區西安街1段與石牌路1段口,0,1,2,B03,1,35,3,8,50,4,02
107,05,22,23,54,2,09北投區,北投區竹子湖路077燈桿,0,1,1,B03,1,36,2,8,40,14,09
107,05,22,23,54,2,09北投區,北投區竹子湖路077燈桿,0,1,2,B03,1,36,3,8,40,14,09
107,05,26,12,33,2,09北投區,北投區裕民二路20號前,0,2,1,C03,1,28,2,8,50,14,09
107,05,26,12,33,2,09北投區,北投區裕民二路20號前,0,2,2,C03,2,30,2,8,50,14,09
107,05,27,08,04,2,09北投區,北投區天母西路與天母西路130巷口,0,1,1,B02,1,47,3,8,50,4,01
107,05,27,08,04,2,09北投區,北投區天母西路與天母西路130巷口,0,1,2,H01,1,95,2,8,50,4,01
107,05,27,12,26,2,09北投區,北投區中央北路4段與一德街口,0,1,1,C03,1,20,2,8,50,3,02
107,05,27,12,26,2,09北投區,北投區中央北路4段與一德街口,0,1,2,B03,1,53,3,8,50,3,02
107,06,09,17,10,2,09北投區,北投區紗帽路20號,0,2,1,C03,1,40,2,8,40,11,09
107,06,09,17,10,2,09北投區,北投區紗帽路20號,0,2,2,B03,1,48,3,8,40,11,09
107,06,09,17,10,2,09北投區,北投區紗帽路20號,0,2,3,H02,2,28,2,8,40,11,09
107,06,12,14,30,2,09北投區,北投區泉源路80-6號,0,2,1,C03,2,42,2,8,40,14,09
107,06,12,14,30,2,09北投區,北投區泉源路80-6號,0,2,2,C03,1,24,2,8,40,14,09
107,06,12,17,10,2,09北投區,北投區中山路6號與中山路口,0,2,1,C03,2,18,2,8,50,3,02
107,06,12,17,10,2,09北投區,北投區中山路6號與中山路口,0,2,2,C03,2,45,2,8,50,3,02
107,06,22,21,00,2,09北投區,北投區湖山路1段11號與陽金公路口,0,1,1,B03,2,64,3,8,40,3,01
107,05,15,09,20,2,09北投區,北投區明德路與明德路18巷口,0,1,2,C04,2,41,2,8,50,3,01
107,05,15,17,15,2,09北投區,北投區光明路與公館路口,0,2,1,C03,1,73,3,8,50,3,01
107,05,15,17,15,2,09北投區,北投區光明路與公館路口,0,2,2,C03,2,54,2,8,50,3,01
107,05,15,17,15,2,09北投區,北投區光明路與公館路口,0,2,3,H03,1,48,2,8,50,3,01
107,05,17,12,40,2,09北投區,北投區實踐街與實踐街6巷3弄口,0,1,1,C03,2,33,2,8,40,4,01
107,05,17,12,40,2,09北投區,北投區實踐街與實踐街6巷3弄口,0,1,2,B03,1,63,3,8,40,4,01
107,05,22,15,08,2,09北投區,北投區文化三路47號與文化三路口,0,1,1,B03,1,35,3,8,40,3,01
107,05,22,15,08,2,09北投區,北投區文化三路47號與文化三路口,0,1,2,C03,2,44,2,8,40,3,01
107,05,30,21,40,2,09北投區,北投區建民路與建民路151巷口,0,2,1,C03,2,62,2,8,50,4,01
107,05,30,21,40,2,09北投區,北投區建民路與建民路151巷口,0,2,2,C03,2,56,3,8,50,4,01
107,05,30,21,40,2,09北投區,北投區建民路與建民路151巷口,0,2,3,H02,2,34,2,8,50,4,01
107,05,31,12,40,2,09北投區,北投區竹子湖路海芋步道旁,0,1,1,B03,4,0,4,8,40,15,09
107,06,22,21,00,2,09北投區,北投區湖山路1段11號與陽金公路口,0,1,2,C03,1,18,2,8,40,3,01
107,08,08,12,40,2,09北投區,北投區立農街2段與立農街2段202巷口,0,1,1,B03,1,47,3,8,50,14,09
107,08,08,12,40,2,09北投區,北投區立農街2段與立農街2段202巷口,0,1,2,C03,2,46,2,8,50,14,09
107,08,16,22,20,2,09北投區,北投區洲美街271號,0,1,1,B12,1,56,3,8,50,14,09
107,08,16,22,20,2,09北投區,北投區洲美街271號,0,1,2,C02,1,42,2,8,50,14,09
107,08,21,06,50,2,09北投區,北投區公館路423巷8弄,0,1,1,B03,1,51,3,8,50,14,09
107,08,21,06,50,2,09北投區,北投區公館路423巷8弄,0,1,2,C03,1,63,2,8,50,14,09
107,08,23,12,40,2,09北投區,北投區大同街與大同街280巷口,0,1,1,B03,1,60,3,8,40,3,02
107,08,23,12,40,2,09北投區,北投區大同街與大同街280巷口,0,1,2,C03,2,58,2,8,40,3,02
107,04,12,15,00,2,09北投區,北投區學園路一德橋,0,1,1,C03,1,19,2,8,50,14,09
107,04,12,15,00,2,09北投區,北投區學園路一德橋,0,1,2,,3,0,,8,50,14,09
107,05,05,13,00,2,09北投區,北投區懷德街20號,0,1,1,B03,1,28,3,8,50,14,09
107,05,05,13,00,2,09北投區,北投區懷德街20號,0,1,2,C03,2,44,3,8,50,14,09
107,05,05,13,00,2,09北投區,北投區懷德街20號,0,1,3,H02,1,14,2,8,50,14,09
107,05,15,20,00,2,09北投區,北投區立賢路111號,0,1,1,C03,1,28,2,8,50,14,09
107,05,15,20,00,2,09北投區,北投區立賢路111號,0,1,2,,3,0,,8,50,14,09
107,05,19,08,30,2,09北投區,北投區承德路7段1號與文林北路口,0,1,1,C03,2,37,2,8,50,3,02
107,05,19,08,30,2,09北投區,北投區承德路7段1號與文林北路口,0,1,2,C03,2,21,3,8,50,3,02
107,05,19,08,30,2,09北投區,北投區承德路7段1號與文林北路口,0,1,3,C03,1,40,3,8,50,3,02
107,06,05,15,55,2,09北投區,北投區陽金公路18號燈桿前,0,2,1,C03,1,18,2,8,40,11,09
107,06,05,15,55,2,09北投區,北投區陽金公路18號燈桿前,0,2,2,B03,1,43,3,8,40,11,09
107,06,05,15,55,2,09北投區,北投區陽金公路18號燈桿前,0,2,3,H03,1,17,2,8,40,11,09
107,06,06,07,50,2,09北投區,北投區新興路107號,0,1,1,C03,1,23,2,8,40,14,09
107,06,06,07,50,2,09北投區,北投區新興路107號,0,1,2,B03,2,37,3,8,40,14,09
107,06,06,12,05,2,09北投區,北投區明德路與致遠一路1段口,0,1,1,B12,1,63,3,8,50,4,01
107,06,06,12,05,2,09北投區,北投區明德路與致遠一路1段口,0,1,2,H01,2,19,2,8,50,4,01
107,05,24,12,10,2,09北投區,北投區中央北路4段601巷與聖景路口,0,1,2,C03,2,19,2,8,50,14,09
107,05,24,12,10,2,09北投區,北投區中央北路4段601巷與聖景路口,0,1,1,B12,1,52,3,8,50,14,09
107,05,24,12,00,2,09北投區,北投區中央北路4段601巷與聖景路口,0,2,1,C03,1,21,2,8,40,14,09
107,05,24,12,00,2,09北投區,北投區中央北路4段601巷與聖景路口,0,2,2,H02,2,21,2,8,40,14,09
107,05,24,12,00,2,09北投區,北投區中央北路4段601巷與聖景路口,0,2,3,,3,0,,8,40,14,09
107,05,24,16,25,2,09北投區,北投區承德路6段與福國路口,0,3,1,C03,2,46,2,8,60,14,08
107,05,24,16,25,2,09北投區,北投區承德路6段與福國路口,0,3,2,C03,1,46,2,8,60,14,08
107,05,24,16,25,2,09北投區,北投區承德路6段與福國路口,0,3,3,H02,2,31,2,8,60,14,08
107,05,27,16,30,2,09北投區,北投區大度路1段與大業路口,0,2,1,B03,1,73,3,8,50,5,02
107,05,27,16,30,2,09北投區,北投區大度路1段與大業路口,0,2,2,C03,1,18,2,8,50,5,02
107,05,27,16,30,2,09北投區,北投區大度路1段與大業路口,0,2,3,H02,2,18,2,8,50,5,02
107,04,23,19,15,2,09北投區,北投區明德路150巷與磺溪便道口,0,1,1,C03,2,32,2,8,50,4,01
107,04,23,19,15,2,09北投區,北投區明德路150巷與磺溪便道口,0,1,2,B03,1,37,3,8,50,4,01
107,04,26,11,30,2,09北投區,北投區天母西路120巷與天母西路口,0,1,1,C03,2,22,2,8,50,3,01
107,04,26,11,30,2,09北投區,北投區天母西路120巷與天母西路口,0,1,2,C02,1,45,3,8,50,3,01
107,04,27,07,55,2,09北投區,北投區承德路7段與實踐街口,0,2,1,C03,1,68,2,8,50,14,08
107,04,27,07,55,2,09北投區,北投區承德路7段與實踐街口,0,2,2,C03,2,18,2,8,50,14,08
107,04,27,07,55,2,09北投區,北投區承德路7段與實踐街口,0,2,3,B03,2,48,3,8,50,14,08
107,04,27,07,55,2,09北投區,北投區承德路7段與實踐街口,0,2,4,B03,1,45,4,8,50,14,08
107,04,28,13,00,2,09北投區,北投區承德路6段與福國路口,0,4,1,C03,1,29,2,8,50,14,08
107,04,28,13,00,2,09北投區,北投區承德路6段與福國路口,0,4,2,C03,1,50,2,8,50,14,08
107,04,28,13,00,2,09北投區,北投區承德路6段與福國路口,0,4,3,C03,1,73,2,8,50,14,08
107,04,28,13,00,2,09北投區,北投區承德路6段與福國路口,0,4,4,H02,2,71,2,8,50,14,08
107,04,28,16,00,2,09北投區,北投區立農街1段與吉利街123巷口,0,1,1,C03,1,20,2,8,30,3,01
107,04,28,16,00,2,09北投區,北投區立農街1段與吉利街123巷口,0,1,2,,3,0,,8,30,3,01
107,04,29,13,24,2,09北投區,北投區湖山路1段12號與勝利街口,0,1,1,C03,1,21,2,8,50,3,01
107,04,29,13,24,2,09北投區,北投區湖山路1段12號與勝利街口,0,1,2,B03,1,65,3,8,50,3,01
107,05,02,17,20,2,09北投區,北投區大業路527巷Y03號燈桿對面,0,1,1,C03,1,19,2,8,50,11,09
107,05,02,17,20,2,09北投區,北投區大業路527巷Y03號燈桿對面,0,1,2,,3,0,,8,50,11,09
107,05,03,12,00,2,09北投區,北投區石牌路2段與東華街1段口,0,2,1,F01,2,60,2,8,50,15,18
107,05,03,12,00,2,09北投區,北投區石牌路2段與東華街1段口,0,2,2,H01,2,54,2,8,50,15,18
107,05,03,17,28,2,09北投區,北投區湖山路1段水02號燈桿前,0,1,1,C03,1,20,2,8,50,12,09
107,05,03,17,28,2,09北投區,北投區湖山路1段水02號燈桿前,0,1,2,,3,0,,8,50,12,09
107,05,15,07,40,2,09北投區,北投區北投路1段與大興街口,0,1,1,B03,1,65,3,8,50,4,01
107,05,15,07,40,2,09北投區,北投區北投路1段與大興街口,0,1,2,H01,2,38,2,8,50,4,01
107,05,15,09,20,2,09北投區,北投區明德路與明德路18巷口,0,1,1,B03,1,61,3,8,50,3,01
107,05,31,12,40,2,09北投區,北投區竹子湖路海芋步道旁,0,1,2,H01,2,43,2,8,40,15,09
107,06,05,13,10,2,09北投區,北投區大同街280巷1號,0,1,1,C03,2,63,3,8,40,11,09
107,06,05,13,10,2,09北投區,北投區大同街280巷1號,0,1,2,C04,2,28,2,8,40,11,09
107,06,09,12,45,2,09北投區,北投區中央北路1段6號,0,3,1,C03,1,67,2,8,50,14,09
107,06,09,12,45,2,09北投區,北投區中央北路1段6號,0,3,2,C03,1,20,2,8,50,14,09
107,06,09,12,45,2,09北投區,北投區中央北路1段6號,0,3,3,H02,2,90,2,8,50,14,09
107,04,27,21,06,2,09北投區,北投區中央南路1段與北投路1段口口,0,1,1,B12,1,31,3,7,50,15,18
107,04,27,21,06,2,09北投區,北投區中央南路1段與北投路1段口口,0,1,2,H01,2,47,2,7,50,15,18
107,04,30,18,30,2,09北投區,北投區承德路7段400號旁,0,1,1,C03,1,62,2,7,50,14,11
107,04,30,18,30,2,09北投區,北投區承德路7段400號旁,0,1,2,,3,0,,7,50,14,11
107,04,30,21,10,2,09北投區,北投區珠海路光明幹23電桿前,0,1,1,C03,2,56,2,7,50,14,09
107,04,30,21,10,2,09北投區,北投區珠海路光明幹23電桿前,0,1,2,,3,0,,7,50,14,09
107,05,03,08,50,2,09北投區,北投區大業路368號對面,0,1,1,B03,1,47,3,8,60,14,07
107,05,03,08,50,2,09北投區,北投區大業路368號對面,0,1,2,C03,1,24,2,8,60,14,07
107,05,05,12,50,2,09北投區,北投區竹子湖路57-2號旁金鑫花卉前,0,1,1,B03,2,60,3,8,40,14,09
107,05,05,12,50,2,09北投區,北投區竹子湖路57-2號旁金鑫花卉前,0,1,2,H01,2,43,2,8,40,14,09
107,05,05,16,09,2,09北投區,北投區承德路7段3號前,0,1,1,B03,1,25,3,8,60,14,09
107,05,05,16,09,2,09北投區,北投區承德路7段3號前,0,1,2,C03,2,20,2,8,60,14,09
107,05,06,12,09,2,09北投區,北投區行義路第068號燈桿前,0,2,1,C02,1,39,2,8,40,15,09
107,05,06,12,09,2,09北投區,北投區行義路第068號燈桿前,0,2,2,,3,0,,8,40,15,09
107,05,06,12,09,2,09北投區,北投區行義路第068號燈桿前,0,2,3,H02,1,29,2,8,40,15,09
107,05,13,08,31,2,09北投區,北投區大度路3段與關渡路口口,0,4,1,C03,1,53,2,8,30,3,01
107,05,13,08,31,2,09北投區,北投區大度路3段與關渡路口口,0,4,2,C03,1,24,2,8,30,3,01
107,05,13,08,31,2,09北投區,北投區大度路3段與關渡路口口,0,4,3,H02,2,10,2,8,30,3,01
107,05,13,08,31,2,09北投區,北投區大度路3段與關渡路口口,0,4,4,H02,2,22,2,8,30,3,01
107,05,17,00,10,2,09北投區,北投區中央北路1段226號旁,0,1,1,H03,2,54,3,7,0,14,09
107,05,17,00,10,2,09北投區,北投區中央北路1段226號旁,0,1,2,C03,1,24,2,7,0,14,09
107,05,17,00,10,2,09北投區,北投區中央北路1段226號旁,0,1,3,,3,0,,7,0,14,09
107,05,14,07,58,2,09北投區,北投區懷德街98巷與榮華三路41巷口口,0,1,1,C03,1,39,2,8,40,4,01
107,05,14,07,58,2,09北投區,北投區懷德街98巷與榮華三路41巷口口,0,1,2,B01,1,47,3,8,40,4,01
107,05,14,08,59,2,09北投區,北投區致遠一路1段63號前,0,2,1,C03,1,70,2,8,50,14,09
107,05,14,08,59,2,09北投區,北投區致遠一路1段63號前,0,2,2,C03,2,22,2,8,50,14,09
107,05,14,10,39,2,09北投區,北投區承德路6段483號前,0,1,1,C03,1,22,2,8,60,14,12
107,05,14,10,39,2,09北投區,北投區承德路6段483號前,0,1,2,C03,1,40,3,8,60,14,12
107,05,14,10,39,2,09北投區,北投區承德路6段483號前,0,1,3,B03,1,51,3,8,60,14,12
107,05,14,16,14,2,09北投區,北投區中央北路4段與學園路口口,0,2,1,C03,2,18,2,8,50,3,01
107,05,14,16,14,2,09北投區,北投區中央北路4段與學園路口口,0,2,2,C03,2,58,2,8,50,3,01
107,05,17,01,40,2,09北投區,北投區中央北路4段與中央北路4段577巷口口前,0,1,1,B03,1,20,3,7,50,3,01
107,05,17,01,40,2,09北投區,北投區中央北路4段與中央北路4段577巷口口前,0,1,2,C03,2,23,2,7,50,3,01
107,05,17,19,20,2,09北投區,士林區重陽橋往北市方向新北市第270655號燈桿前,0,1,1,C02,1,20,2,7,50,8,07
107,05,17,19,20,2,09北投區,士林區重陽橋往北市方向新北市第270655號燈桿前,0,1,2,E03,2,33,3,7,50,8,07
107,05,17,21,30,2,09北投區,北投區承德路6段與福國路口口,0,1,1,B03,1,31,3,7,60,4,01
107,05,17,21,30,2,09北投區,北投區承德路6段與福國路口口,0,1,2,C02,1,23,2,7,60,4,01
107,05,18,05,06,2,09北投區,北投區洲美街往焚化爐方向SP-4320電桿前,0,1,1,C03,1,18,2,8,40,11,09
107,05,18,05,06,2,09北投區,北投區洲美街往焚化爐方向SP-4320電桿前,0,1,2,,3,0,,8,40,11,09
107,05,18,19,02,2,09北投區,北投區承德路7段384號前,0,1,1,C03,2,33,2,7,60,14,09
107,05,18,19,02,2,09北投區,北投區承德路7段384號前,0,1,2,B12,1,38,3,7,60,14,09
107,05,18,19,32,2,09北投區,北投區稻香路第036號燈桿前,0,1,1,C03,1,18,2,7,40,11,09
107,05,18,19,32,2,09北投區,北投區稻香路第036號燈桿前,0,1,2,,3,0,,7,40,11,09
107,05,18,21,52,2,09北投區,北投區石牌路2段與振興街口,0,1,1,B03,1,44,3,7,50,4,01
107,05,18,21,52,2,09北投區,北投區石牌路2段與振興街口,0,1,2,C03,1,16,2,7,50,4,01
107,05,24,11,02,2,09北投區,北投區實踐街與實踐街82巷口口,0,2,1,C02,2,20,2,8,40,4,01
107,05,24,11,02,2,09北投區,北投區實踐街與實踐街82巷口口,0,2,2,C03,1,23,2,8,40,4,01
107,06,05,00,27,2,09北投區,北投區承德路6段往北投方向第B63EA51電桿前,0,1,1,C03,1,21,2,7,40,14,08
107,06,05,00,27,2,09北投區,北投區承德路6段往北投方向第B63EA51電桿前,0,1,2,,3,0,,7,40,14,08
107,06,05,18,00,2,09北投區,北投區光明路200-6號前,0,2,1,B01,1,32,3,7,50,14,09
107,06,05,18,00,2,09北投區,北投區光明路200-6號前,0,2,2,C03,1,59,2,7,50,14,09
107,06,05,18,00,2,09北投區,北投區光明路200-6號前,0,2,3,H02,2,56,2,7,50,14,09
107,06,07,20,17,2,09北投區,北投區學園路1號與學園路口前,0,2,1,B03,1,63,3,7,30,3,01
107,06,07,20,17,2,09北投區,北投區學園路1號與學園路口前,0,2,2,C03,2,44,2,7,30,3,01
107,06,07,20,17,2,09北投區,北投區學園路1號與學園路口前,0,2,3,H02,1,10,2,7,30,3,01
107,06,07,21,26,2,09北投區,北投區大業路與北投路2段口口,0,1,1,B03,2,36,3,7,50,4,02
107,06,07,21,26,2,09北投區,北投區大業路與北投路2段口口,0,1,2,C03,2,29,2,7,50,4,02
107,09,15,09,40,2,09北投區,社子大橋12,0,1,1,C03,1,32,2,6,50,8,13
107,09,15,09,40,2,09北投區,社子大橋12,0,1,2,,3,0,,6,50,8,13
107,09,02,16,10,2,09北投區,北投區新市街22-1號與中央南路1段25巷口,0,1,1,B12,1,37,3,8,40,4,01
107,09,02,16,10,2,09北投區,北投區新市街22-1號與中央南路1段25巷口,0,1,2,H01,2,46,2,8,40,4,01
107,09,18,11,50,2,09北投區,北投區立農街2段202巷與東華街1段口,0,1,1,B03,1,63,3,8,50,4,01
107,09,18,11,50,2,09北投區,北投區立農街2段202巷與東華街1段口,0,1,2,F01,2,62,2,8,50,4,01
107,09,19,06,55,2,09北投區,北投區大度路3段151號,0,2,1,C03,2,23,2,8,50,14,11
107,09,19,06,55,2,09北投區,北投區大度路3段151號,0,2,2,F01,1,38,2,8,50,14,11
107,09,19,09,10,2,09北投區,北投區東華街2段88號,0,1,1,C03,2,38,2,8,50,14,09
107,09,15,22,03,2,09北投區,北投區承德路7段與公館路口,0,2,2,,3,0,,6,60,4,01
107,09,15,22,03,2,09北投區,北投區承德路7段與公館路口,0,2,3,H02,1,60,2,6,60,4,01
107,11,27,15,00,2,09北投區,北投區學園路2號城市大學側門,0,1,1,C03,1,19,2,8,30,15,22
107,11,27,15,00,2,09北投區,北投區學園路2號城市大學側門,0,1,2,,3,0,,8,30,15,22
107,10,30,10,00,2,09北投區,北投區富貴一路3巷17號與榮華三路14巷口,0,2,1,C03,1,60,2,8,50,4,01
107,10,30,10,00,2,09北投區,北投區富貴一路3巷17號與榮華三路14巷口,0,2,2,C03,1,27,2,8,50,4,01
107,09,15,23,19,2,09北投區,北投區文林北路284巷與文林北路口,0,1,1,C03,1,19,2,6,50,3,01
107,09,15,23,19,2,09北投區,北投區文林北路284巷與文林北路口,0,1,2,B03,1,61,3,6,50,3,01
107,09,19,09,10,2,09北投區,北投區東華街2段88號,0,1,2,C03,1,29,3,8,50,14,09
107,10,02,02,15,2,09北投區,北投區大度路2段149號燈桿,0,1,1,C03,1,24,2,8,50,14,11
107,10,02,02,15,2,09北投區,北投區大度路2段149號燈桿,0,1,2,,3,0,,8,50,14,11
107,10,02,19,20,2,09北投區,北投區裕民一路29號與裕民二路口,0,1,1,C03,2,24,3,8,1,3,02
107,10,02,19,20,2,09北投區,北投區裕民一路29號與裕民二路口,0,1,2,H01,2,48,2,8,1,3,02
107,10,03,02,40,2,09北投區,北投區承德路7段1巷與承德路6段口,0,3,1,C03,1,19,2,8,50,3,02
107,10,03,02,40,2,09北投區,北投區承德路7段1巷與承德路6段口,0,3,2,C03,1,18,2,8,50,3,02
107,10,03,02,40,2,09北投區,北投區承德路7段1巷與承德路6段口,0,3,3,H02,2,18,2,8,50,3,02
107,10,03,18,55,2,09北投區,北投區北投路1段與大業路280巷口,0,1,1,C03,1,24,2,8,50,3,02
107,10,03,18,55,2,09北投區,北投區北投路1段與大業路280巷口,0,1,2,B03,2,22,3,8,50,3,02
107,10,04,22,15,2,09北投區,北投區公館路423巷與公館路口,0,1,1,B03,1,27,3,6,50,3,01
107,10,04,22,15,2,09北投區,北投區公館路423巷與公館路口,0,1,2,C03,1,32,2,6,50,3,01
107,10,08,07,25,2,09北投區,北投區大業路527巷23弄10號與大業路口,0,1,1,B12,1,54,3,6,50,3,01
107,10,08,07,25,2,09北投區,北投區大業路527巷23弄10號與大業路口,0,1,2,C03,1,20,2,6,50,3,01
107,10,08,11,40,2,09北投區,北投區公館路1號與光明路口,0,1,1,B01,1,58,2,7,0,14,09
107,10,08,11,40,2,09北投區,北投區公館路1號與光明路口,0,1,2,,3,0,,7,0,14,09
107,10,10,10,38,2,09北投區,北投區中央北路3段與中央北路3段53巷口,0,1,1,B03,1,57,3,8,50,4,01
107,10,10,10,38,2,09北投區,北投區中央北路3段與中央北路3段53巷口,0,1,2,C03,2,33,2,8,50,4,01
107,10,20,11,00,2,09北投區,北投區致遠一路2段與致遠二路口,0,1,1,B03,2,22,3,8,50,4,02
107,10,20,11,00,2,09北投區,北投區致遠一路2段與致遠二路口,0,1,2,C03,2,71,2,8,50,4,02
107,10,26,08,00,2,09北投區,北投區承德路7段438號與承德路7段口,0,2,1,C03,1,31,2,8,50,14,08
107,10,26,08,00,2,09北投區,北投區承德路7段438號與承德路7段口,0,2,2,C03,1,31,2,8,50,14,08
107,10,27,11,00,2,09北投區,北投區承德路7段與立賢路口,0,1,1,B03,2,29,3,8,50,4,01
107,10,27,11,00,2,09北投區,北投區承德路7段與立賢路口,0,1,2,C03,2,49,2,8,50,4,01
107,10,29,07,40,2,09北投區,北投區西安街1段與明德路口,0,2,1,C03,1,57,2,8,50,4,01
107,10,29,07,40,2,09北投區,北投區西安街1段與明德路口,0,2,2,C03,1,35,2,8,50,4,01
107,11,02,18,00,2,09北投區,北投區立賢路111號與社子大橋口,0,1,1,B03,1,40,3,6,50,3,02
107,11,02,18,00,2,09北投區,北投區立賢路111號與社子大橋口,0,1,2,C03,2,55,2,6,50,3,02
107,11,09,18,40,2,09北投區,北投區東華街2段與明德路口,0,3,1,H01,1,16,2,8,0,4,01
107,11,09,18,40,2,09北投區,北投區東華街2段與明德路口,0,3,2,C03,2,64,2,8,0,4,01
107,11,09,18,40,2,09北投區,北投區東華街2段與明德路口,0,3,3,C03,1,32,2,8,0,4,01
107,11,14,07,15,2,09北投區,北投區北投路1段與西安街1段口,0,1,1,A02,1,56,3,8,50,4,01
107,11,14,07,15,2,09北投區,北投區北投路1段與西安街1段口,0,1,2,F03,2,67,2,8,50,4,01
107,11,14,10,15,2,09北投區,北投區中華街與復興二路口,0,1,1,B03,1,32,3,8,40,4,01
107,11,14,10,15,2,09北投區,北投區中華街與復興二路口,0,1,2,C03,1,80,2,8,40,4,01
107,11,15,08,10,2,09北投區,北投區復興三路521巷16弄與復興三路口,0,1,1,C03,1,21,2,8,30,3,02
107,11,15,08,10,2,09北投區,北投區復興三路521巷16弄與復興三路口,0,1,2,B03,1,39,3,8,30,3,02
107,11,15,09,20,2,09北投區,北投區承德路6段與文林北路口,0,1,1,C03,2,20,2,8,50,14,08
107,11,15,09,20,2,09北投區,北投區承德路6段與文林北路口,0,1,2,C03,1,43,3,8,50,14,08
107,11,16,15,40,2,09北投區,北投區公館路與三合街1段口,0,1,1,B12,1,25,4,8,30,4,01
107,11,16,15,40,2,09北投區,北投區公館路與三合街1段口,0,1,2,H01,1,59,2,8,30,4,01
107,08,26,18,53,2,09北投區,北投區承德路7段與立賢路口,0,1,1,C03,1,20,2,7,60,4,01
107,08,26,18,53,2,09北投區,北投區承德路7段與立賢路口,0,1,2,B01,1,63,3,7,60,4,01
107,08,27,19,30,2,09北投區,北投區天母西路與磺溪便道口,0,1,1,,4,0,4,6,0,4,02
107,08,27,19,30,2,09北投區,北投區天母西路與磺溪便道口,0,1,2,F01,1,13,2,6,0,4,02
107,08,31,08,00,2,09北投區,北投區西安街1段與致遠一路1段46巷口,0,1,1,B03,1,78,3,8,50,4,01
107,08,31,08,00,2,09北投區,北投區西安街1段與致遠一路1段46巷口,0,1,2,H01,1,37,2,8,50,4,01
107,09,03,10,35,2,09北投區,北投區承德路7段262號,0,2,1,C03,1,22,2,8,60,14,09
107,09,03,10,35,2,09北投區,北投區承德路7段262號,0,2,2,B03,1,55,3,8,60,14,09
107,09,03,10,35,2,09北投區,北投區承德路7段262號,0,2,3,H02,2,21,2,8,60,14,09
107,09,03,12,20,2,09北投區,北投區大度路3段270巷63號,0,2,1,C03,1,18,2,8,40,13,09
107,09,03,12,20,2,09北投區,北投區大度路3段270巷63號,0,2,2,B01,1,56,3,8,40,13,09
107,09,03,12,20,2,09北投區,北投區大度路3段270巷63號,0,2,3,H02,2,18,2,8,40,13,09
107,09,06,14,45,2,09北投區,北投區榮華三路41巷與榮華三路口,0,2,1,B03,2,61,2,8,50,4,01
107,09,06,14,45,2,09北投區,北投區榮華三路41巷與榮華三路口,0,2,2,B03,1,23,3,8,50,4,01
107,09,06,14,45,2,09北投區,北投區榮華三路41巷與榮華三路口,0,2,3,B03,3,0,,8,50,4,01
107,09,06,14,45,2,09北投區,北投區榮華三路41巷與榮華三路口,0,2,4,H02,1,23,2,8,50,4,01
