日期,測站,測項,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,avg
2017/02/01,沙鹿,PM10,22,21,20,19,20,23,26,32,37,37,0#,35,35,33,38,41,30,27,27,26,29,31,26,20,28.5
2017/02/02,沙鹿,PM10,16,11,10,12,10,9,13,14,10,14,21,24,42,65,75,74,65,53,45,41,38,33,31,29,31.5
2017/02/03,沙鹿,PM10,30,31,29,28,27,27,25,23,24,26,34,45,47,45,48,46,42,43,43,45,50,48,47,45,37.4
2017/02/04,沙鹿,PM10,43,45,47,47,48,51,50,50,63,72,71,72,68,62,61,58,62,68,63,59,61,65,68,66,59.2
2017/02/05,沙鹿,PM10,81,92,80,69,64,60,67,69,61,53,50,56,53,42,38,44,53,60,59,64,60,42,28,22,57.0
2017/02/06,沙鹿,PM10,26,29,27,30,42,48,51,52,55,64,88,111,108,104,111,115,104,93,76,60,61,56,51,54,67.3
2017/02/07,沙鹿,PM10,57,55,52,50,48,52,55,56,61,63,61,66,64,53,54,59,62,68,73,71,70,63,56,47,59.0
2017/02/08,沙鹿,PM10,38,34,35,40,41,42,46,48,46,39,56,65,48,45,54,66,66,59,54,55,59,55,48,39,49.1
2017/02/09,沙鹿,PM10,21,6,4,7,11,13,9,8,14,21,28,35,40,42,52,54x,64x,1000*,1000*,0*,1000*,1000*,1000*,1000*,20.7
2017/02/10,沙鹿,PM10,,,,,,,,,1000*,1000*,0#,0#,86,84,76,76,76,69,65,64,66,67,66,58,71.1
2017/02/11,沙鹿,PM10,53,47,38,34,37,38,37,40,42,45,53,58,51,48,53,56,51,47,46,46,48,45,41,36,45.4
2017/02/12,沙鹿,PM10,35,30,30,31,32,32,30,35,36,33,40,45,48,54,54,53,50,53,47,37,35,37,32,24,38.9
2017/02/13,沙鹿,PM10,21,20,14,11,14,16,21,21,17,23,29,36,42,44,50,54,56,57,55,53,51,46,57,79,37.0
2017/02/14,沙鹿,PM10,70,44,32,48,46,29,32,33,40,44,44,51,57,59,61,56,52,52,54,60,57,49,48,48,48.6
2017/02/15,沙鹿,PM10,49,53,51,53,63,70,71,84,94,83,66,53,54,57,57,55,56,58,54,57,63,66,70,66,62.6
2017/02/16,沙鹿,PM10,64,70,89,104,101,100,103,99,84,73,68,67,65,57,53,57,50,51,67,57,39,34,33,34,67.5
2017/02/17,沙鹿,PM10,28,31,36,32,31,31,26,23,24,34,0#,23,26,31,34,35,32,36,42,46,60,54,41,47,34.9
2017/02/18,沙鹿,PM10,57,59,66,89,122,142,134,124,119,118,122,120,114,117,116,103,91,82,72,69,74,73,70,65,96.6
2017/02/19,沙鹿,PM10,59,49,44,46,43,39,45,57,63,64,71,90,92,83,82,82,81,91,107,111,113,120,124,128,78.5
2017/02/20,沙鹿,PM10,130,128,113,82,67,66,53,44,52,56,60,61,66,66,61,66,73,75,84,95,97,78,55,59,74.5
2017/02/21,沙鹿,PM10,78,79,54,46,48,47,49,44,36,32,40,58,64,70,75,71,69,63,58,58,60,62,65,65,58.0
2017/02/22,沙鹿,PM10,56,52,52,54,59,53,40,35,33,35,38,37,34,28,21,13,9,15,31,42,40,39,39,41,37.3
2017/02/23,沙鹿,PM10,47,42,39,40,40,46,45,33,30,37,41,0#,0#,45,47,42,33,28,25,28,31,27,20,14,35.5
2017/02/24,沙鹿,PM10,11,15,19,21,17,19,25,26,23,20,18,16,13,13,14,11,11,13,17,19,20,20,20,21,17.6
2017/02/25,沙鹿,PM10,18,20,20,17,11,5,7,10,8,11,12,8,10,13,12,10,7,7,12,17,20,20,18,22,13.1
2017/02/26,沙鹿,PM10,21,9,2,6,7,9,12,8,10,15,11,13,14,15,25,32,32,31,28,32,37,33,27,31,19.2
2017/02/27,沙鹿,PM10,33,27,28,30,33,38,42,47,49,49,50,52,54,60,65,60,54,50,42,36,32,31,36,35,43.0
2017/02/28,沙鹿,PM10,39,40,40,47,48,43,45,59,71,72,69,65,50,37,37,35,36,39,39,37,39,44,43,41,46.5
2017/03/01,沙鹿,PM10,39,36,32,25,25,19,22,31,33,35,38,34,30,32,0#,39,43,48,51,52,58,53,44,42,37.4
2017/03/02,沙鹿,PM10,43,48,49,51,60,64,66,66,69,83,91,93,107,125,132,123,97,86,81,71,67,60,52,45,76.2
2017/03/03,沙鹿,PM10,45,51,50,52,52,50,49,51,56,56,53,52,47,47,50,46,47,53,56,63,62,63,64,60,53.1
2017/03/04,沙鹿,PM10,58,62,53,47,54,56,57,50,47,52,49,51,55,56,59,64,64,65,76,86,92,97,96,107,64.7
2017/03/05,沙鹿,PM10,111,97,113,118,99,80,79,87,82,84,84,93,105,95,68,50,61,74,84,97,111,111,97,72,89.7
2017/03/06,沙鹿,PM10,55,48,41,39,29,15,12,9,8,9,20,33,32,29,31,31,30,32,37,43,48,63,84,96,36.4
2017/03/07,沙鹿,PM10,98,95,91,83,74,53,39,35,34,37,42,44,35,29,26,27,31,26,24,27,30,35,31,28,44.8
2017/03/08,沙鹿,PM10,35,40,39,36,30,35,35,36,44,39,40,46,49,46,39,32,29,32,29,27,26,23,26,27,35.0
2017/03/09,沙鹿,PM10,30,30,26,31,37,35,32,33,36,37,0#,26,22,24,36,47,53,57,58,58,63,71,78,84,43.7
2017/03/10,沙鹿,PM10,89,90,93,98,107,107,94,81,77,83,96,115,115,128,116,64,44,45,42,27,14,11,15,24,74.0
2017/03/11,沙鹿,PM10,28,32,35,37,35,32,28,24,24,27,32,33,32,36,38,39,35,31,35,36,37,42,49,52,34.5
2017/03/12,沙鹿,PM10,53,54,52,50,47,46,53,58,62,65,63,67,83,91,88,95,106,113,114,119,124,123,115,106,81.1
2017/03/13,沙鹿,PM10,112,131,135,119,94,68,53,51,52,40,40,44,46,56,64,75,76,62,54,52,57,56,44,39,67.5
2017/03/14,沙鹿,PM10,26,8,4,8,6,8,13,10,11,9,10,18,29,31,28,35,45,52,56,52,40,32,33,35,25.0
2017/03/15,沙鹿,PM10,33,34,35,33,29,29,34,35,33,33,37,39,32,31,40,0#,,,,,42,40,37,32,34.6
2017/03/16,沙鹿,PM10,30,32,30,35,37,29,16,10,12,18,25,24,17,20,31,33,22,12,15,21,23,28,32,29,24.2
2017/03/17,沙鹿,PM10,26,27,30,26,23,25,30,35,39,35,29,28,35,43,47,47,50,56,58,57,53,52,61,69,40.9
2017/03/18,沙鹿,PM10,72,73,68,66,68,64,60,58,58,57,57,53,38,49,71,72,70,70,74,79,87,95,95,101,69.0
2017/03/19,沙鹿,PM10,100,97,89,82,79,74,77,74,52,32,30,32,31,34,45,48,45,43,51,59,55,58,64,65,59.0
2017/03/20,沙鹿,PM10,64,68,69,73,66,39,28,32,34,35,41,50,57,63,73,81,76,63,50,43,40,37,35,33,52.1
2017/03/21,沙鹿,PM10,42,50,50,49,51,53,59,66,74,78,67,65,77,86,85,79,75,62,45,31,25,26,23,23,55.9
2017/03/22,沙鹿,PM10,24,22,30,34,32,36,39,39,36,38,70,87,64,64,82,90,90,79,66,64,59,54,43,24,52.8
2017/03/23,沙鹿,PM10,19,23,22,21,23,24,24,20,16,15,16,0#,23,31,45,46,38,34,35,38,44,41,35,34,29.0
2017/03/24,沙鹿,PM10,32,32,29,23,20,20,21,23,27,34,41,47,49,48,45,43,41,42,49,44,43,48,82,86,40.4
2017/03/25,沙鹿,PM10,67,56,38,42,45,43,36,26,18,16,16,14,14,17,16,22,21,18,19,19,18,14,11,5,25.5
2017/03/26,沙鹿,PM10,4,12,15,10,10,11,11,20,41,70,90,86,75,70,67,71,74,73,77,78,73,71,70,64,51.8
2017/03/27,沙鹿,PM10,52,41,42,42,40,40,35,38,44,51,69,82,82,82,86,84,83,82,83,87,87,82,80,83,65.7
2017/03/28,沙鹿,PM10,101,153,174,150,149,129,86,72,108,113,88,92,94,87,86,100,101,98,102,112,112,100,105,111,109.3
2017/03/29,沙鹿,PM10,82,54,58,76,77,82,97,87,89,99,79,63,58,56,65,72,72,79,84,74,64,66,73,72,74.1
2017/03/30,沙鹿,PM10,71,77,76,75,79,92,102,103,105,96,0#,76,74,76,81,89,101,108,116,117,116,105,76,80,90.9
2017/03/31,沙鹿,PM10,88,68,73,84,71,77,100,93,77,72,71,64,69,78,74,42,15,23,24,12,4,7,11,8,54.4
2017/04/01,沙鹿,PM10,5,7,10,9,8,13,24,30,28,30,41,61,76,85,92,86,84,87,78,59,48,46,45,43,45.6
2017/04/02,沙鹿,PM10,42,43,42,38,33,32,32,36,48,57,64,65,65,73,83,89,86,84,79,70,77,80,77,84,61.6
2017/04/03,沙鹿,PM10,94,97,87,78,71,58,48,53,67,74,74,75,62,55,51,48,51,50,48,51,48,45,51,56,62.2
2017/04/04,沙鹿,PM10,62,63,64,62,63,63,62,61,60,57,0#,61,52,51,61,55,45,44,55,62,52,40,38,46,55.6
2017/04/05,沙鹿,PM10,43,39,45,45,41,42,46,47,45,44,45,45,42,45,50,47,43,47,54,57,53,50,53,58,46.9
2017/04/06,沙鹿,PM10,62,69,75,73,68,67,71,73,75,79,91,90,71,71,77,83,83,73,65,61,70,84,84,82,74.9
2017/04/07,沙鹿,PM10,88,90,98,103,105,100,93,90,72,52,43,48,61,63,62,55,40,34,36,43,47,47,50,46,65.3
2017/04/08,沙鹿,PM10,39,34,32,39,44,48,58,63,60,59,60,67,74,64,48,40,40,41,38,29,26,35,32,26,45.7
2017/04/09,沙鹿,PM10,32,31,32,40,45,49,46,45,45,46,49,53,53,47,50,52,44,40,38,38,41,39,37,35,42.8
2017/04/10,沙鹿,PM10,34,34,30,30,27,24,25,26,31,38,33,25,21,17,22,38,49,41,30,25,20,18,21,21,28.3
2017/04/11,沙鹿,PM10,21,20,19,18,16,18,25,27,28,32,36,34,26,23,27,35,46,55,53,50,51,47,40,33,32.5
2017/04/12,沙鹿,PM10,28,28,26,24,22,16,15,15,13,15,23,27,24,30,28,21,19,18,22,30,47,60,61,48,27.5
2017/04/13,沙鹿,PM10,54,74,74,70,70,77,71,56,51,52,51,47,49,49,45,47,42,35,40,46,42,41,41,43,52.8
2017/04/14,沙鹿,PM10,43,46,50,55,55,42,35,36,35,36,37,38,42,40,42,42,42,51,55,59,65,61,55,53,46.5
2017/04/15,沙鹿,PM10,52,51,50,53,53,52,61,69,85,90,89,91,83,74,69,52,35,31,31,45,52,51,53,65,59.9
2017/04/16,沙鹿,PM10,75,73,75,80,83,82,84,81,53,37,42,41,32,29,29,28,29,26,27,31,34,42,48,47,50.3
2017/04/17,沙鹿,PM10,47,48,44,43,47,47,49,54,51,40,33,27,29,36,30,23,23,26,32,35,30,25,23,24,36.1
2017/04/18,沙鹿,PM10,30,34,33,27,22,20,16,18,24,30,33,38,37,36,40,46,52,57,64,65,69,70,65,64,41.3
2017/04/19,沙鹿,PM10,68,72,74,76,76,79,78,72,71,68,68,76,76,0#,,0#,60,48,37,43,57,71,71,62,66.8
2017/04/20,沙鹿,PM10,54,43,40,47,57,60,53,44,49,50,40,38,37,37,39,33,31,32,29,28,24,22,24,23,38.9
2017/04/21,沙鹿,PM10,18,21,21,18,17,15,20,22,20,26,33,34,29,31,29,26,32,30,21,17,24,22,11,7,22.7
2017/04/22,沙鹿,PM10,13,16,12,13,13,14,22,24,22,28,28,20,15,19,23,24,22,17,24,34,32,29,31,29,21.8
2017/04/23,沙鹿,PM10,21,23,38,33,22,26,23,25,36,42,42,41,51,61,54,50,44,40,39,37,44,52,57,57,39.9
2017/04/24,沙鹿,PM10,54,56,61,64,74,74,71,73,65,62,75,95,90,76,81,78,76,76,76,76,75,71,56,38,70.5
2017/04/25,沙鹿,PM10,39,48,50,50,52,59,64,71,74,75,75,74,75,71,71,71,69,72,76,78,83,86,82,70,68.1
2017/04/26,沙鹿,PM10,56,50,42,42,77,97,93,102,106,92,101,108,94,75,48,33,32,41,48,40,27,18,18,16,60.7
2017/04/27,沙鹿,PM10,12,12,11,11,13,13,11,9,12,13,13,10,14,23,28,27,19,13,9,6,4,3,4,9,12.5
2017/04/28,沙鹿,PM10,20,22,23,28,28,28,31,35,42,47,44,40,41,41,38,40,41,52,58,44,60,56,31,32,38.4
2017/04/29,沙鹿,PM10,33,37,35,28,25,24,25,25,23,23,25,31,37,37,38,40,40,41,39,35,33,36,40,41,33.0
2017/04/30,沙鹿,PM10,40,44,50,52,56,64,60,55,60,73,64,48,46,44,40,31,27,28,36,42,45,54,53,52,48.5
2017/05/01,沙鹿,PM10,58,64,67,59,53,55,54,52,52,45,38,32,27,23,26,32,30,27,33,36,36,42,45,45,43.0
2017/05/02,沙鹿,PM10,46,45,42,43,41,38,42,49,48,42,38,55,63,50,44,35,35,40,47,56,61,63,54,44,46.7
2017/05/03,沙鹿,PM10,49,47,39,43,53,60,62,64,67,72,,51,52,47,51,53,47,47,39,40,50,49,48,54,51.5
2017/05/04,沙鹿,PM10,53,53,55,58,65,66,71,78,79,76,77,74,67,64,,52,59,52,38,37,41,41,38,40,58.0
2017/05/05,沙鹿,PM10,46,48,41,41,48,49,52,54,53,45,50,62,53,40,31,30,32,29,30,34,38,42,46,50,43.5
2017/05/06,沙鹿,PM10,49,45,48,54,55,50,49,54,52,58,61,54,51,53,52,52,56,52,49,51,53,49,46,44,51.5
2017/05/07,沙鹿,PM10,39,35,28,24,22,21,24,27,28,27,25,32,36,34,38,44,48,63,84,97,113,122,118,118,52.0
2017/05/08,沙鹿,PM10,116,115,108,102,103,99,99,110,113,109,,61,87,93,82,95,105,100,91,94,93,89,90,95,97.8
2017/05/09,沙鹿,PM10,102,88,63,48,42,32,21,24,34,37,33,27,21,14,21,35,40,43,42,40,39,38,42,40,40.3
2017/05/10,沙鹿,PM10,34,31,30,29,29,40,46,40,34,34,36,37,36,34,31,32,40,39,38,32,30,37,41,48,35.8
2017/05/11,沙鹿,PM10,47,42,45,52,52,50,48,50,55,59,56,52,52,53,53,51,42,32,29,33,34,29,31,30,44.9
2017/05/12,沙鹿,PM10,25,30,35,39,44,49,48,45,43,41,49,52,52,55,42,29,30,31,31,31,34,34,31,31,38.8
2017/05/13,沙鹿,PM10,30,32,33,29,28,29,29,35,38,32,25,23,30,37,38,35,41,38,26,21,16,17,23,25,29.6
2017/05/14,沙鹿,PM10,23,21,20,20,21,25,31,33,34,29,27,32,32,32,28,22,20,18,18,25,27,26,28,31,26.0
2017/05/15,沙鹿,PM10,35,40,46,43,35,30,36,44,43,45,50,45,36,32,32,35,34,29,27,22,18,22,22,17,34.1
2017/05/16,沙鹿,PM10,15,13,13,15,12,12,9,9,12,11,13,15,16,8,,1,6,6,3,4,5,11,17,14,10.4
2017/05/17,沙鹿,PM10,12,13,13,16,16,13,9,5,8,13,18,25,28,34,41,42,45,47,42,36,34,34,33,34,25.5
2017/05/18,沙鹿,PM10,35,32,38,42,37,32,30,36,48,48,41,42,40,35,38,44,44,49,53,55,52,51,53,52,42.8
2017/05/19,沙鹿,PM10,59,73,79,71,67,64,61,61,60,63,61,49,42,38,36,47,47,36,24,15,17,16,12,11,46.2
2017/05/20,沙鹿,PM10,4,1,6,9,8,8,9,10,10,13,19,19,18,17,15,17,22,24,24,27,27,33,42,43,17.7
2017/05/21,沙鹿,PM10,43,43,40,38,38,39,33,26,26,33,36,31,28,30,32,34,36,34,37,38,29,19,14,13,32.1
2017/05/22,沙鹿,PM10,15,14,14,17,18,18,27,42,41,37,53,67,63,53,42,40,40,39,39,32,37,49,53,52,37.6
2017/05/23,沙鹿,PM10,52,48,41,43,42,40,41,42,38,37,39,38,34,22,22,25,22,18,17,23,23,19,19,25,32.1
2017/05/24,沙鹿,PM10,34,34,27,23,24,30,30,30,32,31,25,21,17,16,15,14,13,16,18,19,21,18,18,16,22.6
2017/05/25,沙鹿,PM10,11,11,10,10,14,19,21,16,13,14,,,12,15,22,26,26,28,26,23,20,14,13,15,17.2
2017/05/26,沙鹿,PM10,11,10,14,17,20,21,20,16,13,12,15,19,26,32,28,28,33,32,24,23,27,26,25,26,21.6
2017/05/27,沙鹿,PM10,26,25,28,32,32,35,40,48,66,80,75,74,79,69,56,55,49,39,35,32,33,38,42,39,47.0
2017/05/28,沙鹿,PM10,36,38,40,42,42,39,38,36,39,42,39,36,31,30,33,33,31,29,24,25,25,20,21,23,33.0
2017/05/29,沙鹿,PM10,25,28,26,26,29,28,36,49,61,70,64,55,46,42,39,34,30,31,36,37,36,38,41,44,39.6
2017/05/30,沙鹿,PM10,42,44,47,33,16,18,22,26,36,32,35,37,26,19,10,13,27,31,27,31,30,21,14,8,26.9
2017/05/31,沙鹿,PM10,6,5,9,6,4,9,11,13,24,30,31,29,24,24,26,22,21,27,30,24,18,18,18,16,18.5
2017/06/01,沙鹿,PM10,18,19,17,14,17,19,19,20,21,20,15,16,20,,13,15,20,19,9,10,18,19,20,20,17.3
2017/06/02,沙鹿,PM10,18,18,21,21,21,24,23,18,15,18,22,25,29,28,27,29,31,23,20,21,24,19,6,3,21.0
2017/06/03,沙鹿,PM10,8,11,9,7,5,6,4,2,6,6,9,15,22,21,17,19,20,19,20,19,21,16,7,4,12.2
2017/06/04,沙鹿,PM10,4,8,11,13,12,10,8,7,7,9,12,14,11,8,12,12,16,23,14,3,4,7,5,6,9.8
2017/06/05,沙鹿,PM10,11,11,9,15,20,23,21,20,23,26,25,29,29,25,28,,42,36,38,41,35,35,43,48,27.5
2017/06/06,沙鹿,PM10,45,52,55,46,47,59,58,44,39,41,42,49,49,38,,32,29,27,25,19,18,17,15,14,37.4
2017/06/07,沙鹿,PM10,15,16,23,27,26,21,20,14,13,22,22,31,36,28,31,32,24,24,24,21,21,22,20,14,22.8
2017/06/08,沙鹿,PM10,11,13,15,18,21,26,26,19,19,22,23,29,28,20,21,24,21,22,21,23,30,33,34,37,23.2
2017/06/09,沙鹿,PM10,40,36,34,36,35,36,48,51,49,45,58,65,42,34,35,29,27,24,22,26,26,27,28,27,36.7
2017/06/10,沙鹿,PM10,26,27,34,35,28,26,32,27,17,16,16,25,33,32,30,24,22,21,20,22,21,21,23,21,25.0
2017/06/11,沙鹿,PM10,20,25,22,19,26,29,23,21,25,26,27,33,35,31,25,25,23,19,17,13,11,12,12,10,22.0
2017/06/12,沙鹿,PM10,9,8,9,13,14,14,20,25,24,20,16,18,22,19,16,20,19,11,10,17,25,24,21,22,17.3
2017/06/13,沙鹿,PM10,22,16,9,6,12,19,24,24,19,22,24,43,60,55,,,35,30,17,12,12,12,16,12,22.8
2017/06/14,沙鹿,PM10,11,13,14,15,13,15,12,0#,0#,,,7,9,10,12,15,13,8,5,8,10,8,8,10,10.8
2017/06/15,沙鹿,PM10,13,14,16,13,15,20,16,13,12,0#,0#,,,,,,,,,,,,,,14.7
2017/06/16,沙鹿,PM10,,,,,,,,,,,,,1000*,0*,7,14,12,12,10,10,8,6,10,11,10.0
2017/06/17,沙鹿,PM10,9,5,4,6,10,10,11,14,13,14,15,16,18,16,11,15,23,23,21,14,12,12,9,8,12.9
2017/06/18,沙鹿,PM10,10,12,13,12,10,8,7,7,4,6,7,9,10,6,7,9,7,6,8,9,9,9,11,14,8.8
2017/06/19,沙鹿,PM10,13,11,16,21,18,17,16,17,22,21,,36,35,34,36,34,24,23,25,22,25,25,20,20,23.1
2017/06/20,沙鹿,PM10,23,23,21,20,22,22,19,18,21,27,26,24,20,14,15,17,18,20,22,21,22,23,21,19,20.8
2017/06/21,沙鹿,PM10,18,17,17,16,13,13,16,18,15,14,15,19,22,,30,,,18,22,21,20,20,20,21,18.3
2017/06/22,沙鹿,PM10,22,20,17,16,18,17,17,17,18,19,21,21,23,23,20,21,21,20,15,12,15,18,17,15,18.5
2017/06/23,沙鹿,PM10,18,21,19,14,10,12,18,20,21,20,22,25,21,14,11,9,12,11,11,13,21,29,25,21,17.4
2017/06/24,沙鹿,PM10,17,18,18,16,12,17,23,23,27,26,22,22,24,21,14,12,12,12,16,20,18,16,17,20,18.5
2017/06/25,沙鹿,PM10,19,19,22,17,13,17,15,13,16,21,23,23,24,18,15,21,19,15,21,24,27,24,17,18,19.2
2017/06/26,沙鹿,PM10,20,23,22,20,16,14,18,21,18,19,20,23,22,21,24,21,19,17,22,32,35,33,28,27,22.3
2017/06/27,沙鹿,PM10,25,23,24,21,19,17,17,19,23,19,18,20,,,19,20,19,19,24,26,29,23,17,21,21.0
2017/06/28,沙鹿,PM10,18,19,20,20,21,21,26,28,29,33,35,35,32,32,36,36,28,19,18,19,23,27,28,22,26.0
2017/06/29,沙鹿,PM10,19,21,19,16,19,26,29,29,38,44,32,31,37,35,28,22,22,18,25,28,23,29,31,32,27.2
2017/06/30,沙鹿,PM10,28,24,22,18,18,22,28,34,33,37,56,68,61,55,47,41,35,28,18,10,13,14,18,24,31.3
2017/07/01,沙鹿,PM10,27,20,17,19,20,21,26,22,16,15,19,26,31,33,24,16,17,17,13,12,9,8,12,11,18.8
2017/07/02,沙鹿,PM10,9,11,16,21,19,17,18,20,22,21,22,26,23,18,23,19,12,15,12,16,18,18,17,9,17.6
2017/07/03,沙鹿,PM10,6,7,6,5,7,7,13,16,16,19,24,1000*,33,32,23,18,22,19,16,13,10,11,12,12,15.1
2017/07/04,沙鹿,PM10,8,8,14,18,17,12,12,17,18,15,12,27,36,28,25,28,24,16,12,22,22,16,11,13,18.0
2017/07/05,沙鹿,PM10,14,15,17,17,15,15,15,11,10,12,11,11,14,14,19,20,18,20,23,20,18,18,19,26,16.3
2017/07/06,沙鹿,PM10,33,34,34,28,20,21,22,24,24,22,25,31,31,28,25,22,25,31,29,26,20,14,15,11,24.8
2017/07/07,沙鹿,PM10,11,12,14,16,13,16,21,22,17,14,17,21,25,26,21,17,15,17,14,8,10,11,9,9,15.7
2017/07/08,沙鹿,PM10,9,12,15,12,12,14,18,20,18,18,22,33,32,25,25,22,16,13,13,10,9,15,21,21,17.7
2017/07/09,沙鹿,PM10,19,17,12,12,15,12,12,11,9,15,21,17,17,23,49,56,0*,0*,0*,17,16,17,12,14,18.7
2017/07/10,沙鹿,PM10,21,21,18,19,21,21,25,25,20,20,20,32,36,25,14,90,95,16,18,18,12,11,16,12,26.1
2017/07/11,沙鹿,PM10,11,17,19,20,21,19,17,18,18,21,35,38,28,24,17,13,15,14,14,21,22,17,17,23,20.0
2017/07/12,沙鹿,PM10,23,19,17,15,12,15,23,22,19,18,,25,18,,2x,10,16,12,17,24,25,22,22,23,18.9
2017/07/13,沙鹿,PM10,20,19,21,20,19,17,24,28,21,22,31,32,24,18,16,20,22,17,18,25,23,20,21,28,21.9
2017/07/14,沙鹿,PM10,35,44,48,42,37,33,29,24,26,32,33,31,24,19,23,21,17,17,11,10,11,12,17,20,25.7
2017/07/15,沙鹿,PM10,16,11,10,14,15,13,13,15,17,18,21,20,23,21,14,14,16,15,16,22,26,24,21,20,17.3
2017/07/16,沙鹿,PM10,22,22,22,22,20,23,24,23,24,27,27,21,20,18,20,24,21,16,26,35,27,24,29,28,23.5
2017/07/17,沙鹿,PM10,19,17,23,22,21,27,32,34,33,31,34,33,32,35,34,38,37,29,29,29,33,37,36,31,30.3
2017/07/18,沙鹿,PM10,28,29,29,25,23,29,34,34,37,42,44,40,31,32,35,30,26,27,24,24,26,23,21,21,29.8
2017/07/19,沙鹿,PM10,20,21,28,35,38,38,43,40,30,29,29,28,29,30,30,26,25,29,29,25,23,25,25,25,29.2
2017/07/20,沙鹿,PM10,26,28,32,32,30,32,32,33,32,29,,,23,23,24,26,19,14,15,11,12,18,19,19,24.0
