日期,測站,測項,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,avg
2017/07/21,沙鹿,PM10,21,22,17,16,14,13,24,28,19,17,21,21,20,18,18,20,15,12,11,12,14,16,16,12,17.4
2017/07/22,沙鹿,PM10,11,12,16,22,26,25,30,32,25,23,28,29,26,26,29,33,35,32,33,44,48,47,49,49,30.4
2017/07/23,沙鹿,PM10,44,38,36,37,35,40,49,45,37,38,37,33,26,26,29,26,24,22,21,28,30,26,27,27,32.5
2017/07/24,沙鹿,PM10,30,31,31,36,39,35,34,39,49,42,35,36,34,34,31,26,19,15,17,15,18,20,23,30,30.0
2017/07/25,沙鹿,PM10,34,27,20,21,20,18,18,23,20,18,22,39,54,51,36,24,27,23,19,33,42,44,44,41,29.9
2017/07/26,沙鹿,PM10,36,28,26,23,24,24,23,20,21,40,71,57,25,22,14,14,21,20,27,33,26,21,22,22,27.5
2017/07/27,沙鹿,PM10,27,33,28,26,25,24,26,34,41,44,41,35,32,30,26,22,21,19,24,33,33,29,24,27,29.3
2017/07/28,沙鹿,PM10,31,32,32,31,32,37,44,50,49,44,44,54,61,,28,31,33,34,37,40,49,52,54,61,41.7
2017/07/29,沙鹿,PM10,63,68,70,66,63,58,57,55,55,56,61,68,60,22x,5x,32x,5x,528*,507*,0*,0*,247x,131x,0*,61.5
2017/07/30,沙鹿,PM10,0*,6x,1000*,145x,0*,155x,1000*,43x,20x,22x,0*,0*,32x,28x,27x,27x,30x,27x,26x,0*,35x,63x,23x,21,21.0
2017/07/31,沙鹿,PM10,17,9,2,0*,2,3,46,46,5,5,6,6,3,6,13,17,20,23,28,32,30,30,32,29,17.8
2017/08/01,沙鹿,PM10,27,28,22,18,15,15,13,11,18,22,17,14,16,17,19,25,22,13,14,17,21,24,22,20,18.8
2017/08/02,沙鹿,PM10,17,16,18,18,0x,14x,128x,1000*,1000*,928*,,,0*,36,27,19,0*,0*,23,28,74,162,119,30,45.2
2017/08/03,沙鹿,PM10,28,27,26,32,33,30,34,41,39,34,32,32,44,51,50,41,32,32,37,34,30,28,25,18,33.8
2017/08/04,沙鹿,PM10,13,17,16,20,25,26,30,0*,28x,1000*,48,49,38,37,38,34,33,33,35,32,26,25,23,23,29.6
2017/08/05,沙鹿,PM10,29,32,28,27,29,32,35,34,35,35,40,41,34,32,36,34,29,29,30,33,33,32,32,31,32.6
2017/08/06,沙鹿,PM10,32,34,37,32,27,31,35,38,35,32,35,35,31,28,29,31,28,32,33,32,35,33,31,29,32.3
2017/08/07,沙鹿,PM10,32,33,28,29,30,26,26,29,28,30,36,34,32,34,32,26,21,23,31,31,29,28,25,25,29.1
2017/08/08,沙鹿,PM10,22,22,26,25,23,21,22,23,24,27,27,24,23,29,32,31,24,17,23,33,31,23,21,25,24.9
2017/08/09,沙鹿,PM10,25,19,18,22,20,20,23,24,25,,,19,24,26,28,25,20,28,30,25,25,21,21,23,23.2
2017/08/10,沙鹿,PM10,21,19,21,24,20,19,21,23,19,13,13,13,21,30,26,22,250*,253x,30*,28,25,28,33,29,22.3
2017/08/11,沙鹿,PM10,26,30,31,27,27,27,24,25,24,27,30,27,25,21,19,29,34,28,25,26,30,31,33,37,27.6
2017/08/12,沙鹿,PM10,32,30,31,31,32,30,28,26,29,32,27,23,21,21,21,25,24,22,23,27,25,23,28,29,26.7
2017/08/13,沙鹿,PM10,26,24,25,22,21,26,28,27,27,24,24,22,21,23,19,17,20,26,22,19,20,14,14,17,22.0
2017/08/14,沙鹿,PM10,13,11,14,13,8,11,16,15,19,25,24,21,19,13,12,19,14,13,21,20,20,19,16,14,16.3
2017/08/15,沙鹿,PM10,16,13,13,19,18,15,13,15,19,24,36,33,18,16,14,21,25,19,16,21,25,20,21,24,19.8
2017/08/16,沙鹿,PM10,24,23,21,22,22,21,20,20,26,32,25,19,18,10,8,11,11,15,17,15,17,18,14,14,18.5
2017/08/17,沙鹿,PM10,17,19,21,18,14,15,18,19,19,18,29,42,47,39,29,29,25,15,17,21,16,11,14,15,22.0
2017/08/18,沙鹿,PM10,11,10,11,18,25,26,27,30,34,43,45,37,26,17,19,20,16,13,16,20,16,15,21,25,22.5
2017/08/19,沙鹿,PM10,28,30,27,25,25,24,32,42,46,52,51,37,17,8,11,10,14,16,13,12,10,15,15,16,24.0
2017/08/20,沙鹿,PM10,20,23,26,26,28,25,23,28,25,20,17,27,31,18,15,17,13,18,26,18,10,16,23,23,21.5
2017/08/21,沙鹿,PM10,20,21,21,19,20,27,39,45,62,61,38,36,45,66,87,93,88,78,59,37,21,17,19,16,43.1
2017/08/22,沙鹿,PM10,16,22,23,27,56,76,65,52,49,53,49,43,56,62,49,49,45,31,24,26,28,24,28,30,41.0
2017/08/23,沙鹿,PM10,28,31,27,24,27,28,29,30,29,26,,32,31,31,23,,26,23,19,22,32,32,27,29,27.5
2017/08/24,沙鹿,PM10,31,36,33,25,28,28,24,32,40,37,33,31,27,23,21,24,27,28,25,19,14,15,16,13,26.3
2017/08/25,沙鹿,PM10,16,17,20,28,27,24,23,25,25,26,29,28,25,24,24,21,22,25,24,31,37,39,47,48,27.3
2017/08/26,沙鹿,PM10,43,44,44,45,46,50,58,53,47,55,58,51,51,55,55,53,47,42,39,38,44,47,51,63,49.1
2017/08/27,沙鹿,PM10,72,71,61,49,48,51,52,44,32,26,29,34,29,22,16,21,29,27,25,20,13,14,16,17,34.1
2017/08/28,沙鹿,PM10,16,11,9,16,21,21,23,25,22,23,20,19,26,22,,14,17,26,33,32,28,26,27,26,21.9
2017/08/29,沙鹿,PM10,27,22,21,24,25,35,47,52,48,40,41,35,24,25,36,54,52,45,45,41,44,45,51,55,38.9
2017/08/30,沙鹿,PM10,55,47,37,35,38,39,40,40,39,42,45,44,42,44,44,47,47,43,37,40,58,67,70,61,45.9
2017/08/31,沙鹿,PM10,53,55,50,49,53,51,47,46,46,51,63,57,49,67,83,84,77,67,52,39,32,28,25,26,52.1
2017/09/01,沙鹿,PM10,29,25,20,24,27,27,25,30,42,55,67,140x,,69,70,73,71,59,47,37,32,42,37,26,42.5
2017/09/02,沙鹿,PM10,23,25,39,45,40,40,1000*,45,53,52,38,36,43,44,42,52,44,28,27,26,21,21,21,19,35.8
2017/09/03,沙鹿,PM10,22,23,21,25,30,28,23,20,19,18,25,31,29,34,38,32,29,30,32,34,30,30,34,33,27.9
2017/09/04,沙鹿,PM10,32,32,29,26,30,28,23,28,31,32,32,31,33,34,32,26,25,32,38,31,26,35,33,27,30.3
2017/09/05,沙鹿,PM10,27,24,23,24,27,33,38,44,44,38,34,29,32,29,18,19,30,36,39,39,39,34,30,28,31.6
2017/09/06,沙鹿,PM10,26,27,28,30,27,25,22,21,27,27,30,37,36,31,,32,32,31,32,35,34,32,34,34,30.0
2017/09/07,沙鹿,PM10,39,39,36,34,33,41,43,48,49,40,41,42,29,31,48,48,52,59,60,44,23,18,18,18,38.9
2017/09/08,沙鹿,PM10,16,14,13,18,20,20,26,27,21,22,25,25,24,19,12,14,17,18,20,21,21,22,25,23,20.1
2017/09/09,沙鹿,PM10,20,14,14,14,10,12,15,16,15,16,24,31,22,21,27,31,28,22,25,22,22,27,22,21,20.5
2017/09/10,沙鹿,PM10,23,23,23,23,23,26,35,37,35,35,30,33,32,21,16,16,13,8,15,27,24,24,25,27,24.8
2017/09/11,沙鹿,PM10,29,23,23,21,26,30,27,29,26,23,31,36,26,22,27,35,37,35,35,30,28,23,27,39,28.7
2017/09/12,沙鹿,PM10,41,31,25,27,30,25,17,22,28,24,21,,26,30,36,34,48,59,50,36,24,24,24,22,30.6
2017/09/13,沙鹿,PM10,16,11,14,20,22,14,27,36,25,24,38,54,51,52,57,54,53,52,52,47,40,39,38,34,36.3
2017/09/14,沙鹿,PM10,33,39,43,41,38,34,32,34,39,40,43,48,43,41,42,42,46,47,38,29,22,17,18,15,36.0
2017/09/15,沙鹿,PM10,14,16,14,17,16,14,21,36,38,34,38,43,40,32,29,36,41,37,35,37,41,44,44,43,31.7
2017/09/16,沙鹿,PM10,35,29,31,42,53,50,52,52,40,38,47,51,49,53,55,54,50,46,48,43,37,38,43,49,45.2
2017/09/17,沙鹿,PM10,57,62,60,60,61,59,61,65,65,70,69,51,35,38,49,46,42,50,52,50,55,61,57,56,55.5
2017/09/18,沙鹿,PM10,58,52,52,53,52,49,43,42,39,39,44,49,50,49,,55,53,56,59,61,62,61,63,60,52.2
2017/09/19,沙鹿,PM10,63,73,70,67,65,70,81,77,79,84,82,71,60,57,56,54,44,48,59,64,69,66,69,74,66.8
2017/09/20,沙鹿,PM10,74,63,55,62,68,70,76,75,73,80,88,81,66,53,41,40,40,39,46,47,46,55,57,55,60.4
2017/09/21,沙鹿,PM10,64,64,55,53,49,44,44,42,33,33,62,78,65,54,49,50,42,37,47,54,56,58,60,60,52.2
2017/09/22,沙鹿,PM10,54,47,52,60,62,55,63,72,67,68,60,48,50,44,31,32,35,36,39,40,36,35,36,39,48.4
2017/09/23,沙鹿,PM10,47,48,46,51,55,60,65,69,73,74,71,64,49,32,25,22,29,47,48,36,34,37,41,43,48.6
2017/09/24,沙鹿,PM10,47,59,70,71,72,73,80,81,65,53,50,50,41,32,30,29,25,22,30,37,35,36,36,37,48.4
2017/09/25,沙鹿,PM10,42,46,49,51,51,45,44,51,52,49,53,56,48,41,41,33,25,21,17,21,20,18,21,24,38.3
2017/09/26,沙鹿,PM10,23,21,28,33,35,33,35,38,32,35,45,38,26,24,25,29,28,19,23,33,25,17,20,21,28.6
2017/09/27,沙鹿,PM10,17,17,18,25,25,21,28,27,24,30,40,38,41,44,35,33,29,23,24,24,32,36,39,43,29.7
2017/09/28,沙鹿,PM10,41,37,34,39,46,46,47,47,45,46,52,59,58,47,39,,14,21,20,17,19,19,24,28,36.7
2017/09/29,沙鹿,PM10,30,35,37,43,48,46,43,48,49,45,54,67,75,66,57,60,56,50,53,53,35,27,46,51,48.9
2017/09/30,沙鹿,PM10,49,49,42,39,38,41,38,43,45,44,62,77,66,49,47,47,47,49,55,63,60,55,59,58,50.9
2017/10/01,沙鹿,PM10,53,51,46,41,40,39,44,49,54,50,47,53,55,61,63,55,54,58,58,60,63,62,75,79,54.6
2017/10/02,沙鹿,PM10,68,73,77,65,52,48,49,55,54,59,73,71,62,54,45,44,45,45,48,47,43,44,44,40,54.4
2017/10/03,沙鹿,PM10,37,36,37,40,42,47,54,55,59,62,61,56,44,38,39,41,44,52,61,60,64,66,53,42,49.6
2017/10/04,沙鹿,PM10,41,41,40,31,22,22,21,24,31,32,22,19,25,30,41,51,50,40,36,34,27,28,32,29,32.0
2017/10/05,沙鹿,PM10,26,22,18,19,15,14,20,23,23,24,29,44,55,50,,,55,55,56,62,57,48,55,53,37.4
2017/10/06,沙鹿,PM10,46,48,54,58,62,60,47,47,56,60,63,60,56,48,45,48,49,55,55,51,51,50,46,41,52.3
2017/10/07,沙鹿,PM10,34,35,42,40,45,55,46,34,35,47,55,46,45,48,51,53,48,47,44,39,38,31,26,34,42.4
2017/10/08,沙鹿,PM10,33,27,28,31,23,18,25,38,42,39,45,47,43,49,60,61,58,55,46,39,32,33,61,87,42.5
2017/10/09,沙鹿,PM10,89,81,70,63,62,64,55,53,60,58,62,75,68,61,56,52,61,76,89,85,77,76,78,77,68.7
2017/10/10,沙鹿,PM10,66,56,52,57,56,45,45,54,61,73,87,79,64,66,69,63,55,61,68,71,79,82,75,75,65.0
2017/10/11,沙鹿,PM10,86,97,96,93,84,75,70,67,75,85,,95,96,88,74,59,50,49,42,34,29,31,31,22,66.4
2017/10/12,沙鹿,PM10,23,20,12,11,8,4,7,20,24,21,26,29,29,31,26,23,23,27,28,24,21,15,16,24,20.5
2017/10/13,沙鹿,PM10,23,21,24,25,28,31,44,59,55,58,81,110,102,72,63,49,38,47,55,54,36,14,10,9,46.2
2017/10/14,沙鹿,PM10,5,5,6,8,9,5,3,9,12,13,24,33,41,40,31,27,24,29,31,37,43,36,32,28,22.1
2017/10/15,沙鹿,PM10,31,31,28,22,15,16,17,13,10,9,13,19,18,16,18,21,21,17,29,41,37,35,32,30,22.5
2017/10/16,沙鹿,PM10,29,33,36,34,30,28,31,39,43,41,40,39,37,34,38,42,36,36,41,41,41,41,41,41,37.2
2017/10/17,沙鹿,PM10,42,37,33,30,33,32,25,28,33,34,34,32,25,23,29,33,31,29,28,21,19,21,21,21,28.9
2017/10/18,沙鹿,PM10,23,23,24,28,24,18,20,16,17,20,22,28,27,21,18,23,28,28,27,29,30,30,28,27,24.1
2017/10/19,沙鹿,PM10,26,22,24,23,21,24,28,30,29,31,33,33,32,30,,23,20,15,13,17,21,17,13,14,23.4
2017/10/20,沙鹿,PM10,15,9,9,12,9,10,18,19,19,20,23,31,34,38,38,32,25,22,23,22,26,23,22,26,21.9
2017/10/21,沙鹿,PM10,22,18,20,21,24,26,24,27,33,39,42,53,53,49,53,53,49,47,46,44,45,39,30,29,36.9
2017/10/22,沙鹿,PM10,32,32,33,36,39,38,33,34,42,45,45,47,47,45,48,49,46,47,49,50,43,38,41,43,41.8
2017/10/23,沙鹿,PM10,46,44,44,46,50,55,55,62,60,65,76,75,73,70,67,70,70,67,64,58,57,57,51,47,59.5
2017/10/24,沙鹿,PM10,48,47,48,45,43,46,46,45,49,49,45,46,56,64,65,65,62,52,42,37,36,39,36,28,47.5
2017/10/25,沙鹿,PM10,30,31,25,26,28,30,29,31,36,35,37,44,53,,47,49,46,42,40,35,29,27,28,26,35.0
2017/10/26,沙鹿,PM10,30,31,27,24,22,24,27,22,26,37,34,35,42,45,49,49,42,42,44,43,40,34,34,36,35.0
2017/10/27,沙鹿,PM10,33,31,26,24,25,25,29,31,32,42,42,41,43,46,52,49,45,47,48,44,43,48,51,42,39.1
2017/10/28,沙鹿,PM10,36,34,34,36,34,37,38,43,46,42,43,45,46,46,46,45,47,52,58,58,51,42,36,32,42.8
2017/10/29,沙鹿,PM10,32,36,41,47,47,46,46,42,43,51,52,51,68,84,81,78,69,59,60,54,49,50,50,58,53.9
2017/10/30,沙鹿,PM10,80,86,81,76,65,56,49,44,45,51,52,54,62,60,54,48,37,32,26,24,24,25,24,18,48.9
2017/10/31,沙鹿,PM10,18,19,20,16,17,20,21,22,27,31,,48,50,50,48,46,38,35,33,28,31,33,31,30,31.0
2017/11/01,沙鹿,PM10,31,30,30,34,40,44,45,47,49,58,53,41,40,44,43,40,41,44,48,46,48,46,48,50,43.3
2017/11/02,沙鹿,PM10,50,50,50,46,40,36,38,43,49,46,36,34,32,31,27,,26,28,31,26,24,25,24,23,35.4
2017/11/03,沙鹿,PM10,23,23,21,18,13,15,21,22,20,20,20,23,32,45,45,41,40,36,34,33,27,21,29,34,27.3
2017/11/04,沙鹿,PM10,31,32,34,35,40,43,37,38,38,32,34,54,86,87,69,60,50,40,39,29,14,12,13,12,40.0
2017/11/05,沙鹿,PM10,13,11,13,21,14,11,18,14,10,13,15,16,22,31,37,36,40,46,50,49,42,39,36,31,26.2
2017/11/06,沙鹿,PM10,29,30,30,32,39,45,50,45,40,45,49,52,51,48,44,42,51,53,52,52,46,47,49,46,44.5
2017/11/07,沙鹿,PM10,41,51,68,75,78,79,87,98,95,92,92,86,76,67,63,63,54,44,47,51,44,37,33,27,64.5
2017/11/08,沙鹿,PM10,20,20,25,22,19,,1000*,11,15,19,22,32,41,37,,28,24,30,31,23,27,34,43,39,26.8
2017/11/09,沙鹿,PM10,29,20,14,16,21,25,23,26,23,19,23,41,61,73,81,78,67,63,58,52,55,56,53,54,43.0
2017/11/10,沙鹿,PM10,50,46,47,44,44,46,49,55,66,82,91,82,68,62,62,61,65,70,65,69,75,81,79,77,64.0
2017/11/11,沙鹿,PM10,71,60,54,49,45,33,35,50,63,65,54,47,49,44,38,29,25,34,41,33,20,20,21,19,41.6
2017/11/12,沙鹿,PM10,19,24,22,15,12,12,15,15,12,13,22,33,36,39,40,36,42,41,43,41,27,24,26,28,26.5
2017/11/13,沙鹿,PM10,25,25,24,23,26,25,25,21,18,21,25,37,43,37,32,34,33,37,40,43,40,34,33,32,30.5
2017/11/14,沙鹿,PM10,32,33,32,35,35,28,26,26,20,20,31,35,34,28,23,27,31,33,30,28,30,28,27,28,29.2
2017/11/15,沙鹿,PM10,21,19,24,22,22,30,34,32,34,32,32,36,42,39,40,42,37,39,43,45,42,40,40,41,34.5
2017/11/16,沙鹿,PM10,39,38,35,29,27,34,41,40,37,41,45,53,52,45,52,47,40,45,44,41,47,48,48,61,42.9
2017/11/17,沙鹿,PM10,68,69,79,82,75,62,58,98,127,113,113,122,115,91,,82,97,110,122,139,137,105,61,36,94.0
2017/11/18,沙鹿,PM10,34,45,42,46,61,53,50,63,73,69,54,37,34,32,31,37,40,30,23,24,22,18,18,18,39.8
2017/11/19,沙鹿,PM10,14,12,9,3,3,4,5,7,6,9,8,10,12,12,18,22,22,25,29,20,19,24,24,22,14.1
2017/11/20,沙鹿,PM10,20,20,23,29,23,20,22,17,17,21,22,20,22,23,21,23,22,21,24,21,17,17,18,12,20.6
2017/11/21,沙鹿,PM10,12,15,11,10,11,12,13,21,24,25,31,,43,41,37,35,31,29,32,33,35,39,43,43,27.2
2017/11/22,沙鹿,PM10,38,24,15,20,21,19,19,30,27,20,21,21,27,,22,22,22,21,24,22,17,13,11,12,21.2
2017/11/23,沙鹿,PM10,14,11,9,18,33,40,36,31,30,35,52,62,63,74,73,61,52,46,41,37,32,34,39,36,40.0
2017/11/24,沙鹿,PM10,35,35,37,36,30,28,28,28,31,34,36,39,40,28,21,29,40,42,37,36,32,30,31,32,33.1
2017/11/25,沙鹿,PM10,31,24,22,25,26,29,24,17,14,14,16,15,15,16,12,15,20,21,29,28,23,22,24,31,21.4
2017/11/26,沙鹿,PM10,32,29,31,34,33,36,37,33,27,26,33,36,31,31,34,34,27,21,18,12,13,22,23,24,28.2
2017/11/27,沙鹿,PM10,29,27,25,24,23,21,19,20,19,22,23,28,40,47,52,51,48,51,54,53,47,47,47,45,35.9
2017/11/28,沙鹿,PM10,49,52,53,54,56,59,56,58,66,81,84,70,63,59,63,82,89,89,88,84,89,91,86,81,70.9
2017/11/29,沙鹿,PM10,81,94,100,102,107,104,98,100,96,91,102,105,93,86,82,69,68,80,92,78,55,49,50,54,84.8
2017/11/30,沙鹿,PM10,42,29,29,36,40,30,25,27,27,32,38,42,43,,32,34,32,26,25,25,24,19,13,15,29.8
2017/12/01,沙鹿,PM10,17,16,17,18,18,18,21,18,17,24,33,35,32,30,31,34,34,31,26,22,19,17,21,20,23.7
2017/12/02,沙鹿,PM10,14,16,19,17,21,25,22,19,17,20,24,25,31,36,33,31,36,36,34,28,26,28,24,21,25.1
2017/12/03,沙鹿,PM10,22,25,22,22,25,19,19,19,16,24,24,18,18,22,22,23,32,33,31,26,21,28,30,25,23.6
2017/12/04,沙鹿,PM10,23,23,18,17,20,21,30,34,35,34,42,47,58,62,56,57,62,66,69,84,82,65,56,56,46.5
2017/12/05,沙鹿,PM10,54,49,56,62,57,53,50,50,49,48,50,51,49,48,46,40,35,39,43,42,39,36,33,31,46.3
2017/12/06,沙鹿,PM10,30,25,24,27,31,30,25,22,26,37,46,50,52,46,39,41,43,43,42,36,31,33,32,27,34.9
2017/12/07,沙鹿,PM10,26,29,29,26,25,24,24,27,27,25,,35,34,29,27,22,17,20,21,23,24,18,14,16,24.4
2017/12/08,沙鹿,PM10,16,12,12,10,15,23,29,37,50,66,76,88,104,113,105,86,68,55,50,47,40,37,36,31,50.3
2017/12/09,沙鹿,PM10,28,28,32,32,28,29,29,27,27,30,26,21,23,24,23,17,17,24,23,23,28,30,28,25,25.9
2017/12/10,沙鹿,PM10,23,24,25,22,18,20,22,20,22,32,35,36,43,44,44,53,63,68,73,73,65,55,50,47,40.7
2017/12/11,沙鹿,PM10,47,47,46,43,46,56,63,63,59,57,61,67,73,78,81,75,66,61,54,45,40,36,30,30,55.2
2017/12/12,沙鹿,PM10,32,29,25,21,21,24,20,21,29,36,45,42,30,27,,25,25,24,27,30,26,21,19,20,26.9
2017/12/13,沙鹿,PM10,21,19,20,21,22,30,34,35,28,15,13,24,34,33,32,37,42,45,42,28,15,11,10,9,25.8
2017/12/14,沙鹿,PM10,7,7,12,15,11,12,21,41,46,46,56,52,43,42,50,56,54,53,54,50,44,43,42,36,37.2
2017/12/15,沙鹿,PM10,30,28,24,22,22,23,25,28,26,30,50,64,54,42,41,47,48,45,59,55,39,36,36,39,38.0
2017/12/16,沙鹿,PM10,36,29,25,27,22,21,22,18,14,14,17,17,18,19,26,37,34,33,32,21,21,29,37,45,25.6
2017/12/17,沙鹿,PM10,43,39,36,31,27,27,26,27,28,26,30,26,23,28,24,18,20,22,21,21,22,18,12,9,25.2
2017/12/18,沙鹿,PM10,6,6,6,7,11,11,11,12,14,15,14,10,10,14,22,32,32,27,20,19,18,19,20,14,15.4
2017/12/19,沙鹿,PM10,13,14,12,9,9,8,9,15,20,23,21,18,21,25,26,25,32,35,31,28,27,28,23,19,20.5
2017/12/20,沙鹿,PM10,18,20,19,18,17,17,27,29,30,,31,32,57,84,88,84,69,49,38,34,30,29,25,20,37.6
2017/12/21,沙鹿,PM10,18,20,18,16,18,17,19,24,28,29,32,33,32,43,58,62,67,68,63,58,48,41,38,40,37.1
2017/12/22,沙鹿,PM10,46,46,49,59,59,56,66,76,73,93,97,69,,52,56,62,63,81,98,96,94,97,105,105,73.8
2017/12/23,沙鹿,PM10,105,113,109,98,91,85,80,84,88,76,66,76,87,89,95,96,98,126,166,179,162,147,144,149,108.7
2017/12/24,沙鹿,PM10,148,177,209,192,159,140,149,163,139,115,96,66,53,42,48,57,67,90,89,67,54,49,46,51,102.8
2017/12/25,沙鹿,PM10,64,88,103,102,99,92,84,79,87,85,79,87,94,89,85,85,84,83,85,84,79,75,75,73,85.0
2017/12/26,沙鹿,PM10,70,70,71,77,75,69,61,62,63,63,75,83,73,57,54,59,61,68,64,52,47,37,32,32,61.5
2017/12/27,沙鹿,PM10,29,30,29,26,26,30,37,41,36,34,41,,56,54,60,65,60,66,80,91,85,80,85,81,53.1
2017/12/28,沙鹿,PM10,83,98,115,119,108,103,107,111,98,77,88,112,108,64,43,56,70,93,97,94,92,78,82,77,90.5
2017/12/29,沙鹿,PM10,62,69,81,82,72,65,65,55,43,39,39,39,39,31,28,32,35,45,39,26,24,25,26,29,45.4
2017/12/30,沙鹿,PM10,33,36,38,44,55,66,61,51,42,34,41,46,47,42,42,49,49,48,60,55,42,38,32,32,45.1
2017/12/31,沙鹿,PM10,30,23,20,18,19,22,21,22,28,34,42,74,113,128,128,117,91,64,52,50,54,54,51,51,54.4
