日期,測站,測項,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2017/03/14,南投,PM10,44,38,34,26,24,24,25,29,33,39,0#,39,38,39,41,43,49,54,59,64,66,63,61,53
2017/03/15,南投,PM10,47,48,44,43,44,50,50,44,47,47,49,60,79,91,87,90,96,85,69,63,65,67,69,74
2017/03/16,南投,PM10,82,83,76,72,74,74,59,48,53,56,59,64,70,69,51,37,40,41,38,39,44,45,49,47
2017/03/17,南投,PM10,45,47,45,44,48,53,49,49,57,59,62,74,74,70,75,75,69,68,67,70,75,75,78,79
2017/03/18,南投,PM10,81,84,80,77,78,77,71,74,84,95,97,94,95,80,63,62,64,58,57,63,62,71,87,98
2017/03/19,南投,PM10,105,100,95,96,90,90,94,93,89,80,74,61,48,39,34,46,55,61,76,84,72,67,76,76
2017/03/20,南投,PM10,74,74,76,72,63,78,80,66,68,74,79,75,81,84,81,85,86,79,75,78,74,69,67,65
2017/03/21,南投,PM10,62,59,59,55,55,58,63,69,74,73,68,64,55,49,62,70,66,61,49,42,40,34,30,32
2017/03/22,南投,PM10,37,42,42,40,39,43,46,47,58,73,0#,73,67,77,94,91,90,94,92,87,85,75,61,55
2017/03/23,南投,PM10,60,65,49,36,36,33,41,55,53,44,39,37,34,27,21,31,54,66,61,55,62,62,56,65
2017/03/24,南投,PM10,66,58,55,49,45,44,40,44,57,,67,72,75,71,61,55,68,76,74,76,80,82,85,88
2017/03/25,南投,PM10,82,76,81,79,60,51,55,47,43,53,60,49,37,38,42,44,38,28,22,21,25,30,24,19
2017/03/26,南投,PM10,25,24,17,17,16,15,20,24,27,28,39,61,66,57,53,49,58,67,69,72,69,72,76,72
2017/03/27,南投,PM10,67,57,50,39,28,23,31,42,31,27,37,48,57,57,67,79,85,83,85,100,102,98,90,81
2017/03/28,南投,PM10,73,67,66,59,57,57,62,66,63,71,84,89,92,93,92,79,65,70,90,108,121,121,115,113
2017/03/29,南投,PM10,104,93,88,86,81,69,65,74,82,82,79,0#,97,88,74,80,98,96,81,80,85,87,87,86
2017/03/30,南投,PM10,79,76,69,65,67,65,65,73,73,65,78,92,86,85,88,78,58,49,73,92,101,119,106,82
2017/03/31,南投,PM10,77,72,73,69,62,62,66,69,74,77,65,50,48,53,61,67,70,60,58,42,20,18,16,20
2017/04/01,南投,PM10,16,14,15,17,14,15,15,21,33,33,30,35,49,53,67,82,74,73,84,87,81,79,76,71
2017/04/02,南投,PM10,73,68,65,63,58,57,52,50,51,49,45,44,47,52,62,70,73,72,95,115,108,101,101,101
2017/04/03,南投,PM10,101,91,77,76,71,63,64,66,59,56,65,71,79,91,87,74,70,65,65,71,76,80,77,71
2017/04/04,南投,PM10,71,69,69,65,63,61,60,61,60,52,45,54,60,59,61,59,55,54,51,53,54,50,53,53
2017/04/05,南投,PM10,54,54,55,54,54,51,52,61,62,56,58,53,51,53,57,0#,62,61,65,68,65,66,70,69
2017/04/06,南投,PM10,66,61,60,59,59,55,60,64,68,70,69,74,79,85,87,84,82,83,90,95,95,93,91,92
2017/04/07,南投,PM10,93,94,87,84,91,91,96,95,95,96,84,68,62,58,61,73,78,86,85,77,76,69,63,63
2017/04/08,南投,PM10,61,59,57,52,51,55,52,51,53,49,47,51,54,53,51,57,63,62,54,45,46,44,41,47
2017/04/09,南投,PM10,48,40,35,38,40,37,37,42,47,51,54,57,63,67,68,63,51,47,47,48,49,50,49,47
2017/04/10,南投,PM10,49,53,47,40,41,42,41,42,36,30,25,29,45,45,44,48,46,42,33,29,34,32,27,26
2017/04/11,南投,PM10,21,16,19,22,19,21,23,26,28,29,35,38,34,35,36,35,38,39,43,53,52,36,27,21
2017/04/12,南投,PM10,23,34,39,41,42,38,30,30,28,32,38,42,42,50,53,54,51,44,40,36,40,48,50,50
2017/04/13,南投,PM10,51,45,33,37,53,64,65,67,69,63,58,51,42,32,54,,96,82,71,77,87,89,84,85
2017/04/14,南投,PM10,84,86,91,90,87,80,71,68,66,59,59,59,61,65,62,56,53,51,55,62,65,69,62,61
2017/04/15,南投,PM10,67,61,57,59,57,53,55,61,55,48,57,74,85,86,85,82,78,78,76,74,72,70,73,74
2017/04/16,南投,PM10,75,79,79,74,74,70,67,69,68,56,50,50,46,45,41,38,41,44,40,37,44,48,45,45
2017/04/17,南投,PM10,44,44,46,45,44,42,43,43,49,45,33,26,29,34,35,31,29,25,25,25,28,29,30,32
2017/04/18,南投,PM10,30,30,32,32,29,29,30,31,33,35,34,38,38,36,33,34,41,44,52,59,64,68,65,65
2017/04/19,南投,PM10,63,64,66,66,61,49,46,50,50,51,51,59,63,64,66,64,75,75,61,51,49,53,48,46
2017/04/20,南投,PM10,45,43,42,41,41,42,44,43,45,43,41,51,54,,1000*,46,45,47,44,35,33,33,31,35
2017/04/21,南投,PM10,36,28,31,33,33,35,34,34,29,22,24,35,36,30,28,29,27,28,37,39,31,27,27,23
2017/04/22,南投,PM10,21,24,29,31,25,22,22,21,24,26,28,36,43,39,40,43,38,34,34,30,28,31,38,45
2017/04/23,南投,PM10,48,49,49,50,53,51,51,57,55,48,47,47,46,44,43,51,66,71,71,72,76,80,84,88
2017/04/24,南投,PM10,82,82,84,81,65,43,43,53,57,55,50,45,48,45,28,28,40,45,70,105,115,105,104,112
2017/04/25,南投,PM10,112,105,92,91,99,89,78,78,82,89,97,101,93,90,100,96,92,95,98,105,108,111,109,102
2017/04/26,南投,PM10,103,102,100,97,84,79,88,87,87,73,66,54,47,46,52,67,65,53,48,50,55,53,50,49
2017/04/27,南投,PM10,41,34,35,27,20,25,28,27,27,28,0#,35,34,35,36,35,35,37,35,28,20,19,23,23
2017/04/28,南投,PM10,22,25,27,29,30,33,36,40,41,46,55,54,55,53,48,49,53,59,62,54,49,51,53,51
2017/04/29,南投,PM10,52,55,55,53,51,49,55,59,59,71,72,63,62,56,57,61,56,56,56,55,54,51,53,55
2017/04/30,南投,PM10,58,57,56,53,52,56,55,55,53,49,49,42,39,45,59,59,54,61,62,82,82,59,60,58
2017/05/01,南投,PM10,60,62,54,47,48,50,48,48,47,43,39,33,36,53,58,43,39,50,52,45,48,50,49,50
2017/05/02,南投,PM10,51,48,45,42,41,46,49,50,50,51,50,51,59,67,70,67,69,74,78,85,87,82,72,62
2017/05/03,南投,PM10,66,66,61,60,58,55,57,57,54,59,,73,74,76,82,79,69,61,54,55,60,58,54,54
2017/05/04,南投,PM10,54,53,50,51,51,50,52,51,52,54,56,60,66,69,63,56,52,55,53,51,55,53,48,46
2017/05/05,南投,PM10,44,46,47,43,43,44,44,43,43,46,0#,67,71,70,64,62,55,42,39,41,41,41,40,41
2017/05/06,南投,PM10,46,41,41,44,42,42,41,45,49,50,51,58,73,83,82,72,63,56,57,66,72,70,63,64
2017/05/07,南投,PM10,68,66,63,63,64,57,50,53,57,57,61,67,66,61,58,55,55,57,62,74,82,83,92,100
2017/05/08,南投,PM10,96,90,88,83,70,60,56,49,43,41,42,51,67,84,93,94,95,99,103,103,88,74,69,67
2017/05/09,南投,PM10,68,64,60,57,52,45,42,42,36,31,32,0#,39,37,34,35,36,38,38,34,36,34,31,30
2017/05/10,南投,PM10,33,36,33,33,32,32,36,32,29,33,37,32,38,63,71,63,62,68,73,76,68,72,81,77
2017/05/11,南投,PM10,73,67,64,66,65,60,59,64,67,67,76,86,81,71,59,47,43,41,45,49,54,53,49,49
2017/05/12,南投,PM10,51,51,47,46,44,44,49,54,57,56,58,57,60,61,62,62,45,38,39,38,33,35,39,34
2017/05/13,南投,PM10,34,34,31,28,29,32,32,32,35,41,47,46,42,43,44,42,44,46,49,52,44,38,32,30
2017/05/14,南投,PM10,28,24,20,21,20,15,18,21,20,20,28,32,27,26,30,41,49,42,36,36,38,39,40,37
2017/05/15,南投,PM10,35,36,31,29,29,30,33,34,32,29,36,45,49,53,54,56,53,48,45,39,31,27,23,20
2017/05/16,南投,PM10,21,22,23,23,27,32,30,30,27,24,19,21,23,20,24,26,24,23,24,21,18,14,12,15
2017/05/17,南投,PM10,19,23,21,23,29,31,29,28,29,32,31,27,29,27,22,22,22,21,32,56,59,50,49,47
2017/05/18,南投,PM10,44,41,44,45,45,51,53,52,43,37,44,0#,67,63,56,51,56,63,65,72,72,71,72,65
2017/05/19,南投,PM10,64,62,56,57,55,54,56,54,53,56,55,62,77,75,83,73,52,52,43,40,33,23,24,30
2017/05/20,南投,PM10,29,26,25,26,24,20,18,17,17,18,18,20,21,27,29,25,29,32,33,41,45,51,58,58
2017/05/21,南投,PM10,58,52,45,51,53,55,54,51,48,36,34,33,33,36,43,49,44,41,41,44,43,41,41,42
2017/05/22,南投,PM10,47,48,48,55,54,51,51,55,54,51,53,53,48,58,70,60,38,27,25,28,36,39,44,50
2017/05/23,南投,PM10,50,49,47,47,49,49,49,47,38,33,30,30,30,35,39,32,30,28,38,46,42,44,45,42
2017/05/24,南投,PM10,44,44,41,39,40,38,39,44,39,34,27,0#,22,23,22,22,23,22,21,25,30,32,34,31
2017/05/25,南投,PM10,33,34,30,31,33,37,42,39,35,37,40,43,49,45,41,32,28,44,52,54,49,40,30,26
2017/05/26,南投,PM10,33,38,43,52,53,44,34,33,34,38,48,50,55,57,50,50,50,56,61,56,50,48,48,53
2017/05/27,南投,PM10,65,77,75,76,78,73,73,73,77,80,70,59,56,54,55,69,66,50,53,48,45,49,47,46
2017/05/28,南投,PM10,49,49,49,51,50,49,49,51,51,56,63,57,63,75,74,72,76,79,77,74,69,61,55,59
2017/05/29,南投,PM10,67,72,74,75,69,66,65,55,46,47,60,69,65,64,66,65,66,70,67,64,71,79,77,71
2017/05/30,南投,PM10,71,64,55,54,59,61,57,51,47,50,46,46,30,21,21,20,20,20,14,9,11,12,8,10
2017/05/31,南投,PM10,15,16,13,16,20,22,27,26,26,26,26,28,25,28,29,27,23,19,17,17,18,22,26,27
2017/06/01,南投,PM10,27,23,23,25,30,32,30,31,35,36,29,29,24,19,17,21,22,14,12,21,27,25,22,18
2017/06/02,南投,PM10,16,20,24,22,21,24,19,14,17,20,27,31,31,1000*,27,0#,34,26,21,26,19,10,11,10
2017/06/03,南投,PM10,8,12,14,12,11,12,9,2,5,10,10,10,11,11,,14,18,19,16,12,9,9,4,5
2017/06/04,南投,PM10,9,12,10,5,6,5,8,9,13,19,18,15,11,11,15,13,14,13,6,3,5,8,10,14
2017/06/05,南投,PM10,16,18,18,21,27,29,29,25,25,27,30,31,33,0#,31,29,32,34,30,27,29,32,37,36
2017/06/06,南投,PM10,33,32,35,36,33,34,37,34,30,29,0#,32,32,34,32,32,32,25,23,28,27,20,21,26
2017/06/07,南投,PM10,25,24,25,30,33,31,31,30,32,37,38,40,39,34,32,33,34,21,15,25,32,33,32,28
2017/06/08,南投,PM10,34,37,37,38,37,36,32,35,72,75,40,43,43,45,44,32,34,33,28,28,33,39,39,34
2017/06/09,南投,PM10,34,32,32,35,36,37,40,40,34,33,32,35,50,58,48,38,35,35,36,36,40,38,36,42
2017/06/10,南投,PM10,38,38,39,39,40,35,33,32,32,36,31,25,37,53,53,40,24,19,22,23,24,28,30,32
2017/06/11,南投,PM10,33,30,29,28,28,32,33,32,27,24,27,26,29,33,34,38,49,38,17,15,18,21,20,21
2017/06/12,南投,PM10,22,26,29,29,29,28,28,26,29,28,27,28,28,65,92,54,24,25,24,24,22,22,27,32
2017/06/13,南投,PM10,30,30,23,25,28,27,32,32,27,24,1000*,65,124,187,178,120,55,38,31,19,16,17,21,23
2017/06/14,南投,PM10,21,21,22,24,24,19,16,16,12,10,11,15,16,15,15,12,9,6,5,7,12,15,13,15
2017/06/15,南投,PM10,20,0#,21,21,24,24,24,21,13,10,11,14,14,12,11,10,10,12,13,8,8,10,11,12
2017/06/16,南投,PM10,13,15,14,11,11,14,20,21,20,20,22,27,27,24,22,20,18,17,17,18,16,12,10,12
2017/06/17,南投,PM10,15,16,15,14,11,6,10,13,11,9,14,18,15,12,15,18,15,14,17,17,18,18,17,14
2017/06/18,南投,PM10,17,18,15,22,26,21,14,15,16,14,9,10,13,15,15,14,13,10,11,12,11,17,26,24
2017/06/19,南投,PM10,21,24,24,23,24,23,24,30,29,28,30,31,32,26,24,24,28,33,31,30,30,32,33,29
2017/06/20,南投,PM10,26,27,26,22,26,27,26,29,29,22,21,26,28,29,26,25,30,32,31,30,31,31,29,27
2017/06/21,南投,PM10,28,28,33,34,28,33,33,29,26,24,26,24,28,40,47,47,46,36,25,19,22,27,24,23
2017/06/22,南投,PM10,26,25,25,1000*,1000*,25,24,27,26,25,25,24,28,26,31,31,28,29,21,26,26,22,25,22
2017/06/23,南投,PM10,21,25,26,22,26,26,24,27,28,25,21,0#,25,27,31,34,37,33,27,30,31,26,24,25
2017/06/24,南投,PM10,23,20,21,24,25,24,26,27,23,27,34,30,32,42,46,54,54,36,21,20,23,28,31,29
2017/06/25,南投,PM10,28,25,25,25,23,26,26,26,23,20,23,28,39,42,38,41,48,53,56,46,34,27,21,24
2017/06/26,南投,PM10,30,25,21,24,24,26,30,30,24,26,30,32,39,47,44,42,50,53,48,43,40,37,32,30
2017/06/27,南投,PM10,30,28,27,24,25,23,23,25,25,25,27,36,42,51,56,55,51,39,37,38,38,41,41,40
2017/06/28,南投,PM10,45,53,58,55,45,38,0#,41,41,38,35,48,56,0#,0#,43,47,58,63,49,44,41,31,34
2017/06/29,南投,PM10,35,32,25,23,23,20,24,32,39,47,57,63,67,66,55,47,42,31,24,30,33,32,37,35
2017/06/30,南投,PM10,32,38,36,32,33,35,34,32,32,30,31,31,28,42,61,66,42,16,13,13,16,18,21,26
2017/07/01,南投,PM10,28,27,27,30,27,26,29,29,25,21,21,17,19,23,25,31,32,24,13,14,17,20,19,16
2017/07/02,南投,PM10,20,22,23,21,22,25,29,25,23,26,22,22,27,32,27,14,15,17,15,19,24,17,8,8
2017/07/03,南投,PM10,9,10,11,11,16,23,24,19,19,20,16,16,15,17,26,33,37,29,17,16,15,13,15,15
2017/07/04,南投,PM10,18,19,18,19,24,30,34,32,26,21,20,20,20,22,22,17,17,17,13,12,14,18,21,23
2017/07/05,南投,PM10,26,25,24,29,29,23,26,25,25,30,0#,40,35,31,30,32,35,34,37,34,32,39,38,34
2017/07/06,南投,PM10,40,40,32,30,35,35,31,31,28,26,32,,,45,38,,29,27,26,19,12,12,15,16
2017/07/07,南投,PM10,19,24,25,25,28,28,30,29,22,20,20,16,17,21,21,,,11,11,17,25,33,29,23
2017/07/08,南投,PM10,22,24,28,28,28,29,31,26,23,28,24,22,21,24,33,26,26,27,20,18,18,22,26,27
2017/07/09,南投,PM10,24,25,28,32,29,24,27,28,24,19,18,25,27,24,27,37,44,43,35,22,21,30,32,32
2017/07/10,南投,PM10,31,28,31,34,33,32,35,34,28,26,27,23,19,22,32,34,35,29,17,17,17,25,27,29
2017/07/11,南投,PM10,32,32,32,31,33,34,32,31,30,21,18,25,30,33,35,36,33,23,20,19,21,21,27,28
2017/07/12,南投,PM10,28,30,30,26,28,35,36,33,33,24,27,28,35,43,43,34,25,16,18,20,26,29,24,25
2017/07/13,南投,PM10,30,29,26,23,25,24,18,24,33,38,,0*,24,28,31,30,27,27,32,37,37,34,34,34
2017/07/14,南投,PM10,38,40,35,34,39,37,32,34,35,28,28,34,40,45,42,34,31,26,21,27,29,28,31,27
2017/07/15,南投,PM10,27,32,37,35,32,35,33,29,30,28,29,32,35,40,40,36,35,32,21,17,21,24,25,26
2017/07/16,南投,PM10,27,29,30,31,31,29,31,29,29,34,35,40,44,37,31,35,40,37,28,22,23,27,27,26
2017/07/17,南投,PM10,26,27,29,30,31,31,32,28,21,26,29,25,30,34,48,70,84,80,68,61,60,62,59,58
2017/07/18,南投,PM10,56,55,56,52,44,38,38,36,35,38,33,37,42,48,45,29,32,41,50,44,36,33,33,38
2017/07/19,南投,PM10,37,39,40,38,33,37,38,36,37,42,51,57,57,54,57,,52,41,27,28,29,31,35,32
2017/07/20,南投,PM10,31,33,33,33,38,37,32,33,35,38,43,50,58,63,55,45,43,46,43,33,26,29,34,38
2017/07/21,南投,PM10,40,39,38,38,36,39,43,48,47,41,,47,49,41,38,36,37,35,29,31,30,27,31,32
2017/07/22,南投,PM10,32,31,29,32,32,31,33,40,41,34,37,42,44,42,44,53,57,65,72,64,55,54,57,59
2017/07/23,南投,PM10,56,51,51,48,48,48,46,56,63,56,46,41,39,34,26,23,28,30,29,30,32,34,36,35
2017/07/24,南投,PM10,34,36,38,33,32,34,36,33,30,31,42,56,62,58,51,45,37,32,28,29,28,20,23,26
2017/07/25,南投,PM10,23,26,27,25,28,27,23,26,28,24,23,34,39,39,46,50,39,28,27,30,36,37,38,38
2017/07/26,南投,PM10,34,34,34,36,37,37,36,38,35,34,41,37,38,43,41,38,29,27,28,26,27,27,32,36
2017/07/27,南投,PM10,36,32,29,30,34,36,35,39,39,32,30,32,43,55,,51,46,46,37,33,40,44,45,46
2017/07/28,南投,PM10,46,48,47,48,48,50,53,54,56,54,54,64,67,63,69,71,71,71,71,71,93,81,77,77
2017/07/29,南投,PM10,75,71,71,74,69,71,73,64,54,54,54,59,62,58,53,50,43,35,30,27,21,14,7,9
2017/07/30,南投,PM10,11,11,12,16,13,13,17,18,21,23,22,25,30,30,28,30,31,33,34,29,28,30,25,18
2017/07/31,南投,PM10,13,8,8,13,16,16,10,13,12,10,10,,8,9,11,13,14,17,20,25,25,27,29,23
2017/08/01,南投,PM10,21,24,26,27,24,23,29,29,30,31,22,18,21,23,21,19,17,15,17,18,20,24,25,29
2017/08/02,南投,PM10,31,29,30,30,30,31,33,31,28,30,29,28,20,16,16,19,23,27,30,32,35,36,32,32
2017/08/03,南投,PM10,35,36,38,36,36,38,37,37,37,34,34,32,31,33,31,43,49,34,30,30,26,29,26,18
2017/08/04,南投,PM10,20,23,27,32,29,29,32,34,28,30,38,38,35,37,39,36,35,30,25,25,32,39,40,40
2017/08/05,南投,PM10,38,38,36,32,38,43,39,37,39,37,32,32,36,37,39,40,38,38,38,39,43,42,43,43
2017/08/06,南投,PM10,39,41,39,39,40,36,41,44,38,36,34,34,34,29,30,33,31,33,33,35,36,31,32,35
2017/08/07,南投,PM10,37,36,35,36,36,36,35,35,30,29,31,31,40,38,40,40,34,32,32,32,26,27,27,30
2017/08/08,南投,PM10,32,33,33,31,31,30,37,38,32,28,25,31,48,57,57,53,49,41,33,33,27,27,33,31
2017/08/09,南投,PM10,31,30,30,29,31,28,26,29,27,29,32,31,35,34,33,37,33,29,30,33,31,29,32,28
2017/08/10,南投,PM10,28,29,28,23,25,25,24,25,25,25,26,15,16,25,26,27,30,30,29,32,32,35,37,32
2017/08/11,南投,PM10,33,32,29,28,27,26,22,18,27,38,33,29,34,37,,38,39,39,35,33,30,30,37,37
