日期,測站,測項,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2017/08/12,南投,PM10,32,32,34,33,28,29,32,34,35,30,31,33,31,31,27,24,29,30,28,37,44,36,26,28
2017/08/13,南投,PM10,33,35,38,37,33,30,32,36,38,38,35,32,31,33,31,33,32,28,27,27,26,23,19,19
2017/08/14,南投,PM10,21,22,19,17,18,19,21,22,23,24,22,24,29,27,24,24,28,32,26,24,26,25,27,26
2017/08/15,南投,PM10,27,33,29,24,24,0x,0x,1000*,1000*,1000*,1000*,1000*,1000*,1000*,1000*,,,,,,,,,
2017/08/16,南投,PM10,,,,,,,,,,,,,,,32,34,38,37,32,30,29,26,26,26
2017/08/17,南投,PM10,23,21,30,30,19,18,21,24,29,34,32,33,40,44,44,46,47,37,32,34,34,34,36,35
2017/08/18,南投,PM10,34,37,33,26,28,32,35,38,42,48,53,57,62,63,54,49,48,44,34,21,27,34,36,40
2017/08/19,南投,PM10,39,37,38,38,43,46,45,44,46,54,54,50,45,32,25,26,21,21,23,22,24,28,27,27
2017/08/20,南投,PM10,27,27,28,28,27,27*,31,36,35,35,38,33,30,33,29,24,26,23,20,26,28,28,30,31
2017/08/21,南投,PM10,34,30,29,32,32,33,35,36,40,41,,53,57,60,57,55,67,80,84,90,93,85,76,76
2017/08/22,南投,PM10,78,76,72,69,66,64,64,57,53,46,43,53,57,56,62,67,61,46,33,31,30,24,23,19
2017/08/23,南投,PM10,21,31,32,29,27,28,29,27,24,27,28,24,28,31,26,24,31,36,27,16,15,17,19,24
2017/08/24,南投,PM10,27,28,29,25,25,31,31,31,31,30,37,47,54,,27,21,19,22,22,22,17,10,12,18
2017/08/25,南投,PM10,18,21,23,19,18,20,23,25,20,26,36,39,46,46,42,40,45,52,45,45,49,53,53,53
2017/08/26,南投,PM10,54,52,52,50,49,46,46,47,40,40,46,41,41,49,64,76,77,77,74,76,79,68,54,52
2017/08/27,南投,PM10,54,55,55,61,61,54,55,49,43,52,46,36,39,43,41,33,21,10,4,7,13,15,15,18
2017/08/28,南投,PM10,20,19,23,25,24,24,30,29,25,27,28,36,45,42,38,36,33,34,35,42,44,44,51,51
2017/08/29,南投,PM10,54,54,55,59,52,47,47,31,34,40,,50,51,53,53,53,54,53,53,61,66,66,64,59
2017/08/30,南投,PM10,51,49,51,54,53,48,49,49,48,47,49,55,63,65,70,79,80,77,75,75,75,72,71,69
2017/08/31,南投,PM10,67,65,63,63,60,53,50,51,47,49,55,58,63,63,68,71,69,70,73,73,63,46,35,31
2017/09/01,南投,PM10,29,23,26,31,32,31,30,36,42,43,42,50,43,29,32,33,33,35,43,47,46,44,42,41
2017/09/02,南投,PM10,44,38,30,35,35,31,32,25,27,40,37,39,50,51,42,28,20,19,16,17,19,21,23,27
2017/09/03,南投,PM10,27,28,31,29,29,26,28,29,25,25,26,27,27,27,26,23,21,21,25,27,29,32,36,41
2017/09/04,南投,PM10,43,43,43,43,40,36,35,40,37,26,31,37,34,33,36,36,33,32,33,33,35,38,38,32
2017/09/05,南投,PM10,32,35,39,42,41,39,30,31,44,50,55,58,51,47,49,45,44,42,44,49,51,55,61,61
2017/09/06,南投,PM10,63,66,58,56,63,62,59,51,51,52,53,,59,56,51,48,51,53,51,47,45,44,39,35
2017/09/07,南投,PM10,38,40,37,41,42,39,40,44,43,36,37,43,43,34,31,30,31,41,49,38,22,27,34,32
2017/09/08,南投,PM10,30,34,35,36,38,40,41,36,28,26,27,29,24,29,32,30,30,32,36,35,35,38,36,36
2017/09/09,南投,PM10,35,37,39,33,34,34,33,32,30,27,30,41,44,45,42,39,40,35,33,43,49,48,49,49
2017/09/10,南投,PM10,44,49,54,53,51,50,54,55,44,41,47,44,47,48,48,24,16,21,28,37,37,34,37,37
2017/09/11,南投,PM10,42,42,37,38,45,44,44,33,39,35,36,42,47,45,32,27,27,28,31,38,43,43,42,42
2017/09/12,南投,PM10,36,36,39,40,42,43,43,45,47,51,53,50,50,50,50,53,58,62,69,70,73,76,65,60
2017/09/13,南投,PM10,60,57,59,63,63,49,37,39,42,44,55,76,80,,82,70,55,54,58,61,61,61,54,52
2017/09/14,南投,PM10,50,50,41,30,41,38,32,41,44,45,49,49,56,61,50,50,51,49,50,51,45,44,43,40
2017/09/15,南投,PM10,45,43,36,36,35,29,33,34,43,59,59,53,51,54,54,48,52,57,57,50,51,60,64,61
2017/09/16,南投,PM10,55,51,49,47,48,48,48,47,41,41,38,44,43,42,56,73,80,77,69,64,69,71,69,68
2017/09/17,南投,PM10,68,61,61,51,50,49,52,45,43,45,48,52,51,46,49,53,53,48,40,55,65,61,55,53
2017/09/18,南投,PM10,58,52,48,50,47,44,41,42,42,46,69,73,73,77,77,70,62,57,61,68,66,66,72,72
2017/09/19,南投,PM10,73,69,67,56,52,55,57,60,61,58,62,79,89,88,95,95,93,93,69,73,76,71,73,76
2017/09/20,南投,PM10,72,58,50,55,56,50,41,41,42,49,,61,57,48,63,74,57,51,55,69,65,42,42,39
2017/09/21,南投,PM10,41,41,40,36,33,33,30,36,46,49,57,63,68,68,82,85,79,79,99,99,95,84,77,74
2017/09/22,南投,PM10,77,79,76,73,65,65,63,71,79,84,74,67,74,87,87,75,70,64,55,49,49,49,53,53
2017/09/23,南投,PM10,54,56,53,52,53,55,50,51,52,44,44,44,57,69,84,74,63,49,52,59,62,61,60,60
2017/09/24,南投,PM10,57,54,54,54,56,46,59,57,51,46,44,57,63,55,49,43,35,36,36,36,36,38,38,39
2017/09/25,南投,PM10,35,31,28,31,30,30,29,29,30,29,,1000*,49,53,60,51,52,51,43,38,35,39,41,39
2017/09/26,南投,PM10,35,33,32,32,26,27,37,34,31,37,42,47,53,56,55,52,48,44,44,38,36,37,42,32
2017/09/27,南投,PM10,27,28,31,35,35,28,32,35,35,37,41,47,51,50,46,54,59,56,54,52,57,61,57,57
2017/09/28,南投,PM10,55,53,54,36,36,34,32,36,33,32,40,46,50,52,50,50,37,29,32,30,28,20,21,26
2017/09/29,南投,PM10,28,29,29,28,29,30,30,34,38,44,48,49,61,67,80,87,77,52,35,30,27,29,26,26
2017/09/30,南投,PM10,22,23,23,25,22,24,26,29,30,34,37,42,50,50,51,53,53,55,52,47,51,52,52,51
2017/10/01,南投,PM10,50,52,47,42,44,46,46,44,37,31,33,36,37,37,35,31,38,57,69,67,73,47,41,43
2017/10/02,南投,PM10,47,45,40,38,35,37,42,44,42,41,41,46,46,40,51,65,59,53,61,68,67,61,57,55
2017/10/03,南投,PM10,56,58,56,58,55,53,56,56,58,64,73,77,69,62,63,56,58,71,78,69,66,65,63,71
2017/10/04,南投,PM10,73,71,71,71,63,59,60,59,65,60,52,60,65,65,62,55,47,49,59,54,49,52,53,53
2017/10/05,南投,PM10,58,53,42,39,40,40,40,39,39,38,47,64,64,,1000*,67,76,83,81,80,75,81,79,81
2017/10/06,南投,PM10,86,76,67,62,57,53,49,49,48,49,60,73,,1000*,90,94,90,92,87,81,78,78,80,76
2017/10/07,南投,PM10,70,70,67,64,63,59,54,50,56,66,72,86,85,88,87,75,79,92,92,91,92,88,88,88
2017/10/08,南投,PM10,88,79,72,73,68,59,52,51,62,71,80,75,72,77,89,94,94,97,126,126,163,132,85,75
2017/10/09,南投,PM10,75,75,71,60,53,43,41,41,45,49,49,45,47,47,50,63,63,66,49,46,57,53,46,39
2017/10/10,南投,PM10,36,35,35,36,34,31,28,31,29,30,44,52,52,46,49,63,76,88,89,96,90,80,84,84
2017/10/11,南投,PM10,75,73,72,69,67,63,59,63,63,63,70,70,78,80,92,96,74,59,70,74,73,69,65,66
2017/10/12,南投,PM10,67,57,54,56,56,58,58,57,55,59,68,76,85,89,72,55,50,44,34,34,38,34,32,34
2017/10/13,南投,PM10,32,32,32,30,30,29,25,33,33,39,42,43,42,46,,53,56,57,51,46,41,41,30,25
2017/10/14,南投,PM10,25,24,22,14,13,20,22,29,27,23,18,18,18,27,25,15,15,21,23,15,16,18,19,18
2017/10/15,南投,PM10,18,21,17,11,11,11,14,12,8,6,9,12,12,6,6,8,11,14,15,15,17,21,21,18
2017/10/16,南投,PM10,18,20,20,23,22,21,21,22,24,29,29,31,41,54,50,48,48,48,49,53,46,45,44,44
2017/10/17,南投,PM10,44,49,49,50,46,44,48,44,41,49,52,46,47,42,39,43,51,51,50,44,40,36,36,32
2017/10/18,南投,PM10,27,27,29,24,24,24,25,24,22,22,22,30,40,43,,39,39,39,41,39,39,32,27,32
2017/10/19,南投,PM10,36,39,39,34,32,30,28,29,32,31,31,37,40,37,35,39,35,36,36,36,31,28,25,27
2017/10/20,南投,PM10,31,26,23,24,22,22,23,25,30,30,32,33,35,,1000*,53,64,65,45,33,27,26,27,27
2017/10/21,南投,PM10,29,32,32,27,28,29,32,32,28,27,33,57,79,90,84,84,74,67,62,59,55,52,51,47
2017/10/22,南投,PM10,38,35,36,37,37,37,39,39,40,38,41,47,53,57,53,53,56,63,65,65,60,57,58,58
2017/10/23,南投,PM10,57,54,49,49,49,48,50,49,51,51,56,63,63,62,57,68,78,79,87,95,84,74,72,68
2017/10/24,南投,PM10,66,71,71,66,61,60,57,60,68,72,72,77,74,68,65,65,62,62,64,62,54,47,44,46
2017/10/25,南投,PM10,49,46,44,45,44,37,40,53,57,57,55,,55,54,51,49,53,59,53,47,47,45,44,42
2017/10/26,南投,PM10,43,43,46,43,45,43,39,42,47,45,54,67,71,72,72,71,65,65,66,55,52,51,50,49
2017/10/27,南投,PM10,48,45,42,41,40,40,39,39,41,44,39,47,50,56,65,70,69,67,62,62,58,62,60,52
2017/10/28,南投,PM10,56,59,58,53,47,41,41,48,46,46,40,40,49,57,58,59,50,56,70,70,66,66,63,57
2017/10/29,南投,PM10,57,58,50,50,50,51,52,53,50,43,39,46,57,63,70,70,77,80,74,63,56,53,51,50
2017/10/30,南投,PM10,46,42,44,45,45,45,43,45,48,53,64,66,71,75,75,73,66,60,60,54,49,45,39,35
2017/10/31,南投,PM10,33,40,35,36,34,36,37,39,49,49,52,68,87,86,81,70,64,65,58,47,46,49,52,56
2017/11/01,南投,PM10,63,60,51,51,48,45,45,40,41,46,46,49,49,55,62,70,71,68,70,72,66,59,54,54
2017/11/02,南投,PM10,51,54,55,52,51,52,43,47,41,47,,52,57,61,64,67,65,65,58,52,54,54,51,42
2017/11/03,南投,PM10,43,46,43,40,37,33,31,31,36,38,29,27,33,31,38,43,44,47,52,50,40,36,32,28
2017/11/04,南投,PM10,28,32,32,30,35,36,32,37,34,34,35,32,40,53,53,53,49,52,52,37,37,20,20,15
2017/11/05,南投,PM10,18,15,16,17,17,25,25,26,26,32,32,33,45,48,45,47,56,69,69,71,65,57,55,55
2017/11/06,南投,PM10,58,58,59,57,51,53,56,60,60,71,66,59,68,81,84,94,107,79,79,76,72,75,75,75
2017/11/07,南投,PM10,85,91,91,89,89,81,75,79,82,70,57,54,61,68,75,77,80,87,91,93,91,85,75,57
2017/11/08,南投,PM10,47,47,42,38,33,31,30,38,38,38,39,0#,58,60,56,55,54,49,42,34,30,32,,32
2017/11/09,南投,PM10,33,37,36,32,33,37,34,31,37,54,74,83,81,82,87,95,103,109,105,102,110,108,102,99
2017/11/10,南投,PM10,102,101,88,80,79,73,66,77,96,106,113,116,112,116,115,111,107,98,90,83,77,72,75,70
2017/11/11,南投,PM10,73,78,74,80,82,70,58,46,46,61,63,60,72,82,84,81,77,71,55,49,49,47,47,45
2017/11/12,南投,PM10,43,42,33,29,32,32,25,18,21,20,16,16,25,40,39,28,29,34,37,36,38,42,41,39
2017/11/13,南投,PM10,33,33,35,33,37,36,32,35,41,45,41,34,38,42,46,54,57,63,63,58,58,56,54,55
2017/11/14,南投,PM10,54,50,47,48,50,47,47,50,55,57,56,55,54,56,55,56,60,59,53,53,49,48,52,49
2017/11/15,南投,PM10,50,49,46,41,40,55,57,57,55,53,0#,53,50,55,72,77,71,66,62,61,63,61,56,57
2017/11/16,南投,PM10,60,59,60,57,52,54,54,51,51,55,62,56,44,46,54,72,96,90,73,75,79,87,105,104
2017/11/17,南投,PM10,84,84,97,109,122,122,108,97,71,42,37,44,56,67,63,54,67,88,97,112,132,118,87,71
2017/11/18,南投,PM10,75,86,88,83,77,78,71,62,63,64,65,67,62,61,58,50,47,42,34,27,27,24,24,26
2017/11/19,南投,PM10,20,18,17,15,14,16,19,19,21,22,23,31,39,42,46,50,52,52,53,55,55,55,48,44
2017/11/20,南投,PM10,49,49,48,45,41,43,43,42,44,46,49,47,45,43,42,43,47,45,39,33,30,28,22,21
2017/11/21,南投,PM10,21,21,23,24,25,27,31,34,43,53,51,52,59,58,0#,62,64,60,54,54,53,51,48,44
2017/11/22,南投,PM10,52,65,72,85,78,46,33,35,39,41,43,44,46,51,50,48,44,42,38,29,24,24,23,21
2017/11/23,南投,PM10,21,18,15,13,16,22,29,38,35,30,36,42,44,60,82,90,85,75,61,53,51,48,45,45
2017/11/24,南投,PM10,41,42,44,39,32,32,37,40,40,42,43,42,43,45,46,45,45,47,48,47,46,43,42,44
2017/11/25,南投,PM10,44,42,36,33,38,39,36,39,36,34,36,35,35,34,32,36,45,42,35,34,36,42,45,45
2017/11/26,南投,PM10,41,35,40,43,40,38,38,42,44,37,38,35,34,45,43,45,47,42,38,37,38,39,41,37
2017/11/27,南投,PM10,30,31,35,31,29,27,27,30,33,37,39,0#,56,51,40,38,57,79,88,78,85,107,110,99
2017/11/28,南投,PM10,87,76,60,57,55,52,45,49,57,55,61,59,67,91,93,84,90,104,113,108,101,101,109,113
2017/11/29,南投,PM10,101,94,97,96,93,91,91,93,84,93,114,115,110,103,99,97,100,101,114,134,140,148,139,114
2017/11/30,南投,PM10,101,105,91,56,44,45,42,41,42,47,58,60,60,65,63,61,59,53,48,41,34,32,26,23
2017/12/01,南投,PM10,20,18,16,18,19,17,18,21,26,25,28,31,37,44,45,41,36,33,31,32,32,29,28,24
2017/12/02,南投,PM10,24,24,26,31,26,24,30,32,38,42,51,58,60,67,72,76,68,57,50,44,42,40,,
2017/12/03,南投,PM10,,,,,36,40,37,30,35,36,43,48,42,47,47,55,63,58,44,32,30,29,23,25
2017/12/04,南投,PM10,31,30,24,20,27,32,32,41,42,38,44,57,70,71,68,69,70,74,77,69,64,68,66,62
2017/12/05,南投,PM10,63,58,54,56,56,54,53,53,53,54,0#,54,53,59,70,68,66,67,67,62,54,51,50,47
2017/12/06,南投,PM10,47,45,42,40,37,38,42,49,56,67,74,74,81,81,73,73,75,75,70,67,61,55,52,44
2017/12/07,南投,PM10,43,44,42,38,36,43,43,36,34,31,24,33,42,38,33,35,39,42,42,37,38,43,43,33
2017/12/08,南投,PM10,27,21,16,15,16,16,20,27,32,42,65,74,72,88,106,110,98,74,59,47,36,33,32,30
2017/12/09,南投,PM10,34,,32,30,28,30,32,30,34,43,44,42,43,48,53,57,61,64,73,89,105,80,53,60
2017/12/10,南投,PM10,65,63,52,37,29,27,20,17,20,24,27,31,35,44,52,54,57,65,70,64,70,80,79,77
2017/12/11,南投,PM10,70,60,60,63,64,51,42,42,47,44,47,65,72,72,74,87,97,91,85,81,74,66,66,69
2017/12/12,南投,PM10,64,61,68,65,57,57,63,71,78,76,74,0#,44,46,51,52,45,49,,47,41,47,49,42
2017/12/13,南投,PM10,32,34,45,47,47,46,43,46,50,49,40,38,50,52,45,49,57,57,56,57,54,45,36,30
2017/12/14,南投,PM10,30,26,25,35,32,27,34,41,45,52,61,68,74,86,86,77,81,92,88,76,69,69,71,66
2017/12/15,南投,PM10,66,64,62,59,55,52,53,58,64,65,75,81,90,96,94,93,87,84,90,96,94,87,80,83
2017/12/16,南投,PM10,84,67,59,56,41,36,58,72,59,39,37,38,35,35,34,40,51,46,34,27,22,21,26,31
2017/12/17,南投,PM10,31,29,27,23,23,24,22,27,25,24,30,33,34,35,32,31,33,34,31,28,25,25,28,27
2017/12/18,南投,PM10,25,25,24,23,20,16,14,23,28,30,29,27,29,,48,45,46,43,33,29,28,28,22,21
2017/12/19,南投,PM10,18,18,18,12,15,21,17,15,20,23,27,35,37,34,31,34,36,33,35,34,28,28,28,29
2017/12/20,南投,PM10,27,22,24,22,20,21,23,27,32,36,0#,59,54,48,47,55,67,65,58,50,44,43,39,40
2017/12/21,南投,PM10,38,29,31,32,26,23,26,29,32,34,37,46,54,54,54,63,87,94,83,79,76,65,59,64
2017/12/22,南投,PM10,64,55,47,47,53,58,65,69,74,69,69,84,80,68,66,81,105,117,122,121,113,100,92,103
2017/12/23,南投,PM10,101,91,87,80,78,72,69,75,70,57,56,61,65,70,77,100,120,126,136,146,149,149,148,136
2017/12/24,南投,PM10,125,120,110,97,84,67,61,85,112,125,143,138,96,62,54,62,76,79,78,83,81,71,64,67
2017/12/25,南投,PM10,69,67,67,60,68,86,93,93,95,96,89,84,83,85,90,96,106,109,110,102,96,94,89,91
2017/12/26,南投,PM10,96,95,91,93,90,91,96,98,103,112,127,116,105,104,99,99,91,84,86,91,92,89,84,73
2017/12/27,南投,PM10,75,74,70,70,64,63,65,72,84,93,0#,116,103,98,112,121,125,128,122,114,117,118,116,111
2017/12/28,南投,PM10,107,110,103,100,95,91,96,100,114,114,96,74,70,79,115,148,137,128,131,133,139,139,125,85
2017/12/29,南投,PM10,56,55,61,71,76,87,83,78,85,74,57,57,63,62,63,60,55,56,55,52,55,54,55,60
2017/12/30,南投,PM10,56,53,55,60,62,61,61,63,71,85,87,71,56,67,82,73,65,68,70,67,61,60,57,53
2017/12/31,南投,PM10,56,54,50,48,50,50,50,55,57,51,36,37,59,93,118,132,131,120,105,82,63,55,59,62
