日期,測站,測項,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2017/07/31,南投,PM2.5,11,8,4,3,3,7,8,6,6,9,12,,3,3,4,4,5,5,7,12,8,8,13,10
2017/08/01,南投,PM2.5,10,12,10,9,10,9,9,13,12,8,10,15,14,13,13,12,8,9,10,8,10,14,12,11
2017/08/02,南投,PM2.5,8,8,11,9,9,10,8,7,4,6,11,13,13,17*,16*,12,14,18,18,17,18,21,17,14
2017/08/03,南投,PM2.5,18,18,17,15,15,14,12,14,17,20,20,21,20,18,21,23,23,19,17,17,13,11,12,9
2017/08/04,南投,PM2.5,10,13,13,11,10,11,12,12,13,18,18,15,16,17,18,17,19,21,17,17,22,20,17,16
2017/08/05,南投,PM2.5,12,7,10,12,11,13,15,15,16,16,16,17,17,17,18,19,18,16,16,18,18,17,17,17
2017/08/06,南投,PM2.5,17,15,15,18,18,12,18,18,16,17,15,16,18,17,16,14,16,16,15,15,15,14,14,14
2017/08/07,南投,PM2.5,15,15,11,7,10,13,15,18,18,17,18,18,24,21,17,16,18,16,13,12,12,14,13,14
2017/08/08,南投,PM2.5,13,11,11,13,13,12,11,14,17,18,15,13,15,15,15,12,14,15,14,12,12,13,13,10
2017/08/09,南投,PM2.5,11,10,9,12,12,11,9,9,13,11,12,17,14,16,18,16,12,9,10,13,11,10,11,12
2017/08/10,南投,PM2.5,11,12,13,13,11,9,14,17,19,19,21,10,8,12,16,15,15,13,16,16,13,12,14,18
2017/08/11,南投,PM2.5,17,16,14,10,11,13,13,12,15,18,19,20,20,20,,8,14,17,15,11,11,17,17,16
2017/08/12,南投,PM2.5,20,14,6,7,8,10,13,10,7,6,9,17,19,15,11,9,11,11,12,17,20,14,9,7
2017/08/13,南投,PM2.5,11,12,12,12,11,9,10,15,13,13,17,17,16,16,12,8,10,10,9,9,11,12,6,7
2017/08/14,南投,PM2.5,13,12,7,5,7,7,8,9,8,9,13,13,11,11,10,10,8,5,8,7,7,8,10,9
2017/08/15,南投,PM2.5,5,7,10,9,8,8,10,10,8,8,14,14,12,11,11,11,9,11,13,13,11,11,12,12
2017/08/16,南投,PM2.5,12,13,9,8,7,5,5,4,7,10,,11,13,14,13,12,16,17,12,7,4,7,7,8
2017/08/17,南投,PM2.5,9,7,6,5,7,9,10,7,5,8,10,13,21,27,28,30,28,21,15,18,16,11,13,14
2017/08/18,南投,PM2.5,13,14,14,13,15,16,15,18,26,30,33,37,41,39,33,29,26,26,20,14,13,14,15,14
2017/08/19,南投,PM2.5,15,20,19,17,17,20,22,25,29,33,28,29,32,22,17,15,10,4,5,6,9,14,13,13
2017/08/20,南投,PM2.5,10,11,12,12,12,11,14,18,21,19,18,19,19,18,17,15,10,9,11,13,12,12,15,14
2017/08/21,南投,PM2.5,11,12,13,13,13,13,13,16,18,22,,33,36,40,41,41,40,35,40,46,42,40,42,41
2017/08/22,南投,PM2.5,40,37,35,34,36,38,38,35,26,22,26,32,30,36,38,37,32,19,13,14,10,10,13,11
2017/08/23,南投,PM2.5,11,15,15,9,6,7,5,5,7,9,11,9,9,15,16,11,14,18,13,6,5,5,5,8
2017/08/24,南投,PM2.5,9,10,11,11,9,7,7,9,9,8,14,23,26,,506*,3,6,11,14,11,8,8,3,3
2017/08/25,南投,PM2.5,3,3,5,3,3,2,3,3,4,8,11,18,23,20,20,23,23,25,24,19,21,25,26,26
2017/08/26,南投,PM2.5,30,27,23,19,20,20,22,21,17,18,22,22,22,23,38,51,55,51,45,45,46,43,33,32
2017/08/27,南投,PM2.5,29,27,28,36,35,29,33,29,23,23,22,19,22,22,18,18,16,6,3,1,1,1,5,9
2017/08/28,南投,PM2.5,4,3,2,3,1,1,1,3,7,10,9,9,18,18,18,15,15,13,14,19,19,19,19,20
2017/08/29,南投,PM2.5,21,23,26,25,27,27,18,18,15,18,,26,26,27,26,28,33,33,30,35,35,36,36,29
2017/08/30,南投,PM2.5,24,24,25,23,23,23,22,21,21,17,22,22,29,39,40,39,42,43,42,42,46,46,39,35
2017/08/31,南投,PM2.5,37,37,30,28,32,30,30,24,23,21,23,24,29,35,34,35,37,38,41,43,36,36,13,9
2017/09/01,南投,PM2.5,8,8,12,15,11,11,12,13,13,16,17,21,21,17,16,15,17,18,21,21,23,17,16,17
2017/09/02,南投,PM2.5,18,14,10,10,8,7,7,4,8,14,14,18,26,29,25,18,11,10,9,7,8,7,5,6
2017/09/03,南投,PM2.5,11,11,9,8,7,8,7,6,8,7,10,15,15,18,18,18,9,13,15,17,17,15,16,18
2017/09/04,南投,PM2.5,18,19,18,16,16,12,12,11,13,12,13,14,16,18,18,18,18,18,18,20,21,19,16,15
2017/09/05,南投,PM2.5,12,12,12,11,9,13,11,11,15,20,27,29,24,21,24,25,23,25,25,26,27,30,34,34
2017/09/06,南投,PM2.5,35,37,34,28,29,28,25,21,21,24,29,,33,32,32,29,25,25,25,28,26,26,19,16
2017/09/07,南投,PM2.5,18,19,18,18,16,16,19,18,16,16,17,21,22,19,16,14,13,13,11,10,10,11,13,12
2017/09/08,南投,PM2.5,11,11,12,11,13,10,13,15,14,12,9,9,11,14,14,13,13,16,18,22,22,20,19,17
2017/09/09,南投,PM2.5,18,18,13,11,11,15,18,18,17,18,17,23,27,21,19,19,17,18,19,22,25,23,22,22
2017/09/10,南投,PM2.5,23,26,23,22,22,22,23,22,24,26,23,27,33,30,30,24*,13,13,14,15,17,15,12,12
2017/09/11,南投,PM2.5,11,12,12,14,13,13,13,14,17,15,20,25,26,24,20,15,11,11,16,17,15,15,20,14
2017/09/12,南投,PM2.5,17,18,18,15,15,20,20,19,20,25,29,28,27,25,25,28,34,35,35,39,77*,75,41,38
2017/09/13,南投,PM2.5,33,34,33,34,30,30,22,24,25,26,29,38,36,,26,22,15,16,20,20,23,23,23,16
2017/09/14,南投,PM2.5,17,19,18,13,13,14,10,14,18,14,17,24,24,28,21,21,17,14,17,21,18,13,16,19
2017/09/15,南投,PM2.5,21,23,19,19,14,10,9,10,16,23,24,22,26,32,27,23,25,24,24,26,22,27,32,30
2017/09/16,南投,PM2.5,32,28,24,23,22,21,25,25,24,24,24,17,17,19,25,33,37,36,35,33,37,40,40,39
2017/09/17,南投,PM2.5,39,34,32,32,30,32,30,32,28,29,30,24,22,24,29,26,26,23,25,27,28,27,28,27
2017/09/18,南投,PM2.5,28,28,27,28,26,21,18,21,21,29,29,38,42,41,41,38,32,28,25,27,32,34,32,32
2017/09/19,南投,PM2.5,32,34,30,27,25,26,28,30,33,33,37,46,50,48,47,47,49,40,38,37,36,33,35,42
2017/09/20,南投,PM2.5,45,34,29,35,35,27,24,24,27,27,,23,29,32,43,48,32,26,27,33,36,25,25,20
2017/09/21,南投,PM2.5,22,19,15,13,12,10,8,16,23,23,26,35,40,40,46,52,49,50,53,56,53,50,52,53
2017/09/22,南投,PM2.5,49,43,44,43,41,41,43,49,53,53,48,40,41,46,46,43,40,35,26,24,24,27,25,30
2017/09/23,南投,PM2.5,37,36,34,34,30,29,30,30,32,30,24,24,43,55,57,48,36,25,26,34,40,36,34,36
2017/09/24,南投,PM2.5,35,33,33,35,33,34,34,36,37,28,26,33,35,33,27,24,22,18,18,15,17,18,17,18
2017/09/25,南投,PM2.5,16,13,14,14,11,10,12,16,20,17,,506*,22,30,35,29,21,16,12,11,11,11,11,12
2017/09/26,南投,PM2.5,16,13,13,13,18,23,23,19,18,18,21,24,28,30,32,30,25,17,17,14,15,17,17,17
2017/09/27,南投,PM2.5,18,17,15,14,16,19,20,19,19,20,25,25,25,30,33,32,27,27,26,27,34,37,36,36
2017/09/28,南投,PM2.5,34,33,29,24,20,18,17,16,16,18,23,28,34,34,24,24,12,9,13,12,11,11,10,5
2017/09/29,南投,PM2.5,9,9,7,10,10,12,12,16,22,28,35,36,38,42,33,24,26,23,15,6,2,4,6,6
2017/09/30,南投,PM2.5,4,3,6,3,4,5,4,8,12,13,17,22,24,27,27,25,25,27,24,20,25,24,22,19
2017/10/01,南投,PM2.5,20,24,22,18,19,21,21,22,20,18,16,14,16,16,20,21,21,27,33,37,39,33,24,23
2017/10/02,南投,PM2.5,24,25,22,18,22,26,21,21,24,24,24,25,26,29,38,37,29,30,30,35,39,34,35,37
2017/10/03,南投,PM2.5,35,33,32,32,29,34,34,34,33,35,46,44,39,37,34,30,28,30,34,35,36,38,40,40
2017/10/04,南投,PM2.5,40,39,39,39,38,35,35,40,34,24,25,30,36,35,32,33,36,35,34,29,25,20,15,15
2017/10/05,南投,PM2.5,17,23,24,15,20,18,16,18,18,16,20,28,28,,506*,40,37,35,27,25,24,28,34,30
2017/10/06,南投,PM2.5,29,30,28,29,28,23,23,23,26,24,30,32,,40,43,43,38,41,38,32,32,28,29,29
2017/10/07,南投,PM2.5,29,29,29,30,33,27,28,30,35,35,35,45,51,52,50,41,37,38,36,37,47,50,50,46
2017/10/08,南投,PM2.5,43,39,35,32,30,30,32,32,30,32,35,38,40,45,46,42,39,43,73,73,102,82,55,41
2017/10/09,南投,PM2.5,39,35,33,34,33,27,19,19,21,24,27,22,21,19,21,26,26,24,21,24,23,22,18,15
2017/10/10,南投,PM2.5,18,21,17,14,16,14,12,14,13,13,18,18,22,24,24,25,38,47,46,49,51,48,47,46
2017/10/11,南投,PM2.5,48,46,41,37,36,36,34,36,36,33,28,36,43,54,61,52,36,30,37,40,37,35,35,35
2017/10/12,南投,PM2.5,36,35,34,30,29,29,34,35,36,37,33,33,38,32,23,20,16,14,14,13,10,7,6,7
2017/10/13,南投,PM2.5,9,8,8,9,9,8,10,8,8,12,15,14,15,13,,11,9,9,10,10,14,14,15,9
2017/10/14,南投,PM2.5,6,1,5,8,8,8,12,15,13,11,10,8,8,11,13,6,6,8,7,6,6,4,4,6
2017/10/15,南投,PM2.5,8,7,4,1,1,1,1,5,4,3,4,1,1,1,1,1,2,3,4,4,3,2,4,5
2017/10/16,南投,PM2.5,3,1,1,3,1,1,1,1,2,5,5,6,11,16,20,16,13,12,13,16,15,14,11,13
2017/10/17,南投,PM2.5,16,17,17,20,20,15,21,21,18,18,19,18,18,17,15,14,12,12,12,15,13,7,9,6
2017/10/18,南投,PM2.5,9,14,11,7,8,8,5,8,8,8,8,11,18,16,,7,8,13,17,13,13,9,9,7
2017/10/19,南投,PM2.5,12,12,13,14,8,7,8,11,12,12,12,11,13,15,15,14,13,12,11,11,9,8,8,8
2017/10/20,南投,PM2.5,6,5,6,7,5,5,6,6,8,10,12,17,13,,15,14,15,14,12,13,10,8,9,9
2017/10/21,南投,PM2.5,7,9,11,12,10,8,9,10,8,10,14,16,17,20,21,21,18,19,20,21,19,18,16,13
2017/10/22,南投,PM2.5,12,11,11,9,9,12,17,14,20,20,18,23,25,23,23,22,26,34,36,36,35,35,34,34
2017/10/23,南投,PM2.5,29,29,29,32,28,29,33,30,28,25,26,26,29,33,32,43,44,44,41,40,40,41,38,37
2017/10/24,南投,PM2.5,34,36,36,37,32,34,34,32,38,40,44,43,36,29,24,20,18,18,18,23,23,20,18,18
2017/10/25,南投,PM2.5,20,20,20,21,21,23,23,24,30,30,32,,,24,20,21,21,20,22,22,21,20,23,21
2017/10/26,南投,PM2.5,21,21,23,21,22,22,18,23,26,24,29,37,37,32,32,33,28,23,20,21,26,25,19,18
2017/10/27,南投,PM2.5,19,20,18,17,19,19,20,21,22,20,18,21,20,20,23,23,24,27,26,26,24,22,22,26
2017/10/28,南投,PM2.5,27,28,29,29,27,23,22,23,21,19,19,18,25,25,24,22,23,30,34,35,37,36,34,32
2017/10/29,南投,PM2.5,35,36,36,34,33,29,29,35,32,22,24,24,22,22,22,22,24,26,26,25,20,20,24,22
2017/10/30,南投,PM2.5,24,26,25,25,25,25,25,26,24,24,26,25,18,17,17,16,17,16,16,16,18,17,15,17
2017/10/31,南投,PM2.5,17,17,12,14,17,15,15,18,18,23,23,23,28,28,29,28,26,27,19,15,18,17,18,21
2017/11/01,南投,PM2.5,24,23,26,24,24,19,19,19,25,23,20,19,21,26,32,34,29,26,24,24,26,29,29,29
2017/11/02,南投,PM2.5,25,27,29,25,25,25,24,25,25,21,,24,26,22,20,23,23,20,19,20,18,22,18,18
2017/11/03,南投,PM2.5,19,22,21,24,22,18,17,17,14,13,13,11,10,10,16,20,18,18,21,23,20,16,14,14
2017/11/04,南投,PM2.5,8,7,12,12,9,7,11,18,16,15,18,15,11,11,15,15,16,14,13,11,8,7,8,6
2017/11/05,南投,PM2.5,6,4,3,4,4,9,9,9,9,12,14,17,21,23,23,21,24,28,28,29,28,22,32,28
2017/11/06,南投,PM2.5,,26,26,26,25,27,34,34,40,40,36,36,37,48,52,56,38,25,27,26,26,26,29,35
2017/11/07,南投,PM2.5,39,43,39,40,40,43,39,38,42,44,35,42,42,37,38,39,40,41,38,37,36,30,26,22
2017/11/08,南投,PM2.5,21,21,18,16,13,9,13,14,19,19,25,,39,41,33,18,14,14,13,12,10,11,,13
2017/11/09,南投,PM2.5,14,14,15,16,14,11,15,15,17,24,33,40,44,43,41,44,45,44,41,41,50,53,49,49
2017/11/10,南投,PM2.5,53,50,41,37,42,44,39,41,49,58,70,71,64,60,53,48,38,30,33,29,27,29,29,28
2017/11/11,南投,PM2.5,29,30,28,26,28,29,28,23,22,27,29,32,35,39,42,46,44,32,24,23,26,29,25,21
2017/11/12,南投,PM2.5,22,17,14,15,13,11,10,7,4,5,6,7,12,15,13,11,13,14,12,13,16,16,19,18
2017/11/13,南投,PM2.5,11,8,9,13,14,15,15,13,15,17,18,16,17,20,22,26,20,15,20,23,23,20,21,24
2017/11/14,南投,PM2.5,20,21,25,23,22,24,26,26,27,29,29,30,29,28,30,26,21,20,20,19,20,20,21,22
2017/11/15,南投,PM2.5,23,19,13,17,19,21,25,27,22,21,-9#,34,32,34,35,28,26,24,20,18,17,19,23,24
2017/11/16,南投,PM2.5,22,19,19,22,21,21,20,23,23,21,32,33,25,24,29,36,41,38,33,35,35,40,45,40
2017/11/17,南投,PM2.5,35,39,48,51,48,48,49,46,35,19,15,20,29,39,37,34,39,49,55,62,70,60,47,46
2017/11/18,南投,PM2.5,50,51,52,50,48,48,48,41,32,33,30,30,22,11,9,7,10,12,7,5,4,3,2,1
2017/11/19,南投,PM2.5,2,5,4,6,7,4,5,6,8,8,9,9,13,20,18,20,27,27,30,28,24,24,24,24
2017/11/20,南投,PM2.5,24,24,21,18,17,21,23,19,22,26,26,25,19,17,21,19,17,15,14,14,12,10,8,8
2017/11/21,南投,PM2.5,11,12,9,9,9,11,13,15,20,23,27,32,32,35,-9#,-9#,25,20,16,19,20,17,16,15
2017/11/22,南投,PM2.5,18,23,22,23,24,17,14,18,16,13,17,17,20,26,23,18,12,14,15,11,9,6,8,9
2017/11/23,南投,PM2.5,8,4,2,2,2,7,16,20,17,15,17,18,19,29,37,34,26,23,21,19,16,13,18,16
2017/11/24,南投,PM2.5,14,14,14,15,11,8,11,13,16,15,13,12,13,15,16,16,20,20,18,20,21,21,15,13
2017/11/25,南投,PM2.5,17,16,19,19,15,14,17,21,19,14,15,18,18,18,19,20,23,25,20,17,17,19,22,23
2017/11/26,南投,PM2.5,19,18,21,26,24,19,18,22,25,23,25,23,19,17,15,17,24,25,20,13,12,16,12,9
2017/11/27,南投,PM2.5,15,18,15,13,12,12,14,16,15,16,15,-9#,28,29,24,20,23,29,30,24,37,53,52,46
2017/11/28,南投,PM2.5,45,37,27,29,33,28,26,29,34,35,42,39,39,52,53,42,36,38,44,46,41,42,50,53
2017/11/29,南投,PM2.5,48,48,55,57,53,47,46,50,49,56,69,74,74,75,72,63,54,46,56,76,83,83,79,64
2017/11/30,南投,PM2.5,53,53,47,26,14,17,16,19,21,25,34,40,36,30,32,29,28,24,21,17,10,11,11,8
2017/12/01,南投,PM2.5,7,8,4,2,5,5,5,8,7,4,5,9,11,15,14,12,12,16,19,17,14,8,5,10
2017/12/02,南投,PM2.5,12,8,5,10,14,11,10,14,15,12,17,26,29,32,41,35,21,22,22,19,14,14,,
2017/12/03,南投,PM2.5,,,,,16,16,15,15,17,21,21,22,25,26,27,34,38,28,20,14,12,12,8,10
2017/12/04,南投,PM2.5,13,9,10,10,14,16,12,11,12,12,14,17,16,16,17,22,28,33,37,36,37,39,35,35
2017/12/05,南投,PM2.5,36,36,32,30,33,26,23,22,21,21,-9#,18,19,20,23,26,28,28,27,27,26,21,19,20
2017/12/06,南投,PM2.5,23,23,21,20,19,20,22,25,33,35,36,39,37,34,35,32,28,35,39,34,29,34,36,28
2017/12/07,南投,PM2.5,23,25,25,21,18,21,23,19,17,12,9,17,23,18,12,13,17,22,22,20,19,22,20,16
2017/12/08,南投,PM2.5,17,15,6,4,4,2,6,13,15,20,35,38,38,46,54,59,53,39,24,18,18,15,16,17
2017/12/09,南投,PM2.5,16,,12,10,11,14,13,17,24,25,25,28,33,35,35,38,37,36,41,53,60,42,26,28
2017/12/10,南投,PM2.5,27,28,28,21,15,11,10,6,8,12,11,17,19,22,27,24,25,33,37,34,39,48,48,44
2017/12/11,南投,PM2.5,39,35,35,37,38,35,27,24,26,23,24,34,29,29,34,36,39,39,40,40,36,34,34,35
2017/12/12,南投,PM2.5,37,36,34,36,34,33,39,45,46,39,37,,21,21,27,29,22,23,,22,21,23,25,23
2017/12/13,南投,PM2.5,21,23,26,27,27,29,28,29,32,30,25,22,24,25,23,24,26,21,18,20,23,22,17,12
2017/12/14,南投,PM2.5,14,17,14,14,15,14,16,19,28,36,40,42,46,51,46,39,38,43,42,29,29,35,30,26
2017/12/15,南投,PM2.5,28,33,35,33,29,26,26,32,39,42,47,53,61,66,62,55,40,32,37,45,41,33,33,35
2017/12/16,南投,PM2.5,35,28,21,21,16,17,36,41,30,22,17,19,17,11,12,13,9,7,6,8,12,7,13,13
2017/12/17,南投,PM2.5,9,16,15,12,10,7,6,4,10,16,9,8,16,16,14,13,11,12,15,12,10,13,13,10
2017/12/18,南投,PM2.5,6,6,8,10,9,6,5,8,10,10,9,11,11,,10,12,7,6,11,13,14,12,9,8
2017/12/19,南投,PM2.5,6,6,6,5,4,3,4,3,5,9,11,13,15,16,15,12,10,11,12,9,12,18,16,14
2017/12/20,南投,PM2.5,16,16,15,14,13,12,11,8,9,13,-9#,23,17,11,10,12,15,18,17,12,13,11,8,9
2017/12/21,南投,PM2.5,13,10,9,10,6,3,5,11,9,7,13,21,23,21,27,34,38,39,34,32,35,35,34,32
2017/12/22,南投,PM2.5,34,36,32,30,32,29,33,40,47,41,32,39,42,36,29,37,48,56,66,72,70,62,59,64
2017/12/23,南投,PM2.5,64,61,58,56,59,53,50,48,42,34,29,32,34,37,45,64,69,68,74,78,84,91,92,87
2017/12/24,南投,PM2.5,83,82,75,63,55,44,40,52,73,94,110,98,57,30,26,27,35,43,47,51,51,46,44,40
2017/12/25,南投,PM2.5,39,41,38,35,40,52,54,48,45,43,45,46,46,48,46,50,54,57,56,49,50,49,47,51
2017/12/26,南投,PM2.5,55,55,54,53,50,52,57,58,60,66,73,66,67,68,57,52,43,37,37,38,42,44,39,38
2017/12/27,南投,PM2.5,42,43,41,41,40,42,43,45,55,56,-9#,506*,56,61,73,81,80,71,68,71,71,70,74,74
2017/12/28,南投,PM2.5,70,69,63,63,66,61,63,64,74,74,56,41,43,52,73,93,89,73,76,85,84,81,73,48
2017/12/29,南投,PM2.5,33,32,33,39,39,39,36,33,40,42,35,37,42,35,24,21,23,23,24,28,29,27,26,29
2017/12/30,南投,PM2.5,35,35,34,36,34,34,37,38,41,48,50,43,36,42,42,28,30,35,30,29,30,32,32,32
2017/12/31,南投,PM2.5,35,32,24,26,29,29,27,30,37,33,22,17,29,55,79,90,88,84,74,60,51,40,35,35
